state,district,year,masoor_rabi_yield_tonne_per_hectare
,Mathura,2000 - 2001,0.81
,,2001 - 2002,0.8
,,2002 - 2003,0.98
,,2003 - 2004,0.9
,,2006 - 2007,0.9
,,2007 - 2008,0.73
,,2008 - 2009,0.87
,,2009 - 2010,0.8
,,2010 - 2011,0.88
,,2011 - 2012,1.92
,,2012 - 2013,1.94
,,2013 - 2014,0.96
,,2014 - 2015,0.94
,,2015 - 2016,0.7
,,2016 - 2017,0.96
,,2017 - 2018,1.03
,,2018 - 2019,1.04
,,2019 - 2020,0.98
,,2020 - 2021,1.0
,,2021 - 2022,0.94
,,2022 - 2023,0.95
,Mau,2000 - 2001,0.86
,,2001 - 2002,1.11
,,2002 - 2003,0.86
,,2003 - 2004,1.27
,,2006 - 2007,0.93
,,2007 - 2008,1.16
,,2008 - 2009,1.18
,,2009 - 2010,1.06
,,2010 - 2011,1.1
,,2011 - 2012,1.31
,,2012 - 2013,1.33
,,2013 - 2014,1.16
,,2014 - 2015,0.92
,,2015 - 2016,1.17
,,2016 - 2017,1.37
,,2017 - 2018,1.26
,,2018 - 2019,1.48
,,2019 - 2020,1.19
,,2020 - 2021,1.42
,,2021 - 2022,1.35
,,2022 - 2023,1.46
,Meerut,2000 - 2001,0.63
,,2001 - 2002,0.8
,,2002 - 2003,0.76
,,2003 - 2004,0.9
,,2006 - 2007,0.7
,,2007 - 2008,0.73
,,2008 - 2009,0.88
,,2009 - 2010,0.8
,,2010 - 2011,0.7
,,2011 - 2012,0.88
,,2012 - 2013,0.89
,,2013 - 2014,0.69
,,2014 - 2015,0.54
,,2015 - 2016,0.71
,,2016 - 2017,0.96
,,2017 - 2018,1.03
,,2018 - 2019,1.03
,,2019 - 2020,0.98
,,2020 - 2021,1.01
,,2021 - 2022,0.94
,,2022 - 2023,0.95
,Mirzapur,2000 - 2001,0.77
,,2001 - 2002,0.86
,,2002 - 2003,0.82
,,2003 - 2004,0.83
,,2006 - 2007,0.81
,,2007 - 2008,0.68
,,2008 - 2009,0.75
,,2009 - 2010,0.8
,,2010 - 2011,0.58
,,2011 - 2012,0.97
,,2012 - 2013,0.83
,,2013 - 2014,0.68
,,2014 - 2015,0.7
,,2015 - 2016,0.65
,,2016 - 2017,0.89
,,2017 - 2018,1.05
,,2018 - 2019,1.04
,,2019 - 2020,0.61
,,2020 - 2021,0.93
,,2021 - 2022,0.91
,,2022 - 2023,0.83
,Moradabad,2000 - 2001,0.95
,,2001 - 2002,0.99
,,2002 - 2003,0.99
,,2003 - 2004,0.84
,,2006 - 2007,0.71
,,2007 - 2008,0.58
,,2008 - 2009,0.78
,,2009 - 2010,0.8
,,2010 - 2011,0.7
,,2011 - 2012,1.22
,,2012 - 2013,0.9
,,2013 - 2014,1.58
,,2014 - 2015,0.49
,,2015 - 2016,0.74
,,2016 - 2017,0.8
,,2017 - 2018,0.66
,,2018 - 2019,0.8
,,2019 - 2020,1.1
,,2020 - 2021,1.04
,,2021 - 2022,0.76
,,2022 - 2023,0.6
,Muzaffarnagar,2000 - 2001,0.81
,,2001 - 2002,0.52
,,2002 - 2003,0.43
,,2003 - 2004,0.44
,,2006 - 2007,0.42
,,2007 - 2008,0.33
,,2008 - 2009,0.36
,,2009 - 2010,0.78
,,2010 - 2011,0.51
,,2011 - 2012,0.46
,,2012 - 2013,0.96
,,2013 - 2014,0.8
,,2014 - 2015,0.8
,,2015 - 2016,1.08
,,2016 - 2017,0.69
,,2017 - 2018,1.03
,,2018 - 2019,0.74
,,2019 - 2020,0.49
,,2020 - 2021,2.16
,,2021 - 2022,0.69
,,2022 - 2023,1.25
,Pilibhit,2000 - 2001,0.88
,,2001 - 2002,0.64
,,2002 - 2003,0.64
,,2003 - 2004,0.67
,,2006 - 2007,0.52
,,2007 - 2008,1.02
,,2008 - 2009,0.91
,,2009 - 2010,0.84
,,2010 - 2011,0.85
,,2011 - 2012,0.97
,,2012 - 2013,1.01
,,2013 - 2014,0.97
,,2014 - 2015,0.9
,,2015 - 2016,0.86
,,2016 - 2017,1.19
,,2017 - 2018,1.12
,,2018 - 2019,1.02
,,2019 - 2020,0.97
,,2020 - 2021,1.02
,,2021 - 2022,1.11
,,2022 - 2023,0.92
,Pratapgarh,2000 - 2001,0.44
,,2001 - 2002,0.68
,,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2006 - 2007,0.69
,,2007 - 2008,0.84
,,2008 - 2009,0.8
,,2009 - 2010,0.76
,,2010 - 2011,0.29
,,2011 - 2012,0.82
,,2012 - 2013,0.86
,,2013 - 2014,0.55
,,2014 - 2015,0.13
,,2015 - 2016,0.36
,,2016 - 2017,0.85
,,2017 - 2018,0.89
,,2018 - 2019,1.19
,,2019 - 2020,0.76
,,2020 - 2021,1.29
,,2021 - 2022,1.25
,,2022 - 2023,1.19
,Rae bareli,2000 - 2001,1.07
,,2001 - 2002,0.69
,,2002 - 2003,0.8
,,2003 - 2004,0.8
,,2006 - 2007,0.73
,,2007 - 2008,0.82
,,2008 - 2009,0.83
,,2009 - 2010,0.82
,,2010 - 2011,0.87
,,2011 - 2012,0.84
,,2012 - 2013,0.82
,,2013 - 2014,0.71
,,2014 - 2015,0.57
,,2015 - 2016,0.78
,,2016 - 2017,0.72
,,2017 - 2018,0.93
,,2018 - 2019,0.89
,,2019 - 2020,0.82
,,2020 - 2021,0.9
,,2021 - 2022,0.88
,,2022 - 2023,1.01
,Rampur,2000 - 2001,0.95
,,2001 - 2002,1.32
,,2002 - 2003,1.33
,,2003 - 2004,1.07
,,2006 - 2007,0.71
,,2007 - 2008,0.58
,,2008 - 2009,0.78
,,2009 - 2010,0.8
,,2010 - 2011,0.7
,,2011 - 2012,1.22
,,2012 - 2013,0.9
,,2013 - 2014,1.58
,,2014 - 2015,0.48
,,2015 - 2016,1.02
,,2016 - 2017,1.18
,,2017 - 2018,0.67
,,2018 - 2019,0.68
,,2019 - 2020,0.93
,,2020 - 2021,0.81
,,2021 - 2022,0.76
,,2022 - 2023,0.61
,Saharanpur,2000 - 2001,0.81
,,2001 - 2002,0.52
,,2002 - 2003,0.44
,,2003 - 2004,0.44
,,2006 - 2007,0.42
,,2007 - 2008,0.33
,,2008 - 2009,0.36
,,2009 - 2010,0.78
,,2010 - 2011,0.51
,,2011 - 2012,0.46
,,2012 - 2013,0.96
,,2013 - 2014,0.8
,,2014 - 2015,0.8
,,2015 - 2016,1.08
,,2016 - 2017,0.69
,,2017 - 2018,1.03
,,2018 - 2019,0.74
,,2019 - 2020,0.49
,,2020 - 2021,2.16
,,2021 - 2022,0.69
,,2022 - 2023,1.25
,Sambhal,2012 - 2013,0.9
,,2013 - 2014,1.58
,,2014 - 2015,0.48
,,2015 - 2016,0.74
,,2016 - 2017,0.8
,,2017 - 2018,0.66
,,2018 - 2019,0.8
,,2019 - 2020,1.1
,,2020 - 2021,1.04
,,2021 - 2022,0.76
,,2022 - 2023,0.61
,Sant kabeer nagar,2000 - 2001,0.94
,,2001 - 2002,0.8
,,2002 - 2003,0.76
,,2003 - 2004,0.74
,,2006 - 2007,0.7
,,2007 - 2008,0.73
,,2008 - 2009,0.88
,,2009 - 2010,0.8
,,2010 - 2011,0.7
,,2011 - 2012,0.88
,,2012 - 2013,0.89
,,2013 - 2014,0.69
,,2014 - 2015,0.54
,,2015 - 2016,0.71
,,2016 - 2017,0.96
,,2017 - 2018,1.03
,,2018 - 2019,1.03
,,2019 - 2020,0.98
,,2020 - 2021,1.01
,,2021 - 2022,0.94
,,2022 - 2023,0.95
,Sant ravidas nagar,2000 - 2001,0.77
,,2001 - 2002,2.2
,,2002 - 2003,1.5
,,2003 - 2004,1.17
,,2006 - 2007,1.0
,,2009 - 2010,1.0
,,2010 - 2011,0.6
,,2011 - 2012,0.75
,,2013 - 2014,0.6
,,2015 - 2016,1.56
,,2016 - 2017,1.2
,,2022 - 2023,0.96
,Shahjahanpur,2000 - 2001,0.88
,,2001 - 2002,0.85
,,2002 - 2003,0.84
,,2003 - 2004,0.86
,,2006 - 2007,0.95
,,2007 - 2008,0.99
,,2008 - 2009,0.85
,,2009 - 2010,0.84
,,2010 - 2011,0.75
,,2011 - 2012,0.84
,,2012 - 2013,0.97
,,2013 - 2014,0.85
,,2014 - 2015,0.94
,,2015 - 2016,0.77
,,2016 - 2017,1.12
,,2017 - 2018,1.0
,,2018 - 2019,1.45
,,2019 - 2020,1.04
,,2020 - 2021,1.19
,,2021 - 2022,1.3
,,2022 - 2023,1.12
,Shamli,2012 - 2013,0.95
,,2013 - 2014,0.81
,,2014 - 2015,0.78
,,2015 - 2016,1.1
,,2016 - 2017,0.69
,,2017 - 2018,1.03
,,2018 - 2019,0.74
,,2019 - 2020,0.49
,,2020 - 2021,2.16
,,2021 - 2022,0.68
,,2022 - 2023,1.26
,Shravasti,2000 - 2001,0.7
,,2001 - 2002,0.65
,,2002 - 2003,0.86
,,2003 - 2004,0.84
,,2006 - 2007,0.54
,,2007 - 2008,0.57
,,2008 - 2009,0.69
,,2009 - 2010,0.77
,,2010 - 2011,0.71
,,2011 - 2012,0.66
,,2012 - 2013,0.74
,,2013 - 2014,0.9
,,2014 - 2015,0.57
,,2015 - 2016,0.71
,,2016 - 2017,0.76
,,2017 - 2018,0.79
,,2018 - 2019,0.8
,,2019 - 2020,0.66
,,2020 - 2021,0.67
,,2021 - 2022,0.67
,,2022 - 2023,0.64
,Siddharth nagar,2000 - 2001,0.94
,,2001 - 2002,0.8
,,2002 - 2003,0.76
,,2003 - 2004,0.77
,,2006 - 2007,0.71
,,2007 - 2008,0.72
,,2008 - 2009,0.88
,,2009 - 2010,0.8
,,2010 - 2011,0.7
,,2011 - 2012,0.88
,,2012 - 2013,0.89
,,2013 - 2014,0.69
,,2014 - 2015,0.54
,,2015 - 2016,0.71
,,2016 - 2017,0.96
,,2017 - 2018,1.03
,,2018 - 2019,1.03
,,2019 - 2020,0.98
,,2020 - 2021,1.01
,,2021 - 2022,0.94
,,2022 - 2023,0.95
,Sitapur,2000 - 2001,0.72
,,2001 - 2002,0.7
,,2002 - 2003,0.78
,,2003 - 2004,0.8
,,2006 - 2007,0.69
,,2007 - 2008,0.68
,,2008 - 2009,0.76
,,2009 - 2010,0.76
,,2010 - 2011,0.81
,,2011 - 2012,0.79
,,2012 - 2013,0.78
,,2013 - 2014,0.6
,,2014 - 2015,0.55
,,2015 - 2016,0.65
,,2016 - 2017,0.75
,,2017 - 2018,0.71
,,2018 - 2019,0.74
,,2019 - 2020,0.73
,,2020 - 2021,0.82
,,2021 - 2022,0.74
,,2022 - 2023,0.97
,Sonbhadra,2000 - 2001,0.77
,,2001 - 2002,0.66
,,2002 - 2003,0.66
,,2003 - 2004,0.77
,,2006 - 2007,0.58
,,2007 - 2008,0.76
,,2008 - 2009,0.66
,,2009 - 2010,0.82
,,2010 - 2011,0.53
,,2011 - 2012,0.83
,,2012 - 2013,0.84
,,2013 - 2014,0.71
,,2014 - 2015,0.58
,,2015 - 2016,0.56
,,2016 - 2017,0.84
,,2017 - 2018,0.85
,,2018 - 2019,0.73
,,2019 - 2020,0.73
,,2020 - 2021,0.76
,,2021 - 2022,0.85
,,2022 - 2023,1.05
,Sultanpur,2000 - 2001,0.88
,,2001 - 2002,1.13
,,2002 - 2003,0.94
,,2003 - 2004,0.83
,,2006 - 2007,0.86
,,2007 - 2008,1.14
,,2008 - 2009,0.97
,,2009 - 2010,0.92
,,2010 - 2011,0.87
,,2011 - 2012,1.06
,,2012 - 2013,0.65
,,2013 - 2014,0.36
,,2014 - 2015,0.49
,,2015 - 2016,0.52
,,2016 - 2017,1.18
,,2017 - 2018,1.06
,,2018 - 2019,1.18
,,2019 - 2020,0.91
,,2020 - 2021,0.83
,,2021 - 2022,0.8
,,2022 - 2023,1.13
,Unnao,2000 - 2001,1.07
,,2001 - 2002,0.69
,,2002 - 2003,0.8
,,2003 - 2004,0.8
,,2006 - 2007,0.73
,,2007 - 2008,0.82
,,2008 - 2009,0.83
,,2009 - 2010,0.82
,,2010 - 2011,0.87
,,2011 - 2012,0.84
,,2012 - 2013,0.83
,,2013 - 2014,0.7
,,2014 - 2015,0.56
,,2015 - 2016,0.78
,,2016 - 2017,0.71
,,2017 - 2018,0.63
,,2018 - 2019,0.64
,,2019 - 2020,0.81
,,2020 - 2021,0.91
,,2021 - 2022,0.88
,,2022 - 2023,1.01
,Varanasi,2000 - 2001,0.53
,,2001 - 2002,0.71
,,2002 - 2003,0.63
,,2003 - 2004,0.78
,,2006 - 2007,0.77
,,2007 - 2008,0.91
,,2008 - 2009,1.0
,,2009 - 2010,0.94
,,2010 - 2011,0.78
,,2011 - 2012,1.05
,,2012 - 2013,0.84
,,2013 - 2014,0.73
,,2014 - 2015,0.57
,,2015 - 2016,0.83
,,2016 - 2017,0.9
,,2017 - 2018,0.61
,,2018 - 2019,1.22
,,2019 - 2020,0.61
,,2020 - 2021,1.24
,,2021 - 2022,1.24
,,2022 - 2023,1.55
Uttarakhand,Almora,2000 - 2001,0.51
,,2001 - 2002,0.51
,,2002 - 2003,0.47
,,2003 - 2004,0.62
,,2004 - 2005,0.6
,,2005 - 2006,0.45
,,2006 - 2007,0.37
,,2007 - 2008,0.4
,,2008 - 2009,0.27
,,2009 - 2010,0.56
,,2010 - 2011,0.43
,,2011 - 2012,0.98
,,2012 - 2013,0.24
,,2013 - 2014,0.85
,,2014 - 2015,0.75
,,2015 - 2016,0.59
,,2016 - 2017,0.76
,,2017 - 2018,0.36
,,2018 - 2019,0.92
,,2019 - 2020,0.77
,,2020 - 2021,0.68
,,2021 - 2022,0.9
,,2022 - 2023,0.76
,Bageshwar,2000 - 2001,0.55
,,2001 - 2002,0.54
,,2002 - 2003,0.45
,,2003 - 2004,0.53
,,2004 - 2005,0.6
,,2005 - 2006,0.51
,,2006 - 2007,0.45
,,2007 - 2008,0.43
,,2008 - 2009,0.28
,,2009 - 2010,0.68
,,2010 - 2011,0.69
,,2011 - 2012,0.79
,,2012 - 2013,0.63
,,2013 - 2014,0.66
,,2014 - 2015,0.63
,,2015 - 2016,0.41
,,2016 - 2017,0.73
,,2017 - 2018,0.64
,,2018 - 2019,1.03
,,2019 - 2020,0.8
,,2020 - 2021,0.68
,,2021 - 2022,0.9
,,2022 - 2023,0.67
,Chamoli,2000 - 2001,0.4
,,2001 - 2002,0.4
,,2002 - 2003,0.31
,,2003 - 2004,0.58
,,2004 - 2005,0.6
,,2005 - 2006,0.52
,,2006 - 2007,0.61
,,2007 - 2008,0.45
,,2008 - 2009,0.31
,,2009 - 2010,0.59
,,2010 - 2011,0.61
,,2011 - 2012,0.61
,,2012 - 2013,0.81
,,2013 - 2014,0.85
,,2014 - 2015,0.85
,,2015 - 2016,0.75
,,2016 - 2017,0.75
,,2017 - 2018,0.76
,,2018 - 2019,0.8
,,2019 - 2020,0.87
,,2020 - 2021,0.51
,,2021 - 2022,0.52
,,2022 - 2023,0.45
,Champawat,2000 - 2001,0.5
,,2001 - 2002,0.5
,,2002 - 2003,0.42
,,2003 - 2004,0.57
,,2004 - 2005,0.5
,,2005 - 2006,0.49
,,2006 - 2007,0.39
,,2007 - 2008,0.35
,,2008 - 2009,0.27
,,2009 - 2010,0.7
,,2010 - 2011,0.73
,,2011 - 2012,0.97
,,2012 - 2013,1.13
,,2013 - 2014,1.02
,,2014 - 2015,0.72
,,2015 - 2016,0.6
,,2016 - 2017,0.94
,,2017 - 2018,0.99
,,2018 - 2019,1.08
,,2019 - 2020,1.22
,,2020 - 2021,0.94
,,2021 - 2022,0.87
,,2022 - 2023,1.05
,Dehradun,2000 - 2001,0.57
,,2001 - 2002,0.58
,,2002 - 2003,0.51
,,2003 - 2004,0.52
,,2004 - 2005,0.58
,,2005 - 2006,0.52
,,2006 - 2007,0.61
,,2007 - 2008,0.62
,,2008 - 2009,0.41
,,2009 - 2010,0.6
,,2010 - 2011,0.7
,,2011 - 2012,0.66
,,2012 - 2013,0.73
,,2013 - 2014,0.91
,,2014 - 2015,0.84
,,2015 - 2016,0.72
,,2016 - 2017,0.85
,,2017 - 2018,0.65
,,2018 - 2019,0.88
,,2019 - 2020,1.03
,,2020 - 2021,1.06
,,2021 - 2022,0.81
,,2022 - 2023,0.91
,Haridwar,2000 - 2001,0.6
,,2001 - 2002,0.58
,,2002 - 2003,0.5
,,2003 - 2004,0.6
,,2004 - 2005,0.6
,,2005 - 2006,0.31
,,2006 - 2007,0.7
,,2007 - 2008,0.55
,,2008 - 2009,0.7
,,2009 - 2010,0.59
,,2010 - 2011,0.81
,,2011 - 2012,0.64
,,2012 - 2013,0.48
,,2013 - 2014,0.63
,,2014 - 2015,0.31
,,2015 - 2016,1.05
,,2016 - 2017,0.71
,,2017 - 2018,0.53
,,2018 - 2019,0.63
,,2019 - 2020,0.82
,,2020 - 2021,1.07
,,2021 - 2022,0.99
,,2022 - 2023,0.99
,Nainital,2000 - 2001,0.56
,,2001 - 2002,0.56
,,2002 - 2003,0.44
,,2003 - 2004,0.7
,,2004 - 2005,0.77
,,2005 - 2006,0.51
,,2006 - 2007,0.82
,,2007 - 2008,0.64
,,2008 - 2009,0.48
,,2009 - 2010,0.69
,,2010 - 2011,0.57
,,2011 - 2012,0.73
,,2012 - 2013,0.73
,,2013 - 2014,0.75
,,2014 - 2015,0.62
,,2015 - 2016,0.74
,,2016 - 2017,0.74
,,2017 - 2018,0.75
,,2018 - 2019,0.74
,,2019 - 2020,1.22
,,2020 - 2021,0.94
,,2021 - 2022,0.87
,,2022 - 2023,1.05
,Pauri garhwal,2000 - 2001,0.43
,,2001 - 2002,0.42
,,2002 - 2003,0.39
,,2003 - 2004,0.69
,,2004 - 2005,0.6
,,2005 - 2006,0.5
,,2006 - 2007,0.65
,,2007 - 2008,0.4
,,2008 - 2009,0.45
,,2009 - 2010,0.66
,,2010 - 2011,0.53
,,2011 - 2012,0.6
,,2012 - 2013,0.8
,,2013 - 2014,0.63
,,2014 - 2015,0.5
,,2015 - 2016,0.37
,,2016 - 2017,0.6
,,2017 - 2018,0.54
,,2018 - 2019,0.8
,,2019 - 2020,0.87
,,2020 - 2021,0.51
,,2021 - 2022,0.52
,,2022 - 2023,0.46
,Pithoragarh,2000 - 2001,0.5
,,2001 - 2002,0.5
,,2002 - 2003,0.41
,,2003 - 2004,0.64
,,2004 - 2005,0.6
,,2005 - 2006,0.57
,,2006 - 2007,0.3
,,2007 - 2008,0.39
,,2008 - 2009,0.35
,,2009 - 2010,0.45
,,2010 - 2011,0.83
,,2011 - 2012,0.91
,,2012 - 2013,1.03
,,2013 - 2014,1.05
,,2014 - 2015,0.77
,,2015 - 2016,0.97
,,2016 - 2017,0.78
,,2017 - 2018,0.81
,,2018 - 2019,0.89
,,2019 - 2020,1.19
,,2020 - 2021,0.73
,,2021 - 2022,0.94
,,2022 - 2023,1.18
,Rudra prayag,2000 - 2001,0.41
,,2001 - 2002,0.4
,,2002 - 2003,0.38
,,2003 - 2004,0.7
,,2004 - 2005,0.71
,,2005 - 2006,0.48
,,2006 - 2007,0.36
,,2007 - 2008,0.38
,,2008 - 2009,0.3
,,2009 - 2010,0.57
,,2010 - 2011,0.81
,,2011 - 2012,0.59
,,2012 - 2013,0.81
,,2013 - 2014,0.86
,,2014 - 2015,0.67
,,2015 - 2016,0.8
,,2016 - 2017,0.75
,,2017 - 2018,0.54
,,2018 - 2019,0.81
,,2019 - 2020,0.87
,,2020 - 2021,0.5
,,2021 - 2022,0.5
,,2022 - 2023,0.47
,Tehri garhwal,2000 - 2001,0.47
,,2001 - 2002,0.47
,,2002 - 2003,0.4
,,2003 - 2004,0.6
,,2004 - 2005,0.6
,,2005 - 2006,0.5
,,2006 - 2007,0.3
,,2007 - 2008,0.47
,,2008 - 2009,0.27
,,2009 - 2010,0.73
,,2010 - 2011,1.01
,,2011 - 2012,0.73
,,2012 - 2013,0.75
,,2013 - 2014,0.89
,,2014 - 2015,0.8
,,2015 - 2016,0.75
,,2016 - 2017,0.6
,,2017 - 2018,0.61
,,2018 - 2019,0.54
,,2019 - 2020,0.81
,,2020 - 2021,0.79
,,2021 - 2022,0.73
,,2022 - 2023,0.57
,Udam singh nagar,2000 - 2001,0.63
,,2001 - 2002,0.6
,,2002 - 2003,0.52
,,2003 - 2004,0.76
,,2004 - 2005,0.6
,,2005 - 2006,0.35
,,2006 - 2007,1.05
,,2007 - 2008,0.95
,,2008 - 2009,0.7
,,2009 - 2010,0.66
,,2010 - 2011,0.58
,,2011 - 2012,0.74
,,2012 - 2013,0.38
,,2013 - 2014,0.8
,,2014 - 2015,0.53
,,2015 - 2016,0.83
,,2016 - 2017,0.83
,,2017 - 2018,0.87
,,2018 - 2019,1.23
,,2019 - 2020,1.27
,,2020 - 2021,0.84
,,2021 - 2022,0.89
,,2022 - 2023,0.72
,Uttar kashi,2000 - 2001,0.53
,,2001 - 2002,0.52
,,2002 - 2003,0.48
,,2003 - 2004,0.42
,,2004 - 2005,0.5
,,2005 - 2006,0.47
,,2006 - 2007,0.55
,,2007 - 2008,0.48
,,2008 - 2009,0.22
,,2009 - 2010,0.59
,,2010 - 2011,1.22
,,2011 - 2012,0.73
,,2012 - 2013,0.75
,,2013 - 2014,0.97
,,2014 - 2015,0.84
,,2015 - 2016,0.9
,,2016 - 2017,0.59
,,2017 - 2018,0.5
,,2018 - 2019,0.68
,,2019 - 2020,0.74
,,2020 - 2021,0.52
,,2021 - 2022,0.86
,,2022 - 2023,0.97
West Bengal,paraganas north,2000 - 2001,0.85
,,2001 - 2002,0.45
,,2002 - 2003,0.56
,,2003 - 2004,0.6
,,2004 - 2005,0.57
,,2005 - 2006,0.62
,,2006 - 2007,0.49
,,2007 - 2008,0.65
,,2008 - 2009,0.54
,,2009 - 2010,0.82
,,2010 - 2011,0.9
,,2011 - 2012,0.88
,,2012 - 2013,0.75
,,2013 - 2014,0.86
,,2014 - 2015,0.89
,,2015 - 2016,0.58
,,2016 - 2017,0.85
,,2017 - 2018,0.82
,,2018 - 2019,0.74
,,2019 - 2020,0.92
,,2020 - 2021,1.01
,,2021 - 2022,0.86
,,2022 - 2023,0.85
,paraganas south,2000 - 2001,0.57
,,2001 - 2002,0.71
,,2002 - 2003,1.11
,,2003 - 2004,0.73
,,2004 - 2005,0.62
,,2005 - 2006,0.98
,,2006 - 2007,0.56
,,2007 - 2008,0.63
,,2008 - 2009,0.79
,,2009 - 2010,0.52
,,2010 - 2011,0.68
,,2011 - 2012,0.54
,,2012 - 2013,0.98
,,2013 - 2014,1.13
,,2014 - 2015,0.63
,,2015 - 2016,0.68
,,2016 - 2017,1.18
,,2017 - 2018,0.99
,,2018 - 2019,1.18
,,2019 - 2020,0.43
,,2020 - 2021,0.96
,,2021 - 2022,1.01
,,2022 - 2023,0.79
,Alipurduar,2016 - 2017,0.57
,,2017 - 2018,0.51
,,2018 - 2019,0.56
,,2019 - 2020,0.85
,,2020 - 2021,0.5
,,2021 - 2022,0.7
,,2022 - 2023,0.59
,Bankura,2000 - 2001,0.99
,,2001 - 2002,0.84
,,2002 - 2003,0.66
,,2003 - 2004,0.72
,,2004 - 2005,0.78
,,2005 - 2006,0.62
,,2006 - 2007,0.77
,,2007 - 2008,1.28
,,2008 - 2009,0.79
,,2009 - 2010,1.08
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.14
,,2013 - 2014,0.86
,,2014 - 2015,1.05
,,2015 - 2016,0.93
,,2016 - 2017,0.82
,,2017 - 2018,0.82
,,2018 - 2019,1.25
,,2019 - 2020,0.85
,,2020 - 2021,0.84
,,2021 - 2022,0.62
,,2022 - 2023,0.95
,Birbhum,2000 - 2001,0.75
,,2001 - 2002,0.6
,,2002 - 2003,0.53
,,2003 - 2004,0.93
,,2004 - 2005,0.61
,,2005 - 2006,0.62
,,2006 - 2007,0.73
,,2007 - 2008,0.92
,,2008 - 2009,0.5
,,2009 - 2010,0.78
,,2010 - 2011,0.67
,,2011 - 2012,0.63
,,2012 - 2013,0.87
,,2013 - 2014,0.94
,,2014 - 2015,1.03
,,2015 - 2016,0.87
,,2016 - 2017,0.92
,,2017 - 2018,0.98
,,2018 - 2019,1.0
,,2019 - 2020,1.02
,,2020 - 2021,0.8
,,2021 - 2022,0.92
,,2022 - 2023,0.97
,Coochbehar,2000 - 2001,0.63
,,2001 - 2002,0.46
,,2002 - 2003,0.39
,,2003 - 2004,0.39
,,2004 - 2005,0.32
,,2005 - 2006,0.25
,,2006 - 2007,0.3
,,2007 - 2008,0.45
,,2008 - 2009,0.28
,,2009 - 2010,0.46
,,2010 - 2011,0.41
,,2011 - 2012,0.53
,,2012 - 2013,0.54
,,2013 - 2014,0.42
,,2014 - 2015,0.53
,,2015 - 2016,0.45
,,2016 - 2017,0.61
,,2017 - 2018,0.48
,,2018 - 2019,0.46
,,2019 - 2020,0.82
,,2020 - 2021,0.43
,,2021 - 2022,0.48
,,2022 - 2023,0.37
,Darjeeling,2003 - 2004,0.74
,,2004 - 2005,0.57
,,2005 - 2006,0.63
,,2006 - 2007,0.56
,,2007 - 2008,0.74
,,2008 - 2009,0.57
,,2009 - 2010,0.73
,,2010 - 2011,0.73
,,2011 - 2012,0.75
,,2012 - 2013,0.86
,,2013 - 2014,0.81
,,2014 - 2015,0.67
,,2015 - 2016,0.86
,,2016 - 2017,0.62
,,2017 - 2018,0.53
,,2018 - 2019,0.53
,,2019 - 2020,0.85
,,2020 - 2021,0.59
,,2021 - 2022,0.59
,,2022 - 2023,0.74
,Dinajpur dakshin,2000 - 2001,0.6
,,2001 - 2002,0.3
,,2002 - 2003,0.35
,,2003 - 2004,0.49
,,2004 - 2005,0.54
,,2005 - 2006,0.31
,,2006 - 2007,0.35
,,2007 - 2008,0.29
,,2008 - 2009,0.5
,,2009 - 2010,0.5
,,2010 - 2011,0.6
,,2011 - 2012,0.87
,,2012 - 2013,0.82
,,2013 - 2014,0.79
,,2014 - 2015,0.82
,,2015 - 2016,0.59
,,2016 - 2017,0.57
,,2017 - 2018,0.57
,,2018 - 2019,0.87
,,2019 - 2020,0.78
,,2020 - 2021,0.95
,,2021 - 2022,0.76
,,2022 - 2023,0.84
,Dinajpur uttar,2000 - 2001,0.53
,,2001 - 2002,0.46
,,2002 - 2003,0.29
,,2003 - 2004,0.45
,,2004 - 2005,0.4
,,2005 - 2006,0.37
,,2006 - 2007,0.37
,,2007 - 2008,0.56
,,2008 - 2009,0.3
,,2009 - 2010,0.5
,,2010 - 2011,0.51
,,2011 - 2012,0.57
,,2012 - 2013,0.53
,,2013 - 2014,0.62
,,2014 - 2015,0.77
,,2015 - 2016,0.31
,,2016 - 2017,0.55
,,2017 - 2018,0.63
,,2018 - 2019,0.61
,,2019 - 2020,0.58
,,2020 - 2021,0.61
,,2021 - 2022,0.54
,,2022 - 2023,0.58
,Hooghly,2000 - 2001,0.61
,,2001 - 2002,0.5
,,2002 - 2003,0.37
,,2003 - 2004,0.57
,,2004 - 2005,0.56
,,2005 - 2006,0.61
,,2006 - 2007,0.61
,,2007 - 2008,0.56
,,2008 - 2009,0.6
,,2009 - 2010,0.64
,,2010 - 2011,0.6
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,0.63
,,2014 - 2015,0.63
,,2015 - 2016,0.57
,,2016 - 2017,0.55
,,2017 - 2018,1.0
,,2018 - 2019,0.33
,,2019 - 2020,0.33
,,2020 - 2021,0.35
,,2021 - 2022,0.37
,,2022 - 2023,0.4
,Howrah,2000 - 2001,0.89
,,2001 - 2002,1.5
,,2002 - 2003,0.83
,,2003 - 2004,0.77
,,2004 - 2005,0.67
,,2005 - 2006,0.86
,,2006 - 2007,0.71
,,2008 - 2009,0.75
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2011 - 2012,0.5
,,2013 - 2014,0.85
,,2014 - 2015,0.76
