State,District,Year,Maize,,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Autumn,,,Winter,,,Whole Year,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2006 - 2007,,,,,,,"1,553.00","3,980.00",2.56,"23,181.00","50,274.60",2.17,"5,739.00","15,305.90",2.67,,,
,,2007 - 2008,,,,,,,"2,289.00","5,681.30",2.48,"34,559.00","86,777.60",2.51,"6,341.00","17,590.00",2.77,,,
,,2008 - 2009,,,,,,,"1,785.00","5,328.00",2.98,"38,851.00","98,487.30",2.54,187,496.1,2.65,,,
,,2009 - 2010,,,,,,,"1,658.00","4,161.60",2.51,"50,484.00","1,39,225.60",2.76,,,,,,
,,2010 - 2011,,,,,,,"3,364.00","10,529.30",3.13,"73,950.00","2,32,203.00",3.14,514,"1,155.00",2.25,,,
,,2011 - 2012,,,,,,,"3,125.00","8,353.10",2.67,"63,634.00","1,49,158.10",2.34,,,,,,
,,2012 - 2013,,,,,,,"3,042.00","8,882.60",2.92,"53,923.00","1,60,690.60",2.98,,,,,,
,,2013 - 2014,,,,,,,"2,614.00","8,438.00",3.23,"56,139.00","2,02,549.50",3.61,,,,,,
,,2014 - 2015,,,,,,,"1,374.00","4,002.50",2.91,"51,473.00","1,31,770.90",2.56,,,,,,
,,2015 - 2016,,,,,,,"1,842.00","5,198.10",2.82,"21,666.00","47,058.60",2.17,1,4.2,4.2,,,
,,2016 - 2017,,,,,,,"2,261.00","6,898.30",3.05,"37,000.00","1,33,940.00",3.62,,,,,,
,,2017 - 2018,,,,,,,"1,682.00","4,766.80",2.83,"18,805.00","59,714.30",3.18,,,,,,
,,2018 - 2019,,,,,,,"1,754.00","4,804.20",2.74,"29,440.00","87,319.00",2.97,,,,,,
,,2019 - 2020,,,,,,,"2,606.00","10,356.20",3.97,"32,439.00","1,16,845.30",3.6,,,,,,
,,2020 - 2021,,,,,,,"1,800.00","5,058.00",2.81,"43,915.00","1,48,213.10",3.37,,,,,,
,,2021 - 2022,,,,,,,"2,137.00","6,364.00",2.98,"49,022.00","1,59,566.60",3.25,,,,,,
,,2022 - 2023,,,,,,,"1,616.00","4,419.80",2.74,"46,343.00","1,61,783.40",3.49,,,,,,
,24. Nayagarh,2000 - 2001,,,,606,556.7,0.92,,,,,,,,,,,,
,,2001 - 2002,,,,612,290.6,0.47,,,,,,,,,,,,
,,2002 - 2003,,,,417,325.3,0.78,,,,,,,,,,,,
,,2003 - 2004,,,,501,420.4,0.84,,,,,,,,,,,,
,,2004 - 2005,,,,,,,10,17.3,1.73,439,407.3,0.93,,,,,,
,,2005 - 2006,,,,,,,3,4.4,1.47,574,627.1,1.09,,,,,,
,,2006 - 2007,,,,,,,47,74.4,1.58,521,455.3,0.87,,,,,,
,,2007 - 2008,,,,,,,11,17.2,1.56,536,598.3,1.12,,,,,,
,,2008 - 2009,,,,,,,17,28,1.65,496,551.8,1.11,5,6.2,1.24,,,
,,2009 - 2010,,,,,,,5,17.6,3.52,446,447.2,1,,,,,,
,,2010 - 2011,,,,,,,22,36.7,1.67,629,983.9,1.56,,,,,,
,,2011 - 2012,,,,,,,1,1.5,1.5,600,982.1,1.64,1,1.1,1.1,,,
,,2012 - 2013,,,,,,,3,2,0.67,374,490.4,1.31,,,,,,
,,2013 - 2014,,,,,,,3,3.2,1.07,299,468.1,1.57,,,,,,
,,2014 - 2015,,,,,,,1,0.9,0.9,298,524.8,1.76,,,,,,
,,2015 - 2016,,,,,,,1,1.3,1.3,317,568.5,1.79,3,2.9,0.97,,,
,,2016 - 2017,,,,,,,,,,303,592.1,1.95,,,,,,
,,2017 - 2018,,,,,,,,,,199,381.2,1.92,,,,,,
,,2018 - 2019,,,,,,,25,50.2,2.01,130,278.5,2.14,,,,,,
,,2019 - 2020,,,,,,,1,2.5,2.5,71,228.6,3.22,,,,,,
,,2020 - 2021,,,,,,,67,172.9,2.58,115,281.5,2.45,5,18,3.6,,,
,,2021 - 2022,,,,,,,63,163.2,2.59,308,982,3.19,19,61.5,3.24,,,
,,2022 - 2023,,,,,,,96,323.1,3.37,289,729.1,2.52,31,121.7,3.93,,,
,25. Nuapada,2000 - 2001,,,,440,205.7,0.47,,,,,,,,,,,,
,,2001 - 2002,,,,425,196.6,0.46,,,,,,,,,,,,
,,2002 - 2003,,,,531,157.2,0.3,,,,,,,,,,,,
,,2003 - 2004,,,,548,324.4,0.59,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,452,211,0.47,,,,,,
,,2005 - 2006,,,,,,,1,0.9,0.9,352,196,0.56,,,,,,
,,2006 - 2007,,,,,,,,,,279,145.3,0.52,,,,,,
,,2007 - 2008,,,,,,,5,6.4,1.28,279,154.5,0.55,1,2.7,2.7,,,
,,2008 - 2009,,,,,,,,,,235,152.3,0.65,,,,,,
,,2009 - 2010,,,,,,,6,7.5,1.25,263,138.4,0.53,,,,,,
,,2010 - 2011,,,,,,,4,5.7,1.43,594,671.1,1.13,,,,,,
,,2011 - 2012,,,,,,,10,10.2,1.02,418,327.4,0.78,,,,,,
,,2012 - 2013,,,,,,,,,,831,886.5,1.07,,,,,,
,,2013 - 2014,,,,,,,1,1.2,1.2,564,686.6,1.22,,,,,,
,,2014 - 2015,,,,,,,1,2.2,2.2,390,438,1.12,,,,,,
,,2015 - 2016,,,,,,,,,,291,373.7,1.28,,,,,,
,,2016 - 2017,,,,,,,1,1.5,1.5,516,800.4,1.55,,,,,,
,,2017 - 2018,,,,,,,,,,791,"1,045.80",1.32,,,,,,
,,2018 - 2019,,,,,,,,,,386,807.9,2.09,,,,,,
,,2019 - 2020,,,,,,,24,44.3,1.85,"1,521.00","3,248.20",2.14,,,,,,
,,2020 - 2021,,,,,,,,,,"4,437.00","10,378.10",2.34,,,,,,
,,2021 - 2022,,,,,,,3,6.8,2.27,"2,903.00","6,175.80",2.13,,,,,,
,,2022 - 2023,,,,,,,,,,"2,657.00","5,659.40",2.13,,,,,,
,26. Puri,2009 - 2010,,,,,,,2,2.3,1.15,,,,,,,,,
,,2012 - 2013,,,,,,,1,3.1,3.1,,,,,,,,,
,27. Rayagada,2000 - 2001,,,,"3,861.00","4,206.10",1.09,,,,,,,,,,,,
,,2001 - 2002,,,,"3,746.00","3,070.40",0.82,,,,,,,,,,,,
,,2002 - 2003,,,,"3,895.00","4,004.70",1.03,,,,,,,,,,,,
,,2003 - 2004,,,,"2,992.00","2,569.20",0.86,,,,,,,,,,,,
,,2004 - 2005,,,,,,,40,48.2,1.21,"3,569.00","3,652.10",1.02,16,16,1,,,
,,2005 - 2006,,,,,,,108,118.3,1.1,"2,931.00","2,731.50",0.93,68,53.3,0.78,,,
,,2006 - 2007,,,,,,,69,69.9,1.01,"3,236.00","2,984.00",0.92,44,36.3,0.83,,,
,,2007 - 2008,,,,,,,113,127.7,1.13,"3,561.00","3,697.60",1.04,95,93.6,0.99,,,
,,2008 - 2009,,,,,,,88,89.6,1.02,"3,793.00","4,473.80",1.18,44,32.6,0.74,,,
,,2009 - 2010,,,,,,,93,109.7,1.18,"3,043.00","2,984.00",0.98,85,78.1,0.92,,,
,,2010 - 2011,,,,,,,116,136.2,1.17,"4,219.00","4,678.40",1.11,86,101.4,1.18,,,
,,2011 - 2012,,,,,,,70,95.6,1.37,"3,877.00","4,720.30",1.22,104,88.4,0.85,,,
,,2012 - 2013,,,,,,,8,10.5,1.31,"3,678.00","4,309.20",1.17,93,105.1,1.13,,,
,,2013 - 2014,,,,,,,179,247.9,1.38,"3,912.00","5,353.20",1.37,143,169.1,1.18,,,
,,2014 - 2015,,,,,,,98,162.4,1.66,"4,454.00","6,182.70",1.39,117,161.1,1.38,,,
,,2015 - 2016,,,,,,,91,154.5,1.7,"3,707.00","6,107.70",1.65,147,154.3,1.05,,,
,,2016 - 2017,,,,,,,60,116.9,1.95,"2,896.00","4,232.30",1.46,612,842.8,1.38,,,
,,2017 - 2018,,,,,,,21,37.1,1.77,"2,272.00","3,544.70",1.56,234,334.3,1.43,,,
,,2018 - 2019,,,,,,,7,9.9,1.41,"2,025.00","2,602.60",1.29,12,15.1,1.26,,,
,,2019 - 2020,,,,,,,9,13.4,1.49,"2,744.00","5,206.30",1.9,23,35.6,1.55,,,
,,2020 - 2021,,,,,,,38,62.9,1.66,"2,315.00","4,266.90",1.84,17,33.8,1.99,,,
,,2021 - 2022,,,,,,,64,112.4,1.76,"3,842.00","7,224.70",1.88,51,87,1.71,,,
,,2022 - 2023,,,,,,,73,139.1,1.91,"2,455.00","4,250.50",1.73,31,46.3,1.49,,,
,28. Sambalpur,2000 - 2001,,,,132,94.5,0.72,,,,,,,,,,,,
,,2001 - 2002,,,,65,42,0.65,,,,,,,,,,,,
,,2002 - 2003,,,,110,100.5,0.91,,,,,,,,,,,,
,,2003 - 2004,,,,114,82.1,0.72,,,,,,,,,,,,
,,2004 - 2005,,,,,,,2,2.8,1.4,86,69,0.8,3,3.5,1.17,,,
,,2005 - 2006,,,,,,,1,1,1,58,44.9,0.77,,,,,,
,,2006 - 2007,,,,,,,6,10.8,1.8,62,59.9,0.97,2,4.9,2.45,,,
,,2007 - 2008,,,,,,,3,3.5,1.17,67,58.8,0.88,2,2.6,1.3,,,
,,2008 - 2009,,,,,,,,,,58,53.6,0.92,16,26.4,1.65,,,
,,2009 - 2010,,,,,,,,,,35,33.6,0.96,,,,,,
,,2010 - 2011,,,,,,,5,11.6,2.32,97,112.5,1.16,4,6.7,1.68,,,
,,2011 - 2012,,,,,,,,,,105,119,1.13,,,,,,
,,2012 - 2013,,,,,,,,,,63,72.5,1.15,1,2.7,2.7,,,
,,2013 - 2014,,,,,,,,,,241,264.1,1.1,,,,,,
,,2014 - 2015,,,,,,,,,,43,50.4,1.17,,,,,,
,,2015 - 2016,,,,,,,,,,34,33.9,1,,,,,,
,,2016 - 2017,,,,,,,,,,37,57.6,1.56,1,1.3,1.3,,,
,,2018 - 2019,,,,,,,,,,80,127.2,1.59,,,,,,
,,2019 - 2020,,,,,,,,,,100,181.9,1.82,,,,,,
,,2020 - 2021,,,,,,,,,,144,255.9,1.78,,,,,,
,,2021 - 2022,,,,,,,1,2.6,2.6,177,357.9,2.02,2,5.4,2.7,,,
,,2022 - 2023,,,,,,,,,,140,293.6,2.1,,,,,,
,29. Sonepur,2000 - 2001,,,,14,7.4,0.53,,,,,,,,,,,,
,,2001 - 2002,,,,1,0.9,0.9,,,,,,,,,,,,
,,2002 - 2003,,,,11,4.7,0.43,,,,,,,,,,,,
,,2003 - 2004,,,,5,2.4,0.48,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,7,5.9,0.84,,,,,,
,,2005 - 2006,,,,,,,,,,11,10.9,0.99,1,2,2,,,
,,2006 - 2007,,,,,,,,,,11,8.1,0.74,,,,,,
,,2007 - 2008,,,,,,,,,,23,14.8,0.64,3,4.9,1.63,,,
,,2008 - 2009,,,,,,,,,,21,11.6,0.55,,,,,,
,,2009 - 2010,,,,,,,,,,4,2.4,0.6,,,,,,
,,2010 - 2011,,,,,,,12,23.6,1.97,7,4.2,0.6,,,,,,
,,2011 - 2012,,,,,,,2,5.2,2.6,6,2.7,0.45,,,,,,
,,2012 - 2013,,,,,,,30,66.9,2.23,56,90.9,1.62,,,,,,
,,2013 - 2014,,,,,,,,,,17,16.7,0.98,,,,,,
,,2014 - 2015,,,,,,,,,,22,16.5,0.75,,,,,,
,,2015 - 2016,,,,,,,,,,,,,10,86.1,8.61,,,
,,2016 - 2017,,,,,,,,,,,,,28,113.3,4.05,,,
,,2019 - 2020,,,,,,,1,2.5,2.5,,,,17,40.6,2.39,,,
,30. Sundargarh,2000 - 2001,,,,701,655.2,0.93,,,,,,,,,,,,
,,2001 - 2002,,,,708,514,0.73,,,,,,,,,,,,
,,2002 - 2003,,,,626,461.4,0.74,,,,,,,,,,,,
,,2003 - 2004,,,,836,728.6,0.87,,,,,,,,,,,,
,,2004 - 2005,,,,,,,5,5.2,1.04,773,702.7,0.91,,,,,,
,,2005 - 2006,,,,,,,3,4,1.33,562,580.6,1.03,1,1.5,1.5,,,
,,2006 - 2007,,,,,,,4,6.7,1.68,665,706.9,1.06,,,,,,
,,2007 - 2008,,,,,,,14,14.6,1.04,708,902.4,1.27,,,,,,
,,2008 - 2009,,,,,,,,,,473,526,1.11,9,31.8,3.53,,,
,,2009 - 2010,,,,,,,,,,439,510.4,1.16,1,1.1,1.1,,,
,,2010 - 2011,,,,,,,1,1.7,1.7,"1,133.00","1,723.10",1.52,,,,,,
,,2011 - 2012,,,,,,,,,,584,820.9,1.41,2,1.3,0.65,,,
,,2012 - 2013,,,,,,,9,16.2,1.8,676,"1,060.40",1.57,,,,,,
,,2013 - 2014,,,,,,,2,4.1,2.05,612,"1,136.80",1.86,,,,,,
,,2014 - 2015,,,,,,,1,2.8,2.8,456,925.6,2.03,,,,,,
,,2015 - 2016,,,,,,,3,6.9,2.3,539,"1,214.10",2.25,3,12.9,4.3,,,
,,2016 - 2017,,,,,,,,,,"1,116.00","2,121.20",1.9,12,25.8,2.15,,,
,,2017 - 2018,,,,,,,7,14.5,2.07,545,"1,039.90",1.91,4,12.2,3.05,,,
,,2018 - 2019,,,,,,,2,5.1,2.55,183,369.3,2.02,3,9.1,3.03,,,
,,2019 - 2020,,,,,,,9,26.1,2.9,437,967.5,2.21,11,35.2,3.2,,,
,,2020 - 2021,,,,,,,4,9.6,2.4,187,485.2,2.59,,,,,,
,,2021 - 2022,,,,,,,352,927,2.63,"1,195.00","3,361.50",2.81,13,45.9,3.53,,,
,,2022 - 2023,,,,,,,42,127.4,3.03,"1,015.00","2,923.30",2.88,,,,,,
24. Punjab,1. Amritsar,2000 - 2001,,,,"5,000.00","11,000.00",2.2,,,,,,,,,,,,
,,2001 - 2002,,,,"5,000.00","12,000.00",2.4,,,,,,,,,,,,
,,2002 - 2003,,,,"4,000.00","7,000.00",1.75,,,,,,,,,,,,
,,2003 - 2004,,,,"4,000.00","13,000.00",3.25,,,,,,,,,,,,
,,2004 - 2005,,,,"4,000.00","13,000.00",3.25,,,,,,,,,,,,
,,2005 - 2006,,,,"3,000.00","11,000.00",3.67,,,,,,,,,,,,
,,2006 - 2007,,,,"2,000.00","9,000.00",4.5,,,,,,,,,,,,
,,2007 - 2008,,,,"2,000.00","10,000.00",5,,,,,,,,,,,,
,,2008 - 2009,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2009 - 2010,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2010 - 2011,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2011 - 2012,,,,"1,000.00","6,000.00",6,,,,,,,,,,,,
,,2013 - 2014,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2016 - 2017,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2017 - 2018,,,,"2,000.00","5,000.00",2.5,,,,,,,,,,,,
,,2018 - 2019,,,,"1,600.00","5,300.00",3.31,,,,,,,,,,,,
,,2019 - 2020,,,,"2,200.00","7,000.00",3.18,,,,,,,,,,,,
,,2020 - 2021,,,,600,"2,100.00",3.5,,,,,,,,,,,,
,,2021 - 2022,,,,700,"2,600.00",3.71,,,,,,,,,,,,
,,2022 - 2023,,,,"1,700.00","6,900.00",4.06,,,,,,,,,,,,
,2. Barnala,2019 - 2020,,,,100,300,3,,,,,,,,,,,,
,,2020 - 2021,,,,100,400,4,,,,,,,,,,,,
,3. Bathinda,2000 - 2001,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2002 - 2003,,,,"1,000.00","2,000.00",2,,,,,,,,,,,,
,,2003 - 2004,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2020 - 2021,,,,100,400,4,,,,,,,,,,,,
,,2021 - 2022,,,,100,400,4,,,,,,,,,,,,
,,2022 - 2023,,,,200,900,4.5,,,,,,,,,,,,
,4. Faridkot,2021 - 2022,,,,200,800,4,,,,,,,,,,,,
,5. Fatehgarh sahib,2000 - 2001,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2001 - 2002,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2002 - 2003,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2003 - 2004,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2004 - 2005,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2006 - 2007,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2007 - 2008,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2008 - 2009,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2009 - 2010,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2012 - 2013,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2013 - 2014,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2015 - 2016,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2018 - 2019,,,,300,"1,100.00",3.67,,,,,,,,,,,,
,,2019 - 2020,,,,300,"1,100.00",3.67,,,,,,,,,,,,
,,2020 - 2021,,,,300,"1,100.00",3.67,,,,,,,,,,,,
,,2022 - 2023,,,,200,900,4.5,,,,,,,,,,,,
,6. Fazilka,2016 - 2017,,,,"2,000.00","8,000.00",4,,,,,,,,,,,,
,,2017 - 2018,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2018 - 2019,,,,900,"2,400.00",2.67,,,,,,,,,,,,
,,2020 - 2021,,,,700,"1,500.00",2.14,,,,,,,,,,,,
,,2021 - 2022,,,,200,800,4,,,,,,,,,,,,
,,2022 - 2023,,,,300,"1,800.00",6,,,,,,,,,,,,
,7. Firozepur,2019 - 2020,,,,"1,200.00","3,400.00",2.83,,,,,,,,,,,,
,,2020 - 2021,,,,100,400,4,,,,,,,,,,,,
,,2021 - 2022,,,,600,"1,600.00",2.67,,,,,,,,,,,,
,8. Gurdaspur,2000 - 2001,,,,"13,000.00","28,000.00",2.15,,,,,,,,,,,,
,,2001 - 2002,,,,"14,000.00","29,000.00",2.07,,,,,,,,,,,,
,,2002 - 2003,,,,"12,000.00","18,000.00",1.5,,,,,,,,,,,,
,,2003 - 2004,,,,"13,000.00","31,000.00",2.38,,,,,,,,,,,,
,,2004 - 2005,,,,"15,000.00","35,000.00",2.33,,,,,,,,,,,,
,,2005 - 2006,,,,"13,000.00","30,000.00",2.31,,,,,,,,,,,,
,,2006 - 2007,,,,"13,000.00","29,000.00",2.23,,,,,,,,,,,,
,,2007 - 2008,,,,"13,000.00","28,000.00",2.15,,,,,,,,,,,,
,,2008 - 2009,,,,"13,000.00","30,000.00",2.31,,,,,,,,,,,,
,,2009 - 2010,,,,"11,000.00","25,000.00",2.27,,,,,,,,,,,,
,,2010 - 2011,,,,"11,000.00","30,000.00",2.73,,,,,,,,,,,,
,,2011 - 2012,,,,"10,000.00","25,000.00",2.5,,,,,,,,,,,,
,,2012 - 2013,,,,"2,000.00","5,000.00",2.5,,,,,,,,,,,,
,,2013 - 2014,,,,"1,000.00","2,000.00",2,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2015 - 2016,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2016 - 2017,,,,"1,000.00","2,000.00",2,,,,,,,,,,,,
,,2017 - 2018,,,,"1,000.00","2,000.00",2,,,,,,,,,,,,
,,2018 - 2019,,,,500,"1,300.00",2.6,,,,,,,,,,,,
,,2019 - 2020,,,,700,"1,900.00",2.71,,,,,,,,,,,,
,,2020 - 2021,,,,500,"1,200.00",2.4,,,,,,,,,,,,
,,2021 - 2022,,,,400,900,2.25,,,,,,,,,,,,
,,2022 - 2023,,,,400,"1,400.00",3.5,,,,,,,,,,,,
,9. Hoshiarpur,2000 - 2001,,,,"66,000.00","1,84,000.00",2.79,,,,,,,,,,,,
,,2001 - 2002,,,,"65,000.00","1,89,000.00",2.91,,,,,,,,,,,,
,,2002 - 2003,,,,"62,000.00","1,28,000.00",2.06,,,,,,,,,,,,
,,2003 - 2004,,,,"66,000.00","1,87,000.00",2.83,,,,,,,,,,,,
,,2004 - 2005,,,,"67,000.00","1,94,000.00",2.9,,,,,,,,,,,,
,,2005 - 2006,,,,"66,000.00","1,72,000.00",2.61,,,,,,,,,,,,
,,2006 - 2007,,,,"68,000.00","2,25,000.00",3.31,,,,,,,,,,,,
,,2007 - 2008,,,,"70,000.00","2,30,000.00",3.29,,,,,,,,,,,,
,,2008 - 2009,,,,"70,000.00","2,42,000.00",3.46,,,,,,,,,,,,
,,2009 - 2010,,,,"67,000.00","2,40,000.00",3.58,,,,,,,,,,,,
,,2010 - 2011,,,,"63,000.00","2,41,000.00",3.83,,,,,,,,,,,,
,,2011 - 2012,,,,"59,000.00","2,41,000.00",4.08,,,,,,,,,,,,
,,2012 - 2013,,,,"61,000.00","2,48,000.00",4.07,,,,,,,,,,,,
,,2013 - 2014,,,,"58,000.00","2,28,000.00",3.93,,,,,,,,,,,,
,,2014 - 2015,,,,"59,000.00","2,22,000.00",3.76,,,,,,,,,,,,
,,2015 - 2016,,,,"56,000.00","2,06,000.00",3.68,,,,,,,,,,,,
,,2016 - 2017,,,,"56,000.00","2,12,000.00",3.79,,,,,,,,,,,,
,,2017 - 2018,,,,"56,000.00","1,97,000.00",3.52,,,,,,,,,,,,
,,2018 - 2019,,,,"54,900.00","2,01,400.00",3.67,,,,,,,,,,,,
,,2019 - 2020,,,,"54,900.00","1,97,600.00",3.6,,,,,,,,,,,,
,,2020 - 2021,,,,"52,000.00","1,68,400.00",3.24,,,,,,,,,,,,
,,2021 - 2022,,,,"52,700.00","2,14,800.00",4.08,,,,,,,,,,,,
,,2022 - 2023,,,,"45,400.00","2,23,100.00",4.91,,,,,,,,,,,,
,10. Jalandhar,2000 - 2001,,,,"16,000.00","52,000.00",3.25,,,,,,,,,,,,
,,2001 - 2002,,,,"16,000.00","49,000.00",3.06,,,,,,,,,,,,
,,2002 - 2003,,,,"13,000.00","36,000.00",2.77,,,,,,,,,,,,
,,2003 - 2004,,,,"14,000.00","48,000.00",3.43,,,,,,,,,,,,
,,2004 - 2005,,,,"13,000.00","38,000.00",2.92,,,,,,,,,,,,
,,2005 - 2006,,,,"12,000.00","40,000.00",3.33,,,,,,,,,,,,
,,2006 - 2007,,,,"12,000.00","38,000.00",3.17,,,,,,,,,,,,
,,2007 - 2008,,,,"13,000.00","49,000.00",3.77,,,,,,,,,,,,
,,2008 - 2009,,,,"12,000.00","41,000.00",3.42,,,,,,,,,,,,
,,2009 - 2010,,,,"10,000.00","35,000.00",3.5,,,,,,,,,,,,
,,2010 - 2011,,,,"9,000.00","35,000.00",3.89,,,,,,,,,,,,
,,2011 - 2012,,,,"8,000.00","37,000.00",4.63,,,,,,,,,,,,
,,2012 - 2013,,,,"8,000.00","27,000.00",3.38,,,,,,,,,,,,
,,2013 - 2014,,,,"8,000.00","26,000.00",3.25,,,,,,,,,,,,
,,2014 - 2015,,,,"8,000.00","29,000.00",3.63,,,,,,,,,,,,
,,2015 - 2016,,,,"7,000.00","29,000.00",4.14,,,,,,,,,,,,
,,2016 - 2017,,,,"7,000.00","39,000.00",5.57,,,,,,,,,,,,
,,2017 - 2018,,,,"6,000.00","28,000.00",4.67,,,,,,,,,,,,
,,2018 - 2019,,,,"5,100.00","22,600.00",4.43,,,,,,,,,,,,
,,2019 - 2020,,,,"6,000.00","25,500.00",4.25,,,,,,,,,,,,
,,2020 - 2021,,,,"4,700.00","22,800.00",4.85,,,,,,,,,,,,
,,2021 - 2022,,,,"4,400.00","16,100.00",3.66,,,,,,,,,,,,
,,2022 - 2023,,,,"4,300.00","17,300.00",4.02,,,,,,,,,,,,
,11. Kapurthala,2000 - 2001,,,,"4,000.00","12,000.00",3,,,,,,,,,,,,
,,2001 - 2002,,,,"4,000.00","14,000.00",3.5,,,,,,,,,,,,
,,2002 - 2003,,,,"3,000.00","8,000.00",2.67,,,,,,,,,,,,
,,2003 - 2004,,,,"3,000.00","11,000.00",3.67,,,,,,,,,,,,
,,2004 - 2005,,,,"4,000.00","12,000.00",3,,,,,,,,,,,,
,,2005 - 2006,,,,"3,000.00","9,000.00",3,,,,,,,,,,,,
,,2006 - 2007,,,,"3,000.00","11,000.00",3.67,,,,,,,,,,,,
,,2007 - 2008,,,,"3,000.00","13,000.00",4.33,,,,,,,,,,,,
,,2008 - 2009,,,,"3,000.00","11,000.00",3.67,,,,,,,,,,,,
,,2009 - 2010,,,,"3,000.00","14,000.00",4.67,,,,,,,,,,,,
,,2010 - 2011,,,,"2,000.00","11,000.00",5.5,,,,,,,,,,,,
,,2011 - 2012,,,,"3,000.00","18,000.00",6,,,,,,,,,,,,
,,2012 - 2013,,,,"2,000.00","9,000.00",4.5,,,,,,,,,,,,
,,2013 - 2014,,,,"3,000.00","20,000.00",6.67,,,,,,,,,,,,
,,2014 - 2015,,,,"3,000.00","11,000.00",3.67,,,,,,,,,,,,
,,2015 - 2016,,,,"2,000.00","5,000.00",2.5,,,,,,,,,,,,
,,2016 - 2017,,,,"2,000.00","5,000.00",2.5,,,,,,,,,,,,
,,2017 - 2018,,,,"2,000.00","11,000.00",5.5,,,,,,,,,,,,
,,2018 - 2019,,,,"1,300.00","6,800.00",5.23,,,,,,,,,,,,
,,2019 - 2020,,,,"1,000.00","5,700.00",5.7,,,,,,,,,,,,
,,2020 - 2021,,,,"1,500.00","9,100.00",6.07,,,,,,,,,,,,
,,2021 - 2022,,,,800,"4,100.00",5.13,,,,,,,,,,,,
,,2022 - 2023,,,,"1,000.00","2,700.00",2.7,,,,,,,,,,,,
,12. Ludhiana,2000 - 2001,,,,"4,000.00","17,000.00",4.25,,,,,,,,,,,,
,,2001 - 2002,,,,"5,000.00","17,000.00",3.4,,,,,,,,,,,,
,,2002 - 2003,,,,"4,000.00","13,000.00",3.25,,,,,,,,,,,,
,,2003 - 2004,,,,"3,000.00","10,000.00",3.33,,,,,,,,,,,,
,,2004 - 2005,,,,"2,000.00","6,000.00",3,,,,,,,,,,,,
,,2005 - 2006,,,,"2,000.00","7,000.00",3.5,,,,,,,,,,,,
,,2006 - 2007,,,,"2,000.00","9,000.00",4.5,,,,,,,,,,,,
,,2007 - 2008,,,,"2,000.00","7,000.00",3.5,,,,,,,,,,,,
,,2008 - 2009,,,,"2,000.00","7,000.00",3.5,,,,,,,,,,,,
,,2009 - 2010,,,,"2,000.00","9,000.00",4.5,,,,,,,,,,,,
,,2010 - 2011,,,,"2,000.00","7,000.00",3.5,,,,,,,,,,,,
,,2011 - 2012,,,,"2,000.00","6,000.00",3,,,,,,,,,,,,
,,2012 - 2013,,,,"3,000.00","8,000.00",2.67,,,,,,,,,,,,
,,2013 - 2014,,,,"2,000.00","14,000.00",7,,,,,,,,,,,,
,,2014 - 2015,,,,"3,000.00","21,000.00",7,,,,,,,,,,,,
,,2015 - 2016,,,,"3,000.00","17,000.00",5.67,,,,,,,,,,,,
,,2016 - 2017,,,,"1,000.00","3,000.00",3,,,,,,,,,,,,
,,2017 - 2018,,,,"1,000.00","4,000.00",4,,,,,,,,,,,,
,,2018 - 2019,,,,"1,300.00","5,100.00",3.92,,,,,,,,,,,,
