State,District,Year,Small millets,,,,,,,,,,,,,,
,,,Kharif,,,Rabi,,,Whole Year,,,Summer,,,Autumn,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2005 - 2006,100,14,0.14,,,,,,,,,,,,
,,2006 - 2007,163,34,0.21,13,,0,,,,,,,,,
,,2007 - 2008,,,,,,,178,47,0.26,,,,,,
,,2008 - 2009,,,,,,,469,118,0.25,,,,,,
,,2012 - 2013,9,2,0.22,,,,,,,,,,,,
,,2013 - 2014,12,2,0.17,,,,,,,,,,,,
,,2014 - 2015,"4,000.00","2,000.00",0.5,,,,,,,,,,,,
,27. Mandla,2000 - 2001,"47,563.00","4,284.00",0.09,,,,,,,,,,,,
,,2001 - 2002,"47,422.00","10,167.00",0.21,,,,,,,,,,,,
,,2002 - 2003,"45,861.00","9,216.00",0.2,,,,,,,,,,,,
,,2003 - 2004,"44,409.00","11,155.00",0.25,,,,,,,,,,,,
,,2004 - 2005,"43,196.00","9,574.00",0.22,,,,,,,,,,,,
,,2005 - 2006,"2,577.00",215,0.08,,,,,,,,,,,,
,,2006 - 2007,"40,860.00","8,887.00",0.22,46,,0,,,,,,,,,
,,2007 - 2008,,,,,,,167,37,0.22,,,,,,
,,2008 - 2009,,,,,,,"39,249.00","9,448.00",0.24,,,,,,
,,2009 - 2010,"36,052.00","7,116.00",0.2,29,7,0.24,,,,,,,,,
,,2010 - 2011,"36,809.00","11,160.00",0.3,,,,,,,,,,,,
,,2011 - 2012,"32,545.00","8,092.00",0.25,,,,,,,,,,,,
,,2012 - 2013,"26,033.00","4,574.00",0.18,,,,,,,,,,,,
,,2013 - 2014,"28,246.00","22,105.00",0.78,,,,,,,,,,,,
,,2014 - 2015,"11,000.00","3,000.00",0.27,,,,,,,,,,,,
,,2015 - 2016,"16,000.00","13,000.00",0.81,,,,,,,,,,,,
,,2016 - 2017,"18,000.00","18,000.00",1,,,,,,,,,,,,
,,2017 - 2018,"25,290.00","23,340.00",0.92,,,,,,,,,,,,
,,2018 - 2019,"14,711.00","15,299.00",1.04,,,,,,,,,,,,
,,2019 - 2020,"15,440.00","16,337.00",1.06,,,,,,,,,,,,
,,2021 - 2022,"29,918.00","31,863.00",1.07,,,,,,,,,,,,
,,2022 - 2023,"28,700.00","33,579.00",1.17,,,,,,,,,,,,
,28. Mandsaur,2018 - 2019,1,1,1,,,,,,,,,,,,
,29. Morena,2018 - 2019,12,6,0.5,,,,,,,,,,,,
,30. Narsinghpur,2000 - 2001,"4,150.00",687,0.17,,,,,,,,,,,,
,,2001 - 2002,"4,063.00","1,376.00",0.34,,,,,,,,,,,,
,,2002 - 2003,"3,906.00","1,196.00",0.31,,,,,,,,,,,,
,,2003 - 2004,"3,630.00","1,358.00",0.37,,,,,,,,,,,,
,,2004 - 2005,"2,849.00",963,0.34,,,,,,,,,,,,
,,2005 - 2006,248,167,0.67,,,,,,,,,,,,
,,2006 - 2007,"2,248.00",692,0.31,,,,,,,,,,,,
,,2008 - 2009,,,,,,,"1,731.00",529,0.31,,,,,,
,,2009 - 2010,"1,784.00",580,0.33,1,,0,,,,,,,,,
,,2010 - 2011,"1,183.00",516,0.44,,,,,,,,,,,,
,,2011 - 2012,"1,025.00",394,0.38,,,,,,,,,,,,
,,2012 - 2013,"1,035.00",316,0.31,,,,,,,,,,,,
,,2013 - 2014,445,149,0.33,,,,,,,,,,,,
,,2017 - 2018,40,40,1,,,,,,,,,,,,
,,2018 - 2019,145,41,0.28,,,,,,,,,,,,
,,2019 - 2020,139,57,0.41,,,,,,,,,,,,
,,2021 - 2022,100,45,0.45,,,,,,,,,,,,
,,2022 - 2023,173,102,0.59,,,,,,,,,,,,
,31. Neemuch,2011 - 2012,668,435,0.65,,,,,,,,,,,,
,,2012 - 2013,1,,0,,,,,,,,,,,,
,32. Panna,2000 - 2001,"4,590.00",595,0.13,,,,,,,,,,,,
,,2001 - 2002,"3,536.00",766,0.22,,,,,,,,,,,,
,,2002 - 2003,"2,911.00",408,0.14,,,,,,,,,,,,
,,2003 - 2004,"2,596.00",479,0.18,,,,,,,,,,,,
,,2004 - 2005,"3,046.00",554,0.18,,,,,,,,,,,,
,,2005 - 2006,73,45,0.62,,,,,,,,,,,,
,,2006 - 2007,"1,525.00",238,0.16,11,,0,,,,,,,,,
,,2008 - 2009,,,,,,,"1,389.00",370,0.27,,,,,,
,,2009 - 2010,"1,042.00",281,0.27,8,3,0.38,,,,,,,,,
,,2010 - 2011,"1,191.00",402,0.34,,,,,,,,,,,,
,,2011 - 2012,"1,372.00",459,0.33,,,,,,,,,,,,
,,2012 - 2013,720,242,0.34,,,,,,,,,,,,
,,2013 - 2014,667,225,0.34,,,,,,,,,,,,
,,2014 - 2015,"4,000.00","3,000.00",0.75,,,,,,,,,,,,
,,2018 - 2019,8,4,0.5,,,,,,,,,,,,
,,2019 - 2020,24,12,0.5,,,,,,,,,,,,
,,2021 - 2022,13,6,0.46,,,,,,,,,,,,
,,2022 - 2023,250,131,0.52,,,,,,,,,,,,
,33. Raisen,2000 - 2001,839,281,0.33,,,,,,,,,,,,
,,2001 - 2002,910,342,0.38,,,,,,,,,,,,
,,2002 - 2003,883,345,0.39,,,,,,,,,,,,
,,2003 - 2004,"1,040.00",472,0.45,,,,,,,,,,,,
,,2004 - 2005,994,410,0.41,,,,,,,,,,,,
,,2005 - 2006,104,68,0.65,,,,,,,,,,,,
,,2006 - 2007,815,395,0.48,91,,0,,,,,,,,,
,,2008 - 2009,,,,,,,614,288,0.47,,,,,,
,,2009 - 2010,568,248,0.44,34,18,0.53,,,,,,,,,
,,2010 - 2011,229,116,0.51,,,,,,,,,,,,
,,2011 - 2012,129,74,0.57,,,,,,,,,,,,
,,2012 - 2013,60,56,0.93,,,,,,,,,,,,
,,2013 - 2014,131,128,0.98,,,,,,,,,,,,
,,2014 - 2015,"1,000.00",0,0,,,,,,,,,,,,
,,2015 - 2016,"1,000.00",532,0.53,,,,,,,,,,,,
,,2016 - 2017,"1,000.00",820,0.82,,,,,,,,,,,,
,,2018 - 2019,2,2,1,,,,,,,,,,,,
,,2019 - 2020,10,12,1.2,,,,,,,,,,,,
,,2021 - 2022,4,3,0.75,,,,,,,,,,,,
,34. Rajgarh,2001 - 2002,1,0,0,,,,,,,,,,,,
,,2008 - 2009,,,,,,,1,,0,,,,,,
,,2018 - 2019,17,7,0.41,,,,,,,,,,,,
,,2022 - 2023,"3,910.00","3,089.00",0.79,,,,,,,,,,,,
,35. Ratlam,2000 - 2001,641,189,0.29,,,,,,,,,,,,
,,2001 - 2002,686,181,0.26,,,,,,,,,,,,
,,2002 - 2003,806,257,0.32,,,,,,,,,,,,
,,2003 - 2004,769,340,0.44,,,,,,,,,,,,
,,2004 - 2005,571,173,0.3,,,,,,,,,,,,
,,2005 - 2006,368,107,0.29,,,,,,,,,,,,
,,2006 - 2007,563,232,0.41,,,,,,,,,,,,
,,2008 - 2009,,,,,,,383,171,0.45,,,,,,
,,2009 - 2010,540,218,0.4,,,,,,,,,,,,
,,2010 - 2011,444,261,0.59,,,,,,,,,,,,
,,2011 - 2012,23,,0,,,,,,,,,,,,
,,2012 - 2013,45,17,0.38,,,,,,,,,,,,
,,2013 - 2014,54,25,0.46,,,,,,,,,,,,
,,2018 - 2019,1,1,1,,,,,,,,,,,,
,,2021 - 2022,260,190,0.73,,,,,,,,,,,,
,36. Rewa,2000 - 2001,"16,079.00","4,435.00",0.28,,,,,,,,,,,,
,,2001 - 2002,"12,339.00","4,038.00",0.33,,,,,,,,,,,,
,,2002 - 2003,"9,010.00","2,518.00",0.28,,,,,,,,,,,,
,,2003 - 2004,"6,940.00","2,156.00",0.31,,,,,,,,,,,,
,,2004 - 2005,"6,619.00","2,267.00",0.34,,,,,,,,,,,,
,,2005 - 2006,19,5,0.26,,,,,,,,,,,,
,,2006 - 2007,"4,601.00","1,581.00",0.34,,,,,,,,,,,,
,,2008 - 2009,,,,,,,"3,257.00","1,289.00",0.4,,,,,,
,,2009 - 2010,"2,811.00",971,0.35,,,,,,,,,,,,
,,2010 - 2011,"1,774.00",916,0.52,,,,,,,,,,,,
,,2011 - 2012,"1,882.00",705,0.37,,,,,,,,,,,,
,,2012 - 2013,"1,342.00",351,0.26,,,,,,,,,,,,
,,2013 - 2014,"1,033.00",471,0.46,,,,,,,,,,,,
,,2014 - 2015,"6,000.00","3,000.00",0.5,,,,,,,,,,,,
,,2015 - 2016,"2,000.00","1,000.00",0.5,,,,,,,,,,,,
,,2016 - 2017,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2017 - 2018,900,940,1.04,,,,,,,,,,,,
,,2018 - 2019,182,98,0.54,,,,,,,,,,,,
,,2019 - 2020,256,170,0.66,,,,,,,,,,,,
,,2021 - 2022,194,129,0.66,,,,,,,,,,,,
,,2022 - 2023,656,543,0.83,,,,,,,,,,,,
,37. Sagar,2000 - 2001,"2,220.00",480,0.22,,,,,,,,,,,,
,,2001 - 2002,"2,231.00",515,0.23,,,,,,,,,,,,
,,2002 - 2003,979,206,0.21,,,,,,,,,,,,
,,2003 - 2004,"1,975.00",576,0.29,,,,,,,,,,,,
,,2004 - 2005,"1,968.00",524,0.27,,,,,,,,,,,,
,,2005 - 2006,118,200,1.69,,,,,,,,,,,,
,,2006 - 2007,"1,247.00",440,0.35,471,,0,,,,,,,,,
,,2007 - 2008,,,,,,,63,9,0.14,,,,,,
,,2008 - 2009,,,,,,,"1,069.00",295,0.28,,,,,,
,,2009 - 2010,602,201,0.33,254,79,0.31,,,,,,,,,
,,2010 - 2011,832,281,0.34,,,,,,,,,,,,
,,2011 - 2012,792,515,0.65,,,,,,,,,,,,
,,2012 - 2013,526,375,0.71,,,,,,,,,,,,
,,2013 - 2014,404,96,0.24,,,,,,,,,,,,
,,2014 - 2015,"5,000.00","3,000.00",0.6,,,,,,,,,,,,
,,2017 - 2018,110,120,1.09,,,,,,,,,,,,
,,2018 - 2019,53,14,0.26,,,,,,,,,,,,
,,2021 - 2022,2,1,0.5,,,,,,,,,,,,
,,2022 - 2023,110,55,0.5,,,,,,,,,,,,
,38. Satna,2000 - 2001,"8,688.00","1,567.00",0.18,,,,,,,,,,,,
,,2001 - 2002,"7,633.00","2,419.00",0.32,,,,,,,,,,,,
,,2002 - 2003,"6,902.00","1,502.00",0.22,,,,,,,,,,,,
,,2003 - 2004,"6,368.00","2,032.00",0.32,,,,,,,,,,,,
,,2004 - 2005,"5,749.00","1,525.00",0.27,,,,,,,,,,,,
,,2005 - 2006,89,32,0.36,,,,,,,,,,,,
,,2006 - 2007,"3,524.00",718,0.2,,,,,,,,,,,,
,,2008 - 2009,,,,,,,"2,818.00",767,0.27,,,,,,
,,2009 - 2010,"2,819.00",725,0.26,,,,,,,,,,,,
,,2010 - 2011,"2,244.00",824,0.37,,,,,,,,,,,,
,,2011 - 2012,"1,614.00",451,0.28,,,,,,,,,,,,
,,2012 - 2013,"1,362.00",393,0.29,,,,,,,,,,,,
,,2013 - 2014,"1,062.00",279,0.26,,,,,,,,,,,,
,,2014 - 2015,"3,000.00","2,000.00",0.67,,,,,,,,,,,,
,,2015 - 2016,"1,000.00",266,0.27,,,,,,,,,,,,
,,2016 - 2017,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2018 - 2019,104,36,0.35,,,,,,,,,,,,
,,2019 - 2020,61,14,0.23,,,,,,,,,,,,
,,2021 - 2022,125,39,0.31,,,,,,,,,,,,
,,2022 - 2023,"1,600.00","2,512.00",1.57,,,,,,,,,,,,
,39. Sehore,2000 - 2001,11,4,0.36,,,,,,,,,,,,
,,2001 - 2002,6,2,0.33,,,,,,,,,,,,
,,2005 - 2006,7,3,0.43,,,,,,,,,,,,
,40. Seoni,2000 - 2001,"35,224.00","2,573.00",0.07,,,,,,,,,,,,
,,2001 - 2002,"34,775.00","6,773.00",0.19,,,,,,,,,,,,
,,2002 - 2003,"34,188.00","4,988.00",0.15,,,,,,,,,,,,
,,2003 - 2004,"32,511.00","10,078.00",0.31,,,,,,,,,,,,
,,2004 - 2005,"30,118.00","6,788.00",0.23,,,,,,,,,,,,
,,2005 - 2006,"4,764.00","2,501.00",0.52,,,,,,,,,,,,
,,2006 - 2007,"24,810.00","6,024.00",0.24,49,,0,,,,,,,,,
,,2008 - 2009,,,,,,,"20,574.00","5,079.00",0.25,,,,,,
,,2009 - 2010,"18,856.00","4,550.00",0.24,47,14,0.3,,,,,,,,,
,,2010 - 2011,"17,159.00","4,856.00",0.28,,,,,,,,,,,,
,,2011 - 2012,"13,889.00","3,469.00",0.25,,,,,,,,,,,,
,,2012 - 2013,"12,584.00","4,543.00",0.36,,,,,,,,,,,,
,,2013 - 2014,"10,315.00","2,788.00",0.27,,,,,,,,,,,,
,,2014 - 2015,"6,000.00","3,000.00",0.5,,,,,,,,,,,,
,,2015 - 2016,"7,000.00","2,000.00",0.29,,,,,,,,,,,,
,,2016 - 2017,"7,000.00","7,000.00",1,,,,,,,,,,,,
,,2017 - 2018,"5,330.00","4,770.00",0.89,,,,,,,,,,,,
,,2018 - 2019,"5,102.00","1,582.00",0.31,,,,,,,,,,,,
,,2019 - 2020,"3,137.00","1,270.00",0.4,,,,,,,,,,,,
,,2021 - 2022,"3,370.00","1,429.00",0.42,,,,,,,,,,,,
,,2022 - 2023,"4,500.00","3,960.00",0.88,,,,,,,,,,,,
,41. Shahdol,2000 - 2001,"48,267.00","9,772.00",0.2,,,,,,,,,,,,
,,2001 - 2002,"46,097.00","12,457.00",0.27,,,,,,,,,,,,
,,2002 - 2003,"44,374.00","11,877.00",0.27,,,,,,,,,,,,
,,2003 - 2004,"23,792.00","8,873.00",0.37,,,,,,,,,,,,
,,2004 - 2005,"23,589.00","6,977.00",0.3,,,,,,,,,,,,
,,2005 - 2006,21,5,0.24,,,,,,,,,,,,
,,2006 - 2007,"20,021.00","6,235.00",0.31,,,,,,,,,,,,
,,2008 - 2009,,,,,,,"17,966.00","6,425.00",0.36,,,,,,
,,2009 - 2010,"16,356.00","5,052.00",0.31,,,,,,,,,,,,
,,2010 - 2011,"14,577.00","6,144.00",0.42,,,,,,,,,,,,
,,2011 - 2012,"14,314.00","5,902.00",0.41,,,,,,,,,,,,
,,2012 - 2013,"14,569.00","6,637.00",0.46,,,,,,,,,,,,
,,2013 - 2014,"13,875.00","10,636.00",0.77,,,,,,,,,,,,
,,2014 - 2015,"8,000.00","3,000.00",0.38,,,,,,,,,,,,
,,2015 - 2016,"7,000.00","5,000.00",0.71,,,,,,,,,,,,
,,2016 - 2017,"7,000.00","6,000.00",0.86,,,,,,,,,,,,
,,2017 - 2018,"8,900.00","9,110.00",1.02,,,,,,,,,,,,
,,2018 - 2019,"5,433.00","2,956.00",0.54,,,,,,,,,,,,
,,2019 - 2020,"4,397.00","3,346.00",0.76,,,,,,,,,,,,
,,2021 - 2022,"4,565.00","3,972.00",0.87,,,,,,,,,,,,
,,2022 - 2023,"8,100.00","3,985.00",0.49,,,,,,,,,,,,
,42. Shajapur,2001 - 2002,1,0,0,,,,,,,,,,,,
,,2002 - 2003,9,2,0.22,,,,,,,,,,,,
,,2003 - 2004,1,0,0,,,,,,,,,,,,
,,2004 - 2005,1,,0,,,,,,,,,,,,
,,2018 - 2019,1,1,1,,,,,,,,,,,,
,43. Sheopur,2004 - 2005,34,12,0.35,,,,,,,,,,,,
,,2018 - 2019,1,,0,,,,,,,,,,,,
,,2019 - 2020,1,,0,,,,,,,,,,,,
,44. Shivpuri,2000 - 2001,716,166,0.23,,,,,,,,,,,,
,,2001 - 2002,404,115,0.28,,,,,,,,,,,,
,,2002 - 2003,354,52,0.15,,,,,,,,,,,,
,,2003 - 2004,389,120,0.31,,,,,,,,,,,,
,,2004 - 2005,254,55,0.22,,,,,,,,,,,,
,,2005 - 2006,109,10,0.09,,,,,,,,,,,,
,,2006 - 2007,139,30,0.22,1,,0,,,,,,,,,
,,2007 - 2008,,,,,,,24,4,0.17,,,,,,
,,2008 - 2009,,,,,,,147,39,0.27,,,,,,
,,2009 - 2010,118,36,0.31,1,,0,,,,,,,,,
,,2010 - 2011,94,29,0.31,,,,,,,,,,,,
,,2011 - 2012,63,19,0.3,,,,,,,,,,,,
,,2012 - 2013,118,24,0.2,,,,,,,,,,,,
,,2013 - 2014,55,14,0.25,,,,,,,,,,,,
,45. Sidhi,2000 - 2001,"73,926.00","19,356.00",0.26,,,,,,,,,,,,
,,2001 - 2002,"69,049.00","19,613.00",0.28,,,,,,,,,,,,
,,2002 - 2003,"58,643.00","14,793.00",0.25,,,,,,,,,,,,
,,2003 - 2004,"64,899.00","24,140.00",0.37,,,,,,,,,,,,
,,2004 - 2005,"57,297.00","18,029.00",0.31,,,,,,,,,,,,
,,2005 - 2006,"11,940.00","5,035.00",0.42,,,,,,,,,,,,
,,2006 - 2007,"53,574.00","17,875.00",0.33,,,,,,,,,,,,
,,2008 - 2009,,,,,,,"16,491.00","5,361.00",0.33,,,,,,
,,2009 - 2010,"15,393.00","4,988.00",0.32,,,,,,,,,,,,
,,2010 - 2011,"13,704.00","5,210.00",0.38,,,,,,,,,,,,
,,2011 - 2012,"14,128.00","4,548.00",0.32,,,,,,,,,,,,
,,2012 - 2013,"12,044.00","5,022.00",0.42,,,,,,,,,,,,
,,2013 - 2014,"11,250.00","6,785.00",0.6,,,,,,,,,,,,
,,2014 - 2015,"7,000.00","4,000.00",0.57,,,,,,,,,,,,
,,2015 - 2016,"6,000.00","5,000.00",0.83,,,,,,,,,,,,
,,2016 - 2017,"6,000.00","5,000.00",0.83,,,,,,,,,,,,
,,2017 - 2018,"8,760.00","9,090.00",1.04,,,,,,,,,,,,
,,2018 - 2019,892,572,0.64,,,,,,,,,,,,
,,2019 - 2020,"2,168.00","1,704.00",0.79,,,,,,,,,,,,
,,2021 - 2022,"1,559.00","1,249.00",0.8,,,,,,,,,,,,
,,2022 - 2023,"5,050.00","4,399.00",0.87,,,,,,,,,,,,
,46. Singrauli,2008 - 2009,,,,,,,"32,890.00","11,950.00",0.36,,,,,,
,,2009 - 2010,"32,163.00","11,359.00",0.35,,,,,,,,,,,,
,,2010 - 2011,"30,291.00","12,047.00",0.4,,,,,,,,,,,,
,,2011 - 2012,"29,357.00","9,578.00",0.33,,,,,,,,,,,,
,,2012 - 2013,"28,110.00","6,772.00",0.24,,,,,,,,,,,,
,,2013 - 2014,"27,117.00","25,887.00",0.95,,,,,,,,,,,,
,,2014 - 2015,"6,000.00","3,000.00",0.5,,,,,,,,,,,,
,,2015 - 2016,"15,000.00","10,000.00",0.67,,,,,,,,,,,,
,,2016 - 2017,"14,000.00","12,000.00",0.86,,,,,,,,,,,,
,,2017 - 2018,"17,000.00","16,560.00",0.97,,,,,,,,,,,,
,,2018 - 2019,"2,280.00","2,100.00",0.92,,,,,,,,,,,,
,,2019 - 2020,"4,146.00","4,988.00",1.2,,,,,,,,,,,,
,,2021 - 2022,"2,484.00","1,739.00",0.7,,,,,,,,,,,,
,,2022 - 2023,"15,330.00","14,993.00",0.98,,,,,,,,,,,,
,47. Tikamgarh,2000 - 2001,"4,845.00","1,429.00",0.29,,,,,,,,,,,,
,,2001 - 2002,"4,294.00","1,381.00",0.32,,,,,,,,,,,,
,,2002 - 2003,"3,982.00",696,0.17,,,,,,,,,,,,
,,2003 - 2004,"3,836.00","1,325.00",0.35,,,,,,,,,,,,
,,2004 - 2005,"3,177.00",731,0.23,,,,,,,,,,,,
,,2005 - 2006,"1,443.00",462,0.32,,,,,,,,,,,,
,,2006 - 2007,"1,800.00",379,0.21,,,,,,,,,,,,
,,2007 - 2008,,,,,,,74,12,0.16,,,,,,
,,2008 - 2009,,,,,,,"1,489.00",453,0.3,,,,,,
,,2009 - 2010,955,279,0.29,,,,,,,,,,,,
,,2010 - 2011,838,258,0.31,,,,,,,,,,,,
,,2011 - 2012,626,115,0.18,,,,,,,,,,,,
,,2012 - 2013,290,53,0.18,,,,,,,,,,,,
,,2013 - 2014,164,51,0.31,,,,,,,,,,,,
,,2017 - 2018,20,10,0.5,,,,,,,,,,,,
,48. Ujjain,2001 - 2002,1,0,0,,,,,,,,,,,,
,49. Umaria,2000 - 2001,"22,260.00","2,660.00",0.12,,,,,,,,,,,,
,,2001 - 2002,"21,799.00","5,887.00",0.27,,,,,,,,,,,,
,,2002 - 2003,"2,09,146.00","4,168.00",0.02,,,,,,,,,,,,
,,2003 - 2004,"19,959.00","7,569.00",0.38,,,,,,,,,,,,
,,2004 - 2005,"19,517.00","6,861.00",0.35,,,,,,,,,,,,
,,2005 - 2006,8,2,0.25,,,,,,,,,,,,
,,2006 - 2007,"17,908.00","4,690.00",0.26,,,,,,,,,,,,
,,2008 - 2009,,,,,,,"15,191.00","3,991.00",0.26,,,,,,
,,2009 - 2010,"14,232.00","4,480.00",0.31,,,,,,,,,,,,
,,2010 - 2011,"13,722.00","5,784.00",0.42,,,,,,,,,,,,
,,2011 - 2012,"13,973.00","5,107.00",0.37,,,,,,,,,,,,
,,2012 - 2013,"12,389.00","5,830.00",0.47,,,,,,,,,,,,
,,2013 - 2014,"10,073.00","8,431.00",0.84,,,,,,,,,,,,
,,2014 - 2015,"7,000.00","4,000.00",0.57,,,,,,,,,,,,
,,2015 - 2016,"9,000.00","6,000.00",0.67,,,,,,,,,,,,
,,2016 - 2017,"9,000.00","9,000.00",1,,,,,,,,,,,,
,,2017 - 2018,"7,720.00","9,180.00",1.19,,,,,,,,,,,,
,,2018 - 2019,"9,177.00","6,369.00",0.69,,,,,,,,,,,,
,,2019 - 2020,"4,455.00","4,856.00",1.09,,,,,,,,,,,,
,,2021 - 2022,"5,240.00","4,789.00",0.91,,,,,,,,,,,,
,,2022 - 2023,"6,780.00","5,878.00",0.87,,,,,,,,,,,,
,50. Vidisha,2000 - 2001,376,113,0.3,,,,,,,,,,,,
,,2001 - 2002,366,120,0.33,,,,,,,,,,,,
,,2002 - 2003,444,125,0.28,,,,,,,,,,,,
,,2003 - 2004,397,128,0.32,,,,,,,,,,,,
,,2004 - 2005,342,111,0.32,,,,,,,,,,,,
,,2005 - 2006,175,111,0.63,,,,,,,,,,,,
,,2006 - 2007,276,164,0.59,182,,0,,,,,,,,,
,,2008 - 2009,,,,,,,287,88,0.31,,,,,,
,,2009 - 2010,200,71,0.36,116,32,0.28,,,,,,,,,
,,2010 - 2011,289,89,0.31,,,,,,,,,,,,
,,2011 - 2012,112,77,0.69,,,,,,,,,,,,
,,2012 - 2013,147,75,0.51,,,,,,,,,,,,
,,2013 - 2014,81,28,0.35,,,,,,,,,,,,
,,2015 - 2016,"1,000.00",395,0.4,,,,,,,,,,,,
,,2016 - 2017,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2022 - 2023,500,531,1.06,,,,,,,,,,,,
14. Maharashtra,1. Ahilyanagar,2000 - 2001,"2,700.00","1,500.00",0.56,,,,,,,,,,,,
,,2001 - 2002,"1,400.00",900,0.64,"6,000.00","2,900.00",0.48,,,,,,,,,
,,2002 - 2003,"3,400.00","1,300.00",0.38,"1,700.00",400,0.24,,,,,,,,,
,,2003 - 2004,"1,300.00",400,0.31,900,100,0.11,,,,,,,,,
,,2004 - 2005,"2,900.00","1,000.00",0.34,900,200,0.22,,,,,,,,,
,,2005 - 2006,"1,000.00",400,0.4,600,300,0.5,,,,,,,,,
,,2006 - 2007,"5,600.00","2,000.00",0.36,400,100,0.25,,,,,,,,,
,,2007 - 2008,"2,200.00","1,100.00",0.5,400,100,0.25,,,,,,,,,
,,2008 - 2009,"2,200.00",700,0.32,400,100,0.25,,,,,,,,,
,,2009 - 2010,"1,200.00",200,0.17,"1,000.00",400,0.4,,,,,,,,,
,,2010 - 2011,"1,100.00",200,0.18,"6,87,100.00","5,93,200.00",0.86,,,,,,,,,
,,2011 - 2012,"1,900.00",300,0.16,100,40,0.4,,,,,,,,,
,,2012 - 2013,"1,100.00",100,0.09,900,100,0.11,,,,,,,,,
,,2013 - 2014,"2,600.00",600,0.23,200,100,0.5,,,,,,,,,
,,2014 - 2015,900,300,0.33,,,,,,,,,,,,
,,2015 - 2016,"2,800.00",500,0.18,700,100,0.14,,,,10,10,1,,,
,2. Akola,2000 - 2001,"1,300.00",800,0.62,,,,,,,,,,,,
,,2001 - 2002,700,400,0.57,,,,,,,,,,,,
,,2004 - 2005,200,100,0.5,,,,,,,,,,,,
,,2005 - 2006,300,200,0.67,,,,,,,,,,,,
,,2006 - 2007,300,100,0.33,,,,,,,,,,,,
,,2007 - 2008,300,100,0.33,,,,,,,,,,,,
,,2008 - 2009,100,,0,,,,,,,,,,,,
,,2009 - 2010,100,100,1,,,,,,,,,,,,
,,2010 - 2011,100,100,1,"38,300.00","90,800.00",2.37,,,,,,,,,
,,2012 - 2013,100,100,1,,,,,,,,,,,,
,,2014 - 2015,800,400,0.5,,,,,,,,,,,,
,3. Amravati,2000 - 2001,"4,400.00","2,700.00",0.61,,,,,,,,,,,,
,,2001 - 2002,"3,000.00","1,900.00",0.63,,,,,,,,,,,,
,,2002 - 2003,"1,300.00",600,0.46,,,,,,,,,,,,
,,2003 - 2004,"1,100.00",700,0.64,,,,,,,,,,,,
,,2004 - 2005,"1,000.00",300,0.3,800,400,0.5,,,,,,,,,
,,2005 - 2006,400,200,0.5,800,900,1.13,,,,,,,,,
,,2007 - 2008,200,100,0.5,,,,,,,,,,,,
,,2008 - 2009,"6,200.00","2,800.00",0.45,,,,,,,,,,,,
,,2009 - 2010,500,200,0.4,,,,,,,,,,,,
,,2010 - 2011,500,200,0.4,"55,900.00","1,06,500.00",1.91,,,,,,,,,
,,2011 - 2012,600,300,0.5,,,,,,,,,,,,
,,2012 - 2013,200,100,0.5,200,100,0.5,,,,,,,,,
,,2013 - 2014,"1,400.00",700,0.5,,,,,,,,,,,,
,,2014 - 2015,200,100,0.5,100,,0,,,,,,,,,
,4. Beed,2000 - 2001,500,300,0.6,,,,,,,,,,,,
,,2001 - 2002,300,200,0.67,,,,,,,,,,,,
,,2002 - 2003,"1,400.00",300,0.21,,,,,,,,,,,,
,,2003 - 2004,"1,300.00",500,0.38,,,,,,,,,,,,
,,2004 - 2005,700,200,0.29,,,,,,,,,,,,
,,2005 - 2006,"1,000.00",600,0.6,,,,,,,,,,,,
,,2006 - 2007,"1,200.00",400,0.33,,,,,,,,,,,,
,,2007 - 2008,"1,300.00",700,0.54,,,,,,,,,,,,
,,2008 - 2009,"1,600.00",400,0.25,,,,,,,,,,,,
,,2009 - 2010,"1,600.00",400,0.25,,,,,,,,,,,,
,,2010 - 2011,"1,000.00",400,0.4,"2,61,300.00","2,27,800.00",0.87,,,,,,,,,
,,2011 - 2012,"1,000.00",400,0.4,,,,,,,,,,,,
,,2012 - 2013,"1,700.00",500,0.29,,,,,,,,,,,,
,,2013 - 2014,"3,000.00","2,800.00",0.93,100,,0,,,,,,,,,
,,2014 - 2015,"1,100.00",500,0.45,100,100,1,,,,,,,,,
,,2015 - 2016,800,200,0.25,,,,,,,100,,0,,,
,5. Bhandara,2000 - 2001,600,400,0.67,,,,,,,,,,,,
,,2001 - 2002,100,100,1,,,,,,,,,,,,
,,2002 - 2003,100,100,1,,,,,,,,,,,,
,,2010 - 2011,,,,"11,500.00","12,500.00",1.09,,,,,,,,,
,,2014 - 2015,100,,0,,,,,,,,,,,,
,6. Buldhana,2000 - 2001,"20,100.00","13,000.00",0.65,400,100,0.25,,,,,,,,,
,,2001 - 2002,"10,600.00","7,400.00",0.7,,,,,,,,,,,,
,,2003 - 2004,200,100,0.5,,,,,,,,,,,,
