State,District,Year,Potato,,,,,,,,,,,,,,
,,,Kharif,,,Rabi,,,Whole Year,,,Winter,,,Summer,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2002 - 2003,,,,,,,"2,097.00","48,648.00",23.2,,,,,,
,,2003 - 2004,,,,,,,"2,200.00","35,767.00",16.26,,,,,,
,,2004 - 2005,,,,"1,688.00","26,969.00",15.98,,,,,,,,,
,,2005 - 2006,,,,"2,043.00","45,829.00",22.43,,,,,,,,,
,,2006 - 2007,,,,"1,601.00","29,506.00",18.43,,,,,,,,,
,,2007 - 2008,,,,"2,094.00","46,018.00",21.98,,,,,,,,,
,,2008 - 2009,,,,"1,726.00","19,307.00",11.19,,,,,,,,,
,,2009 - 2010,,,,"2,501.00","62,190.00",24.87,,,,,,,,,
,,2010 - 2011,,,,"2,096.00","37,529.00",17.91,,,,,,,,,
,,2011 - 2012,,,,"1,645.00","25,561.00",15.54,,,,,,,,,
,,2012 - 2013,,,,"1,649.00","22,176.00",13.45,,,,,,,,,
,,2013 - 2014,,,,"1,607.00","30,029.00",18.69,,,,,,,,,
,,2014 - 2015,,,,"1,547.00","21,741.00",14.05,,,,,,,,,
,,2015 - 2016,,,,"1,601.00","45,894.00",28.67,,,,,,,,,
,,2016 - 2017,,,,"1,698.00","29,369.00",17.3,,,,,,,,,
,,2017 - 2018,,,,"1,495.00","38,891.00",26.01,,,,,,,,,
,,2018 - 2019,,,,"1,409.00","35,608.00",25.27,,,,,,,,,
,,2019 - 2020,,,,"1,651.00","40,345.00",24.44,,,,,,,,,
,,2020 - 2021,,,,"1,549.00","37,095.00",23.95,,,,,,,,,
,,2021 - 2022,,,,"1,960.00","57,232.00",29.2,,,,,,,,,
,,2022 - 2023,,,,"1,961.00","57,274.00",29.21,,,,,,,,,
,23. Etah,2000 - 2001,,,,,,,"7,058.00","1,30,121.00",18.44,,,,,,
,,2001 - 2002,,,,,,,"8,941.00","2,01,950.00",22.59,,,,,,
,,2002 - 2003,,,,,,,"8,612.00","2,05,922.00",23.91,,,,,,
,,2003 - 2004,,,,,,,"10,561.00","2,30,578.00",21.83,,,,,,
,,2004 - 2005,,,,"9,725.00","1,86,905.00",19.22,,,,,,,,,
,,2005 - 2006,,,,"10,234.00","2,02,132.00",19.75,,,,,,,,,
,,2006 - 2007,,,,"10,900.00","2,48,662.00",22.81,,,,,,,,,
,,2007 - 2008,,,,"11,546.00","3,08,509.00",26.72,,,,,,,,,
,,2008 - 2009,,,,"11,580.00","3,19,955.00",27.63,,,,,,,,,
,,2009 - 2010,,,,"6,492.00","1,85,087.00",28.51,,,,,,,,,
,,2010 - 2011,,,,"7,259.00","2,06,330.00",28.42,,,,,,,,,
,,2011 - 2012,,,,"7,212.00","2,01,453.00",27.93,,,,,,,,,
,,2012 - 2013,,,,"7,080.00","1,77,609.00",25.09,,,,,,,,,
,,2013 - 2014,,,,"6,648.00","1,68,281.00",25.31,,,,,,,,,
,,2014 - 2015,,,,"7,388.00","1,88,209.00",25.47,,,,,,,,,
,,2015 - 2016,,,,"7,041.00","1,66,991.00",23.72,,,,,,,,,
,,2016 - 2017,,,,"6,414.00","1,48,709.00",23.19,,,,,,,,,
,,2017 - 2018,,,,"6,143.00","1,97,147.00",32.09,,,,,,,,,
,,2018 - 2019,,,,"6,671.00","1,99,730.00",29.94,,,,,,,,,
,,2019 - 2020,,,,"6,302.00","2,04,519.00",32.45,,,,,,,,,
,,2020 - 2021,,,,"6,376.00","2,28,095.00",35.77,,,,,,,,,
,,2021 - 2022,,,,"7,400.00","2,36,800.00",32,,,,,,,,,
,,2022 - 2023,,,,"7,405.00","2,36,976.00",32,,,,,,,,,
,24. Etawah,2000 - 2001,,,,,,,"5,967.00","1,35,008.00",22.63,,,,,,
,,2001 - 2002,,,,,,,"6,610.00","1,63,921.00",24.8,,,,,,
,,2002 - 2003,,,,,,,"8,973.00","2,11,198.00",23.54,,,,,,
,,2003 - 2004,,,,,,,"9,304.00","2,36,080.00",25.37,,,,,,
,,2004 - 2005,,,,"8,676.00","2,20,587.00",25.42,,,,,,,,,
,,2005 - 2006,,,,"10,961.00","2,30,477.00",21.03,,,,,,,,,
,,2006 - 2007,,,,"8,407.00","1,99,355.00",23.71,,,,,,,,,
,,2007 - 2008,,,,"12,250.00","3,11,358.00",25.42,,,,,,,,,
,,2008 - 2009,,,,"12,506.00","2,90,277.00",23.21,,,,,,,,,
,,2009 - 2010,,,,"14,408.00","3,73,138.00",25.9,,,,,,,,,
,,2010 - 2011,,,,"14,360.00","3,44,295.00",23.98,,,,,,,,,
,,2011 - 2012,,,,"13,708.00","2,67,265.00",19.5,,,,,,,,,
,,2012 - 2013,,,,"13,500.00","3,81,389.00",28.25,,,,,,,,,
,,2013 - 2014,,,,"16,305.00","3,61,351.00",22.16,,,,,,,,,
,,2014 - 2015,,,,"17,149.00","4,23,323.00",24.68,,,,,,,,,
,,2015 - 2016,,,,"16,166.00","3,37,045.00",20.85,,,,,,,,,
,,2016 - 2017,,,,"16,215.00","4,27,573.00",26.37,,,,,,,,,
,,2017 - 2018,,,,"18,838.00","5,04,086.00",26.76,,,,,,,,,
,,2018 - 2019,,,,"16,129.00","5,91,225.00",36.66,,,,,,,,,
,,2019 - 2020,,,,"15,862.00","4,64,106.00",29.26,,,,,,,,,
,,2020 - 2021,,,,"17,724.00","5,19,047.00",29.28,,,,,,,,,
,,2021 - 2022,,,,"19,000.00","6,82,100.00",35.9,,,,,,,,,
,,2022 - 2023,,,,"19,014.00","6,82,606.00",35.9,,,,,,,,,
,25. Faizabad,2000 - 2001,,,,,,,"4,110.00","66,905.00",16.28,,,,,,
,,2001 - 2002,,,,,,,"5,068.00","85,213.00",16.81,,,,,,
,,2002 - 2003,,,,,,,"5,188.00","74,277.00",14.32,,,,,,
,,2003 - 2004,,,,,,,"3,867.00","63,956.00",16.54,,,,,,
,,2004 - 2005,,,,"3,503.00","53,651.00",15.32,,,,,,,,,
,,2005 - 2006,,,,"2,866.00","56,128.00",19.58,,,,,,,,,
,,2006 - 2007,,,,"3,696.00","42,800.00",11.58,,,,,,,,,
,,2007 - 2008,,,,"5,736.00","75,279.00",13.12,,,,,,,,,
,,2008 - 2009,,,,"3,966.00","47,489.00",11.97,,,,,,,,,
,,2009 - 2010,,,,"3,906.00","76,468.00",19.58,,,,,,,,,
,,2010 - 2011,,,,"4,410.00","1,09,621.00",24.86,,,,,,,,,
,,2011 - 2012,,,,"4,290.00","1,04,477.00",24.35,,,,,,,,,
,,2012 - 2013,,,,"4,394.00","74,530.00",16.96,,,,,,,,,
,,2013 - 2014,,,,"4,108.00","68,259.00",16.62,,,,,,,,,
,,2014 - 2015,,,,"3,926.00","98,566.00",25.11,,,,,,,,,
,,2015 - 2016,,,,"4,081.00","1,18,712.00",29.09,,,,,,,,,
,,2016 - 2017,,,,"4,120.00","1,18,363.00",28.73,,,,,,,,,
,,2017 - 2018,,,,"4,213.00","1,02,603.00",24.35,,,,,,,,,
,,2018 - 2019,,,,"4,706.00","1,28,930.00",27.4,,,,,,,,,
,,2019 - 2020,,,,"4,226.00","1,21,519.00",28.76,,,,,,,,,
,,2020 - 2021,,,,"3,982.00","1,11,440.00",27.99,,,,,,,,,
,,2021 - 2022,,,,"4,489.00","1,30,181.00",29,,,,,,,,,
,,2022 - 2023,,,,"4,492.00","1,30,278.00",29,,,,,,,,,
,26. Farrukhabad,2000 - 2001,,,,,,,"29,221.00","7,66,876.00",26.24,,,,,,
,,2001 - 2002,,,,,,,"29,382.00","8,18,700.00",27.86,,,,,,
,,2002 - 2003,,,,,,,"31,490.00","9,15,477.00",29.07,,,,,,
,,2003 - 2004,,,,,,,"31,228.00","7,03,223.00",22.52,,,,,,
,,2004 - 2005,,,,"30,746.00","8,57,783.00",27.9,,,,,,,,,
,,2005 - 2006,,,,"31,442.00","8,04,947.00",25.6,,,,,,,,,
,,2006 - 2007,,,,"31,875.00","8,31,555.00",26.09,,,,,,,,,
,,2007 - 2008,,,,"28,422.00","6,71,470.00",23.63,,,,,,,,,
,,2008 - 2009,,,,"30,749.00","7,23,801.00",23.54,,,,,,,,,
,,2009 - 2010,,,,"29,841.00","7,58,648.00",25.42,,,,,,,,,
,,2010 - 2011,,,,"30,669.00","8,08,834.00",26.37,,,,,,,,,
,,2011 - 2012,,,,"32,203.00","6,62,963.00",20.59,,,,,,,,,
,,2012 - 2013,,,,"34,388.00","8,35,216.00",24.29,,,,,,,,,
,,2013 - 2014,,,,"34,003.00","7,85,945.00",23.11,,,,,,,,,
,,2014 - 2015,,,,"33,554.00","7,61,105.00",22.68,,,,,,,,,
,,2015 - 2016,,,,"40,392.00","10,76,487.00",26.65,,,,,,,,,
,,2016 - 2017,,,,"33,822.00","9,75,799.00",28.85,,,,,,,,,
,,2017 - 2018,,,,"35,168.00","11,18,061.00",31.79,,,,,,,,,
,,2018 - 2019,,,,"32,765.00","11,20,137.00",34.19,,,,,,,,,
,,2019 - 2020,,,,"33,056.00","10,20,240.00",30.86,,,,,,,,,
,,2020 - 2021,,,,"31,785.00","10,02,753.00",31.55,,,,,,,,,
,,2021 - 2022,,,,"43,200.00","15,94,080.00",36.9,,,,,,,,,
,,2022 - 2023,,,,"43,232.00","15,95,264.00",36.9,,,,,,,,,
,27. Fatehpur,2000 - 2001,,,,,,,"5,734.00","81,665.00",14.24,,,,,,
,,2001 - 2002,,,,,,,"5,191.00","1,08,175.00",20.84,,,,,,
,,2002 - 2003,,,,,,,"5,776.00","93,976.00",16.27,,,,,,
,,2003 - 2004,,,,,,,"6,009.00","1,02,243.00",17.01,,,,,,
,,2004 - 2005,,,,"5,968.00","87,528.00",14.67,,,,,,,,,
,,2005 - 2006,,,,"6,145.00","1,18,807.00",19.33,,,,,,,,,
,,2006 - 2007,,,,"5,968.00","86,691.00",14.53,,,,,,,,,
,,2007 - 2008,,,,"7,004.00","1,60,483.00",22.91,,,,,,,,,
,,2008 - 2009,,,,"5,093.00","94,394.00",18.53,,,,,,,,,
,,2009 - 2010,,,,"7,625.00","1,85,882.00",24.38,,,,,,,,,
,,2010 - 2011,,,,"8,193.00","1,76,920.00",21.59,,,,,,,,,
,,2011 - 2012,,,,"8,448.00","1,84,876.00",21.88,,,,,,,,,
,,2012 - 2013,,,,"8,142.00","1,77,903.00",21.85,,,,,,,,,
,,2013 - 2014,,,,"8,709.00","1,75,321.00",20.13,,,,,,,,,
,,2014 - 2015,,,,"8,784.00","1,26,999.00",14.46,,,,,,,,,
,,2015 - 2016,,,,"10,687.00","1,71,612.00",16.06,,,,,,,,,
,,2016 - 2017,,,,"8,858.00","1,90,686.00",21.53,,,,,,,,,
,,2017 - 2018,,,,"8,773.00","1,92,094.00",21.9,,,,,,,,,
,,2018 - 2019,,,,"8,834.00","2,48,642.00",28.15,,,,,,,,,
,,2019 - 2020,,,,"10,499.00","2,65,971.00",25.33,,,,,,,,,
,,2020 - 2021,,,,"8,984.00","2,20,629.00",24.56,,,,,,,,,
,,2021 - 2022,,,,"10,300.00","3,27,540.00",31.8,,,,,,,,,
,,2022 - 2023,,,,"10,308.00","3,27,783.00",31.8,,,,,,,,,
,28. Firozabad,2000 - 2001,,,,,,,"18,508.00","4,35,012.00",23.5,,,,,,
,,2001 - 2002,,,,,,,"20,434.00","6,01,005.00",29.41,,,,,,
,,2002 - 2003,,,,,,,"28,906.00","7,38,664.00",25.55,,,,,,
,,2003 - 2004,,,,,,,"30,040.00","6,65,716.00",22.16,,,,,,
,,2004 - 2005,,,,"29,681.00","7,71,587.00",26,,,,,,,,,
,,2005 - 2006,,,,"33,975.00","8,63,135.00",25.41,,,,,,,,,
,,2006 - 2007,,,,"38,106.00","9,97,120.00",26.17,,,,,,,,,
,,2007 - 2008,,,,"39,201.00","11,03,077.00",28.14,,,,,,,,,
,,2008 - 2009,,,,"42,487.00","11,03,047.00",25.96,,,,,,,,,
,,2009 - 2010,,,,"45,267.00","13,48,640.00",29.79,,,,,,,,,
,,2010 - 2011,,,,"46,856.00","13,49,593.00",28.8,,,,,,,,,
,,2011 - 2012,,,,"47,730.00","12,56,824.00",26.33,,,,,,,,,
,,2012 - 2013,,,,"46,271.00","13,31,402.00",28.77,,,,,,,,,
,,2013 - 2014,,,,"48,076.00","11,95,987.00",24.88,,,,,,,,,
,,2014 - 2015,,,,"53,499.00","13,46,570.00",25.17,,,,,,,,,
,,2015 - 2016,,,,"53,253.00","12,20,133.00",22.91,,,,,,,,,
,,2016 - 2017,,,,"50,635.00","12,52,507.00",24.74,,,,,,,,,
,,2017 - 2018,,,,"48,589.00","11,73,959.00",24.16,,,,,,,,,
,,2018 - 2019,,,,"46,847.00","12,26,970.00",26.19,,,,,,,,,
,,2019 - 2020,,,,"45,393.00","14,35,735.00",31.63,,,,,,,,,
,,2020 - 2021,,,,"47,739.00","16,72,345.00",35.03,,,,,,,,,
,,2021 - 2022,,,,"55,100.00","20,82,780.00",37.8,,,,,,,,,
,,2022 - 2023,,,,"55,141.00","20,84,326.00",37.8,,,,,,,,,
,29. Gautam buddha nagar,2000 - 2001,,,,,,,336,"7,233.00",21.53,,,,,,
,,2001 - 2002,,,,,,,323,"8,641.00",26.75,,,,,,
,,2002 - 2003,,,,,,,280,"7,114.00",25.41,,,,,,
,,2003 - 2004,,,,,,,156,"2,824.00",18.1,,,,,,
,,2004 - 2005,,,,194,"4,547.00",23.44,,,,,,,,,
,,2005 - 2006,,,,267,"4,610.00",17.27,,,,,,,,,
,,2006 - 2007,,,,208,"3,389.00",16.29,,,,,,,,,
,,2007 - 2008,,,,214,"3,538.00",16.53,,,,,,,,,
,,2008 - 2009,,,,246,"5,047.00",20.52,,,,,,,,,
,,2009 - 2010,,,,318,"7,041.00",22.14,,,,,,,,,
,,2010 - 2011,,,,268,"5,722.00",21.35,,,,,,,,,
,,2011 - 2012,,,,140,"3,113.00",22.24,,,,,,,,,
,,2012 - 2013,,,,187,"4,175.00",22.33,,,,,,,,,
,,2013 - 2014,,,,298,"6,504.00",21.83,,,,,,,,,
,,2014 - 2015,,,,165,"3,366.00",20.4,,,,,,,,,
,,2015 - 2016,,,,127,"2,564.00",20.19,,,,,,,,,
,,2016 - 2017,,,,590,"15,176.00",25.72,,,,,,,,,
,,2017 - 2018,,,,256,"7,350.00",28.71,,,,,,,,,
,,2018 - 2019,,,,215,"7,100.00",33.02,,,,,,,,,
,,2019 - 2020,,,,193,"5,582.00",28.92,,,,,,,,,
,,2020 - 2021,,,,581,"17,916.00",30.84,,,,,,,,,
,,2021 - 2022,,,,450,"12,105.00",26.9,,,,,,,,,
,,2022 - 2023,,,,450,"12,114.00",26.92,,,,,,,,,
,30. Ghaziabad,2000 - 2001,,,,,,,"4,547.00","97,879.00",21.53,,,,,,
,,2001 - 2002,,,,,,,"4,597.00","1,34,016.00",29.15,,,,,,
,,2002 - 2003,,,,,,,"4,787.00","1,43,983.00",30.08,,,,,,
,,2003 - 2004,,,,,,,"5,092.00","79,394.00",15.59,,,,,,
,,2004 - 2005,,,,"5,423.00","1,40,911.00",25.98,,,,,,,,,
,,2005 - 2006,,,,"6,309.00","1,17,524.00",18.63,,,,,,,,,
,,2006 - 2007,,,,"5,788.00","95,299.00",16.46,,,,,,,,,
,,2007 - 2008,,,,"5,457.00","86,652.00",15.88,,,,,,,,,
,,2008 - 2009,,,,"4,405.00","99,650.00",22.62,,,,,,,,,
,,2009 - 2010,,,,"4,352.00","1,17,225.00",26.94,,,,,,,,,
,,2010 - 2011,,,,"4,098.00","1,13,851.00",27.78,,,,,,,,,
,,2011 - 2012,,,,"4,904.00","1,20,800.00",24.63,,,,,,,,,
,,2012 - 2013,,,,564,"12,593.00",22.33,,,,,,,,,
,,2013 - 2014,,,,514,"11,219.00",21.83,,,,,,,,,
,,2014 - 2015,,,,477,"9,731.00",20.4,,,,,,,,,
,,2015 - 2016,,,,374,"7,550.00",20.19,,,,,,,,,
,,2016 - 2017,,,,425,"10,932.00",25.72,,,,,,,,,
,,2017 - 2018,,,,347,"9,962.00",28.71,,,,,,,,,
,,2018 - 2019,,,,597,"19,715.00",33.02,,,,,,,,,
,,2019 - 2020,,,,541,"15,648.00",28.92,,,,,,,,,
,,2020 - 2021,,,,768,"23,683.00",30.84,,,,,,,,,
,,2021 - 2022,,,,562,"15,511.00",27.6,,,,,,,,,
,,2022 - 2023,,,,562,"15,523.00",27.62,,,,,,,,,
,31. Ghazipur,2000 - 2001,,,,,,,"9,857.00","2,24,523.00",22.78,,,,,,
,,2001 - 2002,,,,,,,"7,601.00","1,35,761.00",17.86,,,,,,
,,2002 - 2003,,,,,,,"7,604.00","1,84,024.00",24.2,,,,,,
,,2003 - 2004,,,,,,,"7,794.00","1,74,352.00",22.37,,,,,,
,,2004 - 2005,,,,"7,720.00","1,33,170.00",17.25,,,,,,,,,
,,2005 - 2006,,,,"4,909.00","1,28,689.00",26.21,,,,,,,,,
,,2006 - 2007,,,,"7,262.00","1,84,186.00",25.36,,,,,,,,,
,,2007 - 2008,,,,"8,607.00","1,81,289.00",21.06,,,,,,,,,
,,2008 - 2009,,,,"8,550.00","1,16,348.00",13.61,,,,,,,,,
,,2009 - 2010,,,,"8,559.00","1,95,445.00",22.84,,,,,,,,,
,,2010 - 2011,,,,"8,429.00","1,73,241.00",20.55,,,,,,,,,
,,2011 - 2012,,,,"8,141.00","1,51,276.00",18.58,,,,,,,,,
,,2012 - 2013,,,,"8,328.00","1,77,070.00",21.26,,,,,,,,,
,,2013 - 2014,,,,"8,327.00","1,55,757.00",18.71,,,,,,,,,
,,2014 - 2015,,,,"7,865.00","1,64,945.00",20.97,,,,,,,,,
,,2015 - 2016,,,,"8,222.00","1,93,776.00",23.57,,,,,,,,,
,,2016 - 2017,,,,"7,873.00","2,00,517.00",25.47,,,,,,,,,
,,2017 - 2018,,,,"10,955.00","2,18,497.00",19.94,,,,,,,,,
,,2018 - 2019,,,,"15,777.00","3,42,392.00",21.7,,,,,,,,,
,,2019 - 2020,,,,"8,384.00","1,66,523.00",19.86,,,,,,,,,
,,2020 - 2021,,,,"11,845.00","2,90,736.00",24.55,,,,,,,,,
,,2021 - 2022,,,,"10,000.00","3,09,000.00",30.9,,,,,,,,,
,,2022 - 2023,,,,"10,007.00","3,09,229.00",30.9,,,,,,,,,
,32. Gonda,2000 - 2001,,,,,,,"2,742.00","53,735.00",19.6,,,,,,
,,2001 - 2002,,,,,,,"2,796.00","68,955.00",24.66,,,,,,
,,2002 - 2003,,,,,,,"3,195.00","74,121.00",23.2,,,,,,
,,2003 - 2004,,,,,,,"2,904.00","54,848.00",18.89,,,,,,
,,2004 - 2005,,,,"2,908.00","65,090.00",22.38,,,,,,,,,
,,2005 - 2006,,,,"2,942.00","65,995.00",22.43,,,,,,,,,
,,2006 - 2007,,,,"3,079.00","67,236.00",21.84,,,,,,,,,
,,2007 - 2008,,,,"2,591.00","56,940.00",21.98,,,,,,,,,
,,2008 - 2009,,,,"3,290.00","67,442.00",20.5,,,,,,,,,
,,2009 - 2010,,,,"3,306.00","82,207.00",24.87,,,,,,,,,
,,2010 - 2011,,,,"3,064.00","74,746.00",24.39,,,,,,,,,
,,2011 - 2012,,,,"3,240.00","71,543.00",22.08,,,,,,,,,
,,2012 - 2013,,,,"3,314.00","80,702.00",24.35,,,,,,,,,
,,2013 - 2014,,,,"3,283.00","69,485.00",21.17,,,,,,,,,
,,2014 - 2015,,,,"3,042.00","68,624.00",22.56,,,,,,,,,
,,2015 - 2016,,,,"2,635.00","60,703.00",23.04,,,,,,,,,
,,2016 - 2017,,,,"3,475.00","84,251.00",24.24,,,,,,,,,
,,2017 - 2018,,,,"3,360.00","88,035.00",26.2,,,,,,,,,
,,2018 - 2019,,,,"3,218.00","96,060.00",29.85,,,,,,,,,
,,2019 - 2020,,,,"3,488.00","93,897.00",26.92,,,,,,,,,
,,2020 - 2021,,,,"3,379.00","99,985.00",29.59,,,,,,,,,
,,2021 - 2022,,,,"3,586.00","1,00,767.00",28.1,,,,,,,,,
,,2022 - 2023,,,,"3,589.00","1,00,842.00",28.1,,,,,,,,,
,33. Gorakhpur,2000 - 2001,,,,,,,"4,362.00","61,713.00",14.15,,,,,,
,,2001 - 2002,,,,,,,"4,038.00","55,381.00",13.71,,,,,,
,,2002 - 2003,,,,,,,"4,547.00","1,05,486.00",23.2,,,,,,
,,2003 - 2004,,,,,,,"4,499.00","79,857.00",17.75,,,,,,
,,2004 - 2005,,,,"4,504.00","74,523.00",16.55,,,,,,,,,
,,2005 - 2006,,,,"4,222.00","94,708.00",22.43,,,,,,,,,
,,2006 - 2007,,,,"4,667.00","86,013.00",18.43,,,,,,,,,
,,2007 - 2008,,,,"4,982.00","1,09,484.00",21.98,,,,,,,,,
,,2008 - 2009,,,,"4,441.00","49,677.00",11.19,,,,,,,,,
,,2009 - 2010,,,,"4,638.00","1,15,328.00",24.87,,,,,,,,,
,,2010 - 2011,,,,"4,925.00","88,182.00",17.9,,,,,,,,,
,,2011 - 2012,,,,"4,474.00","69,521.00",15.54,,,,,,,,,
,,2012 - 2013,,,,"4,587.00","61,686.00",13.45,,,,,,,,,
,,2013 - 2014,,,,"4,542.00","84,874.00",18.69,,,,,,,,,
,,2014 - 2015,,,,"4,275.00","60,078.00",14.05,,,,,,,,,
,,2015 - 2016,,,,"4,189.00","1,20,080.00",28.67,,,,,,,,,
,,2016 - 2017,,,,"4,591.00","79,407.00",17.3,,,,,,,,,
,,2017 - 2018,,,,"4,469.00","1,08,481.00",24.27,,,,,,,,,
,,2018 - 2019,,,,"4,341.00","1,22,646.00",28.25,,,,,,,,,
,,2019 - 2020,,,,"4,362.00","1,10,633.00",25.36,,,,,,,,,
,,2020 - 2021,,,,"4,287.00","99,446.00",23.2,,,,,,,,,
,,2021 - 2022,,,,"4,962.00","1,52,333.00",30.7,,,,,,,,,
,,2022 - 2023,,,,"4,966.00","1,52,446.00",30.7,,,,,,,,,
,34. Hamirpur,2000 - 2001,,,,,,,30,640,21.33,,,,,,
,,2001 - 2002,,,,,,,23,567,24.65,,,,,,
,,2002 - 2003,,,,,,,53,"1,229.00",23.19,,,,,,
,,2003 - 2004,,,,,,,29,606,20.9,,,,,,
,,2004 - 2005,,,,40,895,22.38,,,,,,,,,
,,2005 - 2006,,,,39,875,22.44,,,,,,,,,
,,2006 - 2007,,,,45,983,21.84,,,,,,,,,
,,2007 - 2008,,,,55,"1,209.00",21.98,,,,,,,,,
,,2008 - 2009,,,,42,861,20.5,,,,,,,,,
,,2009 - 2010,,,,83,"2,064.00",24.87,,,,,,,,,
,,2010 - 2011,,,,87,"2,123.00",24.4,,,,,,,,,
,,2011 - 2012,,,,62,"1,369.00",22.08,,,,,,,,,
,,2012 - 2013,,,,37,901,24.35,,,,,,,,,
,,2013 - 2014,,,,36,762,21.17,,,,,,,,,
,,2014 - 2015,,,,55,"1,241.00",22.56,,,,,,,,,
,,2015 - 2016,,,,105,"2,419.00",23.04,,,,,,,,,
,,2016 - 2017,,,,41,994,24.24,,,,,,,,,
,,2017 - 2018,,,,38,996,26.21,,,,,,,,,
,,2018 - 2019,,,,44,"1,313.00",29.84,,,,,,,,,
,,2019 - 2020,,,,81,"2,181.00",26.93,,,,,,,,,
,,2020 - 2021,,,,21,621,29.57,,,,,,,,,
,,2021 - 2022,,,,50,"1,300.00",26,,,,,,,,,
,,2022 - 2023,,,,56,"1,301.00",23.23,,,,,,,,,
,35. Hapur,2012 - 2013,,,,"3,874.00","95,727.00",24.71,,,,,,,,,
,,2013 - 2014,,,,"3,950.00","86,074.00",21.79,,,,,,,,,
,,2014 - 2015,,,,"4,216.00","1,02,348.00",24.28,,,,,,,,,
,,2015 - 2016,,,,"3,853.00","1,11,282.00",28.88,,,,,,,,,
,,2016 - 2017,,,,"3,420.00","93,092.00",27.22,,,,,,,,,
,,2017 - 2018,,,,"3,702.00","84,820.00",22.91,,,,,,,,,
,,2018 - 2019,,,,"3,272.00","82,628.00",25.25,,,,,,,,,
,,2019 - 2020,,,,"3,825.00","92,668.00",24.23,,,,,,,,,
,,2020 - 2021,,,,"4,026.00","1,23,469.00",30.67,,,,,,,,,
,,2021 - 2022,,,,"4,316.00","1,23,438.00",28.6,,,,,,,,,
,,2022 - 2023,,,,"4,319.00","1,23,530.00",28.6,,,,,,,,,
,36. Hardoi,2000 - 2001,,,,,,,"11,334.00","1,55,661.00",13.73,,,,,,
,,2001 - 2002,,,,,,,"9,235.00","1,57,512.00",17.06,,,,,,
,,2002 - 2003,,,,,,,"10,229.00","1,66,988.00",16.32,,,,,,
,,2003 - 2004,,,,,,,"10,570.00","1,69,395.00",16.03,,,,,,
,,2004 - 2005,,,,"9,835.00","1,98,687.00",20.2,,,,,,,,,
,,2005 - 2006,,,,"11,432.00","1,86,502.00",16.31,,,,,,,,,
,,2006 - 2007,,,,"10,504.00","1,66,194.00",15.82,,,,,,,,,
,,2007 - 2008,,,,"10,388.00","1,94,733.00",18.75,,,,,,,,,
,,2008 - 2009,,,,"12,498.00","1,94,944.00",15.6,,,,,,,,,
,,2009 - 2010,,,,"11,909.00","3,20,959.00",26.95,,,,,,,,,
,,2010 - 2011,,,,"12,585.00","2,15,971.00",17.16,,,,,,,,,
,,2011 - 2012,,,,"10,973.00","1,96,417.00",17.9,,,,,,,,,
,,2012 - 2013,,,,"11,867.00","2,05,418.00",17.31,,,,,,,,,
,,2013 - 2014,,,,"11,217.00","2,04,407.00",18.22,,,,,,,,,
,,2014 - 2015,,,,"10,874.00","2,09,357.00",19.25,,,,,,,,,
,,2015 - 2016,,,,"12,751.00","2,19,317.00",17.2,,,,,,,,,
,,2016 - 2017,,,,"11,274.00","1,87,599.00",16.64,,,,,,,,,
,,2017 - 2018,,,,"9,746.00","1,79,716.00",18.44,,,,,,,,,
,,2018 - 2019,,,,"10,338.00","2,43,605.00",23.56,,,,,,,,,
,,2019 - 2020,,,,"10,460.00","1,98,081.00",18.94,,,,,,,,,
,,2020 - 2021,,,,"10,791.00","2,72,376.00",25.24,,,,,,,,,
,,2021 - 2022,,,,"12,750.00","4,36,050.00",34.2,,,,,,,,,
,,2022 - 2023,,,,"12,759.00","4,36,374.00",34.2,,,,,,,,,
,37. Hathras,2000 - 2001,,,,,,,"12,544.00","3,70,688.00",29.55,,,,,,
,,2001 - 2002,,,,,,,"13,241.00","4,19,660.00",31.69,,,,,,
,,2002 - 2003,,,,,,,"18,080.00","5,96,025.00",32.97,,,,,,
,,2003 - 2004,,,,,,,"20,111.00","5,74,189.00",28.55,,,,,,
,,2004 - 2005,,,,"20,411.00","6,72,583.00",32.95,,,,,,,,,
,,2005 - 2006,,,,"15,940.00","4,55,964.00",28.61,,,,,,,,,
,,2006 - 2007,,,,"22,467.00","6,62,237.00",29.48,,,,,,,,,
,,2007 - 2008,,,,"30,548.00","8,23,971.00",26.97,,,,,,,,,
,,2008 - 2009,,,,"37,053.00","7,80,299.00",21.06,,,,,,,,,
,,2009 - 2010,,,,"39,142.00","11,24,315.00",28.72,,,,,,,,,
,,2010 - 2011,,,,"43,685.00","13,04,565.00",29.86,,,,,,,,,
,,2011 - 2012,,,,"43,577.00","9,72,421.00",22.32,,,,,,,,,
,,2012 - 2013,,,,"42,523.00","13,84,847.00",32.57,,,,,,,,,
,,2013 - 2014,,,,"46,616.00","12,47,164.00",26.75,,,,,,,,,
,,2014 - 2015,,,,"47,100.00","10,97,571.00",23.3,,,,,,,,,
,,2015 - 2016,,,,"47,839.00","12,19,560.00",25.49,,,,,,,,,
