State,District,Year,Groundnut,,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Whole Year,,,Autumn,,,Winter,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2002 - 2003,"36,038.00","34,272.00",0.95,"54,271.00","24,530.00",0.45,,,,,,,,,,,,
,,2003 - 2004,"34,641.00","44,029.00",1.27,"40,729.00","24,600.00",0.6,,,,,,,,,,,,
,,2004 - 2005,"36,604.00","44,327.00",1.21,"39,789.00","27,972.00",0.7,,,,,,,,,,,,
,,2005 - 2006,"52,654.00","70,714.00",1.34,"35,792.00","33,466.00",0.94,,,,,,,,,,,,
,,2006 - 2007,"44,734.00","71,619.00",1.6,"38,095.00","17,143.00",0.45,,,,,,,,,,,,
,,2007 - 2008,"68,000.00","1,49,000.00",2.19,"31,000.00","45,000.00",1.45,,,,,,,,,,,,
,,2008 - 2009,"69,519.00","1,42,305.00",2.05,"29,953.00","20,608.00",0.69,,,,,,,,,,,,
,,2009 - 2010,"93,861.00","2,02,364.00",2.16,"24,613.00","16,195.00",0.66,,,,,,,,,,,,
,,2010 - 2011,"95,131.00","2,11,762.00",2.23,"18,255.00","16,831.00",0.92,,,,,,,,,,,,
,,2011 - 2012,"91,522.00","1,40,120.00",1.53,"14,257.00","14,499.00",1.02,,,,,,,,,,,,
,,2012 - 2013,"97,000.00","1,83,000.00",1.89,"8,000.00","10,000.00",1.25,,,,,,,,,,,,
,,2013 - 2014,"1,15,088.00","2,05,662.00",1.79,"11,039.00","15,168.00",1.37,,,,,,,,,,,,
,,2014 - 2015,"91,063.00","1,86,588.00",2.05,"6,335.00","11,384.00",1.8,,,,,,,,,,,,
,,2015 - 2016,"71,152.00","1,14,484.00",1.61,"7,909.00","11,634.00",1.47,,,,,,,,,,,,
,,2016 - 2017,"14,864.00","27,454.00",1.85,229,375,1.64,,,,,,,,,,,,
,,2017 - 2018,"18,335.00","42,849.00",2.34,605,"1,324.00",2.19,,,,,,,,,,,,
,,2018 - 2019,"2,530.00","5,655.00",2.24,,,,,,,,,,,,,,,
,,2019 - 2020,"3,900.00","8,192.00",2.1,21,58,2.76,,,,,,,,,,,,
,,2020 - 2021,"3,861.00","11,039.00",2.86,42,69,1.64,,,,,,,,,,,,
,,2021 - 2022,"8,980.00","26,240.00",2.92,81,174,2.15,,,,,,,,,,,,
,,2022 - 2023,"4,709.00","8,895.00",1.89,18,43,2.39,,,,,,,,,,,,
,13. Mancherial,2016 - 2017,239,494,2.07,2,4,2,,,,,,,,,,,,
,,2017 - 2018,214,479,2.24,1,2,2,,,,,,,,,,,,
,,2018 - 2019,182,453,2.49,,,,,,,,,,,,,,,
,,2019 - 2020,83,195,2.35,,,,,,,,,,,,,,,
,,2020 - 2021,149,354,2.38,33,52,1.58,,,,,,,,,,,,
,,2021 - 2022,259,886,3.42,1,2,2,,,,,,,,,,,,
,,2022 - 2023,120,292,2.43,,,,,,,,,,,,,,,
,14. Medak,2000 - 2001,"4,320.00","6,960.00",1.61,"2,196.00","1,006.00",0.46,,,,,,,,,,,,
,,2001 - 2002,"3,602.00","5,374.00",1.49,"1,753.00","2,261.00",1.29,,,,,,,,,,,,
,,2002 - 2003,"2,524.00","4,344.00",1.72,714,619,0.87,,,,,,,,,,,,
,,2003 - 2004,"4,469.00","6,601.00",1.48,384,330,0.86,,,,,,,,,,,,
,,2004 - 2005,"2,721.00","4,737.00",1.74,493,393,0.8,,,,,,,,,,,,
,,2005 - 2006,"2,246.00","3,299.00",1.47,429,549,1.28,,,,,,,,,,,,
,,2006 - 2007,"1,861.00","3,575.00",1.92,362,236,0.65,,,,,,,,,,,,
,,2007 - 2008,"2,000.00","4,000.00",2,,,,,,,,,,,,,,,
,,2008 - 2009,"1,654.00","3,429.00",2.07,169,128,0.76,,,,,,,,,,,,
,,2009 - 2010,"2,069.00","3,749.00",1.81,124,44,0.35,,,,,,,,,,,,
,,2010 - 2011,"1,224.00","1,980.00",1.62,107,69,0.64,,,,,,,,,,,,
,,2011 - 2012,"1,150.00",959,0.83,30,22,0.73,,,,,,,,,,,,
,,2012 - 2013,"2,000.00","2,000.00",1,,,,,,,,,,,,,,,
,,2013 - 2014,"1,399.00","1,792.00",1.28,56,50,0.89,,,,,,,,,,,,
,,2014 - 2015,771,922,1.2,35,31,0.89,,,,,,,,,,,,
,,2015 - 2016,565,506,0.9,12,7,0.58,,,,,,,,,,,,
,,2016 - 2017,309,639,2.07,16,31,1.94,,,,,,,,,,,,
,,2017 - 2018,116,259,2.23,2,4,2,,,,,,,,,,,,
,,2018 - 2019,41,102,2.49,16,40,2.5,,,,,,,,,,,,
,,2019 - 2020,36,83,2.31,1,2,2,,,,,,,,,,,,
,,2020 - 2021,152,361,2.38,30,49,1.63,,,,,,,,,,,,
,,2021 - 2022,"1,481.00","3,356.00",2.27,9,19,2.11,,,,,,,,,,,,
,,2022 - 2023,46,113,2.46,7,17,2.43,,,,,,,,,,,,
,15. Medchal,2021 - 2022,5,11,2.2,6,13,2.17,,,,,,,,,,,,
,16. Mulugu,2018 - 2019,364,772,2.12,2,5,2.5,,,,,,,,,,,,
,,2019 - 2020,378,683,1.81,18,49,2.72,,,,,,,,,,,,
,,2020 - 2021,417,989,2.37,11,18,1.64,,,,,,,,,,,,
,,2021 - 2022,256,308,1.2,5,11,2.2,,,,,,,,,,,,
,,2022 - 2023,517,"1,396.00",2.7,,,,,,,,,,,,,,,
,17. Nagarkurnool,2016 - 2017,"41,456.00","94,520.00",2.28,"1,240.00","2,032.00",1.64,,,,,,,,,,,,
,,2017 - 2018,"52,575.00","1,21,816.00",2.32,"1,173.00","1,791.00",1.53,,,,,,,,,,,,
,,2018 - 2019,"45,651.00","1,12,484.00",2.46,409,614,1.5,,,,,,,,,,,,
,,2019 - 2020,"49,722.00","1,07,137.00",2.15,229,572,2.5,,,,,,,,,,,,
,,2020 - 2021,"54,773.00","1,42,253.00",2.6,"1,094.00","1,587.00",1.45,,,,,,,,,,,,
,,2021 - 2022,"60,541.00","1,30,345.00",2.15,704,"1,601.00",2.27,,,,,,,,,,,,
,,2022 - 2023,"47,682.00","1,20,922.00",2.54,154,339,2.2,,,,,,,,,,,,
,18. Nalgonda,2000 - 2001,"12,943.00","18,923.00",1.46,"32,674.00","18,493.00",0.57,,,,,,,,,,,,
,,2001 - 2002,"13,754.00","14,084.00",1.02,"20,457.00","16,263.00",0.79,,,,,,,,,,,,
,,2002 - 2003,"9,510.00","7,361.00",0.77,"20,002.00","11,761.00",0.59,,,,,,,,,,,,
,,2003 - 2004,"16,060.00","16,269.00",1.01,"19,469.00","15,419.00",0.79,,,,,,,,,,,,
,,2004 - 2005,"15,810.00","15,573.00",0.99,"20,950.00","12,570.00",0.6,,,,,,,,,,,,
,,2005 - 2006,"16,799.00","16,631.00",0.99,"18,349.00","17,450.00",0.95,,,,,,,,,,,,
,,2006 - 2007,"14,328.00","14,658.00",1.02,"12,731.00","8,695.00",0.68,,,,,,,,,,,,
,,2007 - 2008,"17,000.00","21,000.00",1.24,"15,000.00","11,000.00",0.73,,,,,,,,,,,,
,,2008 - 2009,"15,516.00","17,176.00",1.11,"9,823.00","8,517.00",0.87,,,,,,,,,,,,
,,2009 - 2010,"20,979.00","30,881.00",1.47,"4,422.00","2,967.00",0.67,,,,,,,,,,,,
,,2010 - 2011,"15,460.00","18,181.00",1.18,"7,165.00","6,133.00",0.86,,,,,,,,,,,,
,,2011 - 2012,"12,153.00","15,896.00",1.31,"5,671.00","2,926.00",0.52,,,,,,,,,,,,
,,2012 - 2013,"17,000.00","29,000.00",1.71,"5,000.00","5,000.00",1,,,,,,,,,,,,
,,2013 - 2014,"16,057.00","22,223.00",1.38,"5,404.00","6,669.00",1.23,,,,,,,,,,,,
,,2014 - 2015,"11,809.00","15,210.00",1.29,"2,563.00","2,732.00",1.07,,,,,,,,,,,,
,,2015 - 2016,"9,123.00","9,543.00",1.05,"2,647.00","2,660.00",1,,,,,,,,,,,,
,,2016 - 2017,"4,350.00","5,685.00",1.31,"3,268.00","5,461.00",1.67,,,,,,,,,,,,
,,2017 - 2018,"4,965.00","9,895.00",1.99,362,399,1.1,,,,,,,,,,,,
,,2018 - 2019,"3,529.00","5,968.00",1.69,268,671,2.5,,,,,,,,,,,,
,,2019 - 2020,"4,592.00","7,817.00",1.7,436,"1,197.00",2.75,,,,,,,,,,,,
,,2020 - 2021,"7,475.00","11,601.00",1.55,123,196,1.59,,,,,,,,,,,,
,,2021 - 2022,"15,035.00","35,573.00",2.37,184,337,1.83,,,,,,,,,,,,
,,2022 - 2023,"8,414.00","19,571.00",2.33,27,39,1.44,,,,,,,,,,,,
,19. Narayanapet,2018 - 2019,"5,354.00","11,966.00",2.23,280,701,2.5,,,,,,,,,,,,
,,2019 - 2020,"2,360.00","4,916.00",2.08,117,320,2.74,,,,,,,,,,,,
,,2020 - 2021,"3,376.00","6,525.00",1.93,45,73,1.62,,,,,,,,,,,,
,,2021 - 2022,"6,556.00","13,335.00",2.03,127,273,2.15,,,,,,,,,,,,
,,2022 - 2023,"4,083.00","9,040.00",2.21,61,146,2.39,,,,,,,,,,,,
,20. Nirmal,2016 - 2017,620,"1,282.00",2.07,,,,,,,,,,,,,,,
,,2017 - 2018,231,517,2.24,,,,,,,,,,,,,,,
,,2018 - 2019,328,816,2.49,,,,,,,,,,,,,,,
,,2019 - 2020,146,341,2.34,,,,,,,,,,,,,,,
,,2020 - 2021,418,990,2.37,1,1,1,,,,,,,,,,,,
,,2021 - 2022,541,"1,289.00",2.38,4,9,2.25,,,,,,,,,,,,
,,2022 - 2023,50,164,3.28,1,2,2,,,,,,,,,,,,
,21. Nizamabad,2000 - 2001,"11,519.00","33,232.00",2.88,283,198,0.7,,,,,,,,,,,,
,,2001 - 2002,"7,146.00","12,420.00",1.74,239,170,0.71,,,,,,,,,,,,
,,2002 - 2003,"3,369.00","3,436.00",1.02,193,108,0.56,,,,,,,,,,,,
,,2003 - 2004,"2,402.00","5,789.00",2.41,163,114,0.7,,,,,,,,,,,,
,,2004 - 2005,"1,703.00","2,362.00",1.39,137,102,0.74,,,,,,,,,,,,
,,2005 - 2006,"2,141.00","4,438.00",2.07,60,57,0.95,,,,,,,,,,,,
,,2006 - 2007,"1,991.00","3,213.00",1.61,27,17,0.63,,,,,,,,,,,,
,,2007 - 2008,"3,000.00","7,000.00",2.33,,,,,,,,,,,,,,,
,,2008 - 2009,"2,805.00","6,331.00",2.26,73,63,0.86,,,,,,,,,,,,
,,2009 - 2010,"2,542.00","3,691.00",1.45,8,6,0.75,,,,,,,,,,,,
,,2010 - 2011,"1,466.00","3,080.00",2.1,,,,,,,,,,,,,,,
,,2011 - 2012,"1,327.00","2,225.00",1.68,13,15,1.15,,,,,,,,,,,,
,,2012 - 2013,"1,000.00","3,000.00",3,,,,,,,,,,,,,,,
,,2013 - 2014,"1,199.00","2,477.00",2.07,,,,,,,,,,,,,,,
,,2014 - 2015,861,"2,468.00",2.87,22,38,1.73,,,,,,,,,,,,
,,2015 - 2016,554,"1,471.00",2.66,,,,,,,,,,,,,,,
,,2016 - 2017,283,585,2.07,60,116,1.93,,,,,,,,,,,,
,,2017 - 2018,165,369,2.24,56,123,2.2,,,,,,,,,,,,
,,2018 - 2019,81,202,2.49,52,130,2.5,,,,,,,,,,,,
,,2019 - 2020,16,37,2.31,80,219,2.74,,,,,,,,,,,,
,,2020 - 2021,17,43,2.53,75,118,1.57,,,,,,,,,,,,
,,2021 - 2022,743,"1,684.00",2.27,167,359,2.15,,,,,,,,,,,,
,,2022 - 2023,6,15,2.5,97,232,2.39,,,,,,,,,,,,
,22. Peddapalli,2016 - 2017,220,455,2.07,,,,,,,,,,,,,,,
,,2017 - 2018,29,65,2.24,,,,,,,,,,,,,,,
,,2018 - 2019,38,95,2.5,,,,,,,,,,,,,,,
,,2019 - 2020,3,7,2.33,1,2,2,,,,,,,,,,,,
,,2020 - 2021,93,222,2.39,2,4,2,,,,,,,,,,,,
,,2021 - 2022,231,523,2.26,8,17,2.13,,,,,,,,,,,,
,,2022 - 2023,16,39,2.44,9,22,2.44,,,,,,,,,,,,
,23. Rajanna,2016 - 2017,220,455,2.07,,,,,,,,,,,,,,,
,,2017 - 2018,166,371,2.23,,,,,,,,,,,,,,,
,,2018 - 2019,149,371,2.49,,,,,,,,,,,,,,,
,,2019 - 2020,32,74,2.31,,,,,,,,,,,,,,,
,,2020 - 2021,47,113,2.4,3,5,1.67,,,,,,,,,,,,
,,2021 - 2022,265,600,2.26,9,19,2.11,,,,,,,,,,,,
,,2022 - 2023,26,64,2.46,3,7,2.33,,,,,,,,,,,,
,24. Rangareddi,2000 - 2001,"4,879.00","7,860.00",1.61,"1,254.00",900,0.72,,,,,,,,,,,,
,,2001 - 2002,"6,004.00","7,367.00",1.23,"1,241.00",604,0.49,,,,,,,,,,,,
,,2002 - 2003,"4,658.00","6,260.00",1.34,605,189,0.31,,,,,,,,,,,,
,,2003 - 2004,"5,395.00","6,976.00",1.29,502,283,0.56,,,,,,,,,,,,
,,2004 - 2005,"3,663.00","6,418.00",1.75,266,325,1.22,,,,,,,,,,,,
,,2005 - 2006,"4,381.00","8,122.00",1.85,150,237,1.58,,,,,,,,,,,,
,,2006 - 2007,"3,801.00","6,568.00",1.73,155,173,1.12,,,,,,,,,,,,
,,2007 - 2008,"7,000.00","14,000.00",2,,,,,,,,,,,,,,,
,,2008 - 2009,"6,895.00","13,935.00",2.02,196,221,1.13,,,,,,,,,,,,
,,2009 - 2010,"7,221.00","11,099.00",1.54,170,43,0.25,,,,,,,,,,,,
,,2010 - 2011,"8,277.00","9,966.00",1.2,61,51,0.84,,,,,,,,,,,,
,,2011 - 2012,"9,016.00","17,356.00",1.93,138,117,0.85,,,,,,,,,,,,
,,2012 - 2013,"9,000.00","15,000.00",1.67,,,,,,,,,,,,,,,
,,2013 - 2014,"10,632.00","17,362.00",1.63,151,142,0.94,,,,,,,,,,,,
,,2014 - 2015,"6,172.00","9,857.00",1.6,7,6,0.86,,,,,,,,,,,,
,,2015 - 2016,"3,325.00","4,007.00",1.21,19,4,0.21,,,,,,,,,,,,
,,2016 - 2017,"1,165.00","2,409.00",2.07,,,,,,,,,,,,,,,
,,2017 - 2018,"1,335.00","4,036.00",3.02,,,,,,,,,,,,,,,
,,2018 - 2019,538,"1,459.00",2.71,,,,,,,,,,,,,,,
,,2019 - 2020,624,"2,495.00",4,1,2,2,,,,,,,,,,,,
,,2020 - 2021,"1,868.00","4,779.00",2.56,25,40,1.6,,,,,,,,,,,,
,,2021 - 2022,"4,100.00","8,212.00",2,92,198,2.15,,,,,,,,,,,,
,,2022 - 2023,"1,989.00","4,883.00",2.46,22,53,2.41,,,,,,,,,,,,
,25. Sangareddy,2016 - 2017,107,221,2.07,15,29,1.93,,,,,,,,,,,,
,,2017 - 2018,110,246,2.24,,,,,,,,,,,,,,,
,,2018 - 2019,113,281,2.49,3,8,2.67,,,,,,,,,,,,
,,2019 - 2020,31,72,2.32,2,6,3,,,,,,,,,,,,
,,2020 - 2021,212,509,2.4,7,10,1.43,,,,,,,,,,,,
,,2021 - 2022,"1,319.00","2,989.00",2.27,8,17,2.13,,,,,,,,,,,,
,,2022 - 2023,105,98,0.93,2,5,2.5,,,,,,,,,,,,
,26. Siddipet,2016 - 2017,"1,396.00","2,887.00",2.07,18,35,1.94,,,,,,,,,,,,
,,2017 - 2018,"1,087.00","1,902.00",1.75,26,57,2.19,,,,,,,,,,,,
,,2018 - 2019,"1,206.00","2,728.00",2.26,32,80,2.5,,,,,,,,,,,,
,,2019 - 2020,651,"1,174.00",1.8,43,118,2.74,,,,,,,,,,,,
,,2020 - 2021,721,"1,029.00",1.43,283,449,1.59,,,,,,,,,,,,
,,2021 - 2022,"1,178.00","2,694.00",2.29,106,115,1.08,,,,,,,,,,,,
,,2022 - 2023,537,"1,240.00",2.31,39,102,2.62,,,,,,,,,,,,
,27. Suryapet,2016 - 2017,"6,880.00","9,095.00",1.32,"3,057.00","5,108.00",1.67,,,,,,,,,,,,
,,2017 - 2018,"5,934.00","12,378.00",2.09,"1,441.00","1,840.00",1.28,,,,,,,,,,,,
,,2018 - 2019,"3,541.00","6,356.00",1.79,"1,010.00","1,794.00",1.78,,,,,,,,,,,,
,,2019 - 2020,"1,485.00","4,200.00",2.83,464,"1,155.00",2.49,,,,,,,,,,,,
,,2020 - 2021,"1,414.00","3,518.00",2.49,769,"1,285.00",1.67,,,,,,,,,,,,
,,2021 - 2022,"1,540.00","3,581.00",2.33,436,738,1.69,,,,,,,,,,,,
,,2022 - 2023,349,677,1.94,221,480,2.17,,,,,,,,,,,,
,28. Vikarabad,2016 - 2017,"5,165.00","9,008.00",1.74,31,60,1.94,,,,,,,,,,,,
,,2017 - 2018,"5,105.00","10,430.00",2.04,55,120,2.18,,,,,,,,,,,,
,,2018 - 2019,"3,614.00","8,880.00",2.46,31,78,2.52,,,,,,,,,,,,
,,2019 - 2020,"3,114.00","8,548.00",2.75,109,300,2.75,,,,,,,,,,,,
,,2020 - 2021,"3,291.00","7,193.00",2.19,209,330,1.58,,,,,,,,,,,,
,,2021 - 2022,"7,757.00","18,384.00",2.37,199,199,1,,,,,,,,,,,,
,,2022 - 2023,"6,890.00","14,751.00",2.14,168,173,1.03,,,,,,,,,,,,
,29. Wanaparthy,2016 - 2017,"21,324.00","50,986.00",2.39,"1,885.00","3,090.00",1.64,,,,,,,,,,,,
,,2017 - 2018,"24,056.00","51,937.00",2.16,"2,453.00","4,830.00",1.97,,,,,,,,,,,,
,,2018 - 2019,"21,732.00","67,456.00",3.1,609,"1,200.00",1.97,,,,,,,,,,,,
,,2019 - 2020,"17,556.00","53,489.00",3.05,"1,385.00","3,911.00",2.82,,,,,,,,,,,,
,,2020 - 2021,"13,550.00","30,331.00",2.24,"1,727.00","2,249.00",1.3,,,,,,,,,,,,
,,2021 - 2022,"12,756.00","31,724.00",2.49,"1,112.00","2,916.00",2.62,,,,,,,,,,,,
,,2022 - 2023,"9,174.00","27,439.00",2.99,"3,120.00","7,398.00",2.37,,,,,,,,,,,,
,30. Warangal,2000 - 2001,"24,350.00","36,622.00",1.5,"24,455.00","22,401.00",0.92,,,,,,,,,,,,
,,2001 - 2002,"24,636.00","26,065.00",1.06,"20,696.00","22,124.00",1.07,,,,,,,,,,,,
,,2002 - 2003,"22,832.00","23,220.00",1.02,"17,499.00","15,014.00",0.86,,,,,,,,,,,,
,,2003 - 2004,"28,264.00","43,866.00",1.55,"16,791.00","14,407.00",0.86,,,,,,,,,,,,
,,2004 - 2005,"32,607.00","38,052.00",1.17,"12,246.00","13,605.00",1.11,,,,,,,,,,,,
,,2005 - 2006,"31,213.00","50,347.00",1.61,"10,915.00","11,122.00",1.02,,,,,,,,,,,,
,,2006 - 2007,"28,090.00","40,590.00",1.44,"9,380.00","11,050.00",1.18,,,,,,,,,,,,
,,2007 - 2008,"27,000.00","43,000.00",1.59,"10,000.00","13,000.00",1.3,,,,,,,,,,,,
,,2008 - 2009,"26,955.00","42,885.00",1.59,"7,524.00","11,459.00",1.52,,,,,,,,,,,,
,,2009 - 2010,"27,838.00","43,956.00",1.58,"6,793.00","9,157.00",1.35,,,,,,,,,,,,
,,2010 - 2011,"25,742.00","44,740.00",1.74,"3,923.00","7,003.00",1.79,,,,,,,,,,,,
,,2011 - 2012,"18,902.00","35,838.00",1.9,"2,907.00","8,285.00",2.85,,,,,,,,,,,,
,,2012 - 2013,"27,000.00","51,000.00",1.89,"3,000.00","9,000.00",3,,,,,,,,,,,,
,,2013 - 2014,"26,041.00","44,426.00",1.71,"3,896.00","9,043.00",2.32,,,,,,,,,,,,
,,2014 - 2015,"19,768.00","34,752.00",1.76,"3,064.00","6,771.00",2.21,,,,,,,,,,,,
,,2015 - 2016,"17,199.00","28,654.00",1.67,"2,471.00","6,249.00",2.53,,,,,,,,,,,,
,,2016 - 2017,"4,119.00","12,110.00",2.94,"2,917.00","10,860.00",3.72,,,,,,,,,,,,
,,2017 - 2018,"3,802.00","10,159.00",2.67,"3,151.00","12,654.00",4.02,,,,,,,,,,,,
,,2018 - 2019,"3,103.00","8,949.00",2.88,"3,470.00","11,867.00",3.42,,,,,,,,,,,,
,,2019 - 2020,"1,450.00","4,603.00",3.17,"2,560.00","8,610.00",3.36,,,,,,,,,,,,
,,2020 - 2021,"1,959.00","5,053.00",2.58,"2,942.00","6,687.00",2.27,,,,,,,,,,,,
,,2021 - 2022,785,"1,876.00",2.39,"2,213.00","4,986.00",2.25,,,,,,,,,,,,
,,2022 - 2023,117,316,2.7,"1,420.00","4,094.00",2.88,,,,,,,,,,,,
,31. Warangal urban,2016 - 2017,452,935,2.07,120,447,3.73,,,,,,,,,,,,
,,2017 - 2018,494,"1,105.00",2.24,76,166,2.18,,,,,,,,,,,,
,,2018 - 2019,440,"1,095.00",2.49,18,45,2.5,,,,,,,,,,,,
,,2019 - 2020,716,"1,681.00",2.35,84,229,2.73,,,,,,,,,,,,
,,2020 - 2021,599,"1,423.00",2.38,103,164,1.59,,,,,,,,,,,,
,,2021 - 2022,810,613,0.76,82,176,2.15,,,,,,,,,,,,
,,2022 - 2023,127,185,1.46,16,34,2.13,,,,,,,,,,,,
,32. Yadadri,2016 - 2017,45,93,2.07,235,393,1.67,,,,,,,,,,,,
,,2017 - 2018,35,78,2.23,52,114,2.19,,,,,,,,,,,,
,,2018 - 2019,57,142,2.49,193,483,2.5,,,,,,,,,,,,
,,2019 - 2020,47,111,2.36,92,252,2.74,,,,,,,,,,,,
,,2020 - 2021,26,64,2.46,47,79,1.68,,,,,,,,,,,,
,,2021 - 2022,757,"1,715.00",2.27,33,71,2.15,,,,,,,,,,,,
,,2022 - 2023,33,81,2.45,17,41,2.41,,,,,,,,,,,,
26. Tripura,1. Dhalai,2004 - 2005,67,59,0.88,103,96,0.93,,,,,,,,,,,,
,,2005 - 2006,90,74,0.82,256,229,0.89,,,,,,,,,,,,
,,2006 - 2007,63,60,0.95,154,137,0.89,,,,,,,,,,,,
,,2007 - 2008,141,134,0.95,163,148,0.91,,,,,,,,,,,,
,,2008 - 2009,66,66,1,107,94,0.88,,,,,,,,,,,,
,,2009 - 2010,67,70,1.04,85,80,0.94,,,,,,,,,,,,
,,2010 - 2011,61,63,1.03,117,120,1.03,,,,,,,,,,,,
,,2011 - 2012,113,144,1.27,74,79,1.07,,,,,,,,,,,,
,,2012 - 2013,103,128,1.24,78,88,1.13,,,,,,,,,,,,
,,2013 - 2014,85,110,1.29,136,143,1.05,,,,,,,,,,,,
,,2014 - 2015,214,256,1.2,115,122,1.06,,,,,,,,,,,,
,,2015 - 2016,215,265,1.23,130,152,1.17,,,,,,,,,,,,
,,2016 - 2017,238,367,1.54,188,254,1.35,,,,,,,,,,,,
,,2017 - 2018,212,317,1.5,285,419,1.47,,,,,,,,,,,,
,,2018 - 2019,167,250.14,1.5,289,403.16,1.4,,,,,,,,,,,,
,,2019 - 2020,208,315,1.51,262,365.79,1.4,,,,,,,,,,,,
,,2020 - 2021,210,327,1.56,174,270,1.55,,,,,,,,,,,,
,,2021 - 2022,,,,164,230,1.4,,,,,,,,,,,,
,,2022 - 2023,296,457,1.54,96,136,1.42,,,,,,,,,,,,
,2. Gomati,2012 - 2013,21,29,1.38,15,14,0.93,,,,,,,,,,,,
,,2013 - 2014,12,16,1.33,11,11,1,,,,,,,,,,,,
,,2014 - 2015,30,30,1,7,7,1,,,,,,,,,,,,
,,2015 - 2016,105,124,1.18,86,96,1.12,,,,,,,,,,,,
,,2016 - 2017,154,250,1.62,75,94,1.25,,,,,,,,,,,,
,,2017 - 2018,158,169,1.07,158,165,1.04,,,,,,,,,,,,
,,2018 - 2019,120,156.78,1.31,153,173.74,1.14,,,,,,,,,,,,
,,2019 - 2020,139,193,1.39,155,179.74,1.16,,,,,,,,,,,,
,,2020 - 2021,176,188,1.07,149,136,0.91,,,,,,,,,,,,
,,2021 - 2022,,,,121,134,1.11,,,,,,,,,,,,
,,2022 - 2023,172,224,1.3,59,74,1.25,,,,,,,,,,,,
,3. Khowai,2012 - 2013,26,38,1.46,20,22,1.1,,,,,,,,,,,,
,,2013 - 2014,40,47,1.18,14,15,1.07,,,,,,,,,,,,
,,2014 - 2015,26,27,1.04,16,18,1.13,,,,,,,,,,,,
,,2015 - 2016,65,77,1.18,23,26,1.13,,,,,,,,,,,,
,,2016 - 2017,46,75,1.63,73,95,1.3,,,,,,,,,,,,
,,2017 - 2018,40,46,1.15,67,78,1.16,,,,,,,,,,,,
,,2018 - 2019,84,121,1.44,178,252.59,1.42,,,,,,,,,,,,
,,2019 - 2020,176,266,1.51,142,208.76,1.47,,,,,,,,,,,,
,,2020 - 2021,190,294,1.55,150,246,1.64,,,,,,,,,,,,
,,2021 - 2022,,,,105,160,1.52,,,,,,,,,,,,
,,2022 - 2023,40,62,1.55,101,156,1.54,,,,,,,,,,,,
,4. North tripura,2004 - 2005,32,61,1.91,63,62,0.98,,,,,,,,,,,,
,,2005 - 2006,56,54,0.96,87,132,1.52,,,,,,,,,,,,
,,2006 - 2007,48,52,1.08,49,85,1.73,,,,,,,,,,,,
,,2007 - 2008,45,50,1.11,68,105,1.54,,,,,,,,,,,,
,,2008 - 2009,37,41,1.11,50,78,1.56,,,,,,,,,,,,
,,2009 - 2010,36,44,1.22,47,66,1.4,,,,,,,,,,,,
,,2010 - 2011,92,97,1.05,59,70,1.19,,,,,,,,,,,,
,,2011 - 2012,58,82,1.41,28,32,1.14,,,,,,,,,,,,
,,2012 - 2013,51,61,1.2,10,12,1.2,,,,,,,,,,,,
,,2013 - 2014,18,21,1.17,15,16,1.07,,,,,,,,,,,,
,,2014 - 2015,47,50,1.06,23,28,1.22,,,,,,,,,,,,
,,2015 - 2016,73,85,1.16,38,44,1.16,,,,,,,,,,,,
,,2016 - 2017,52,82,1.58,61,80,1.31,,,,,,,,,,,,
,,2017 - 2018,111,144,1.3,111,125,1.13,,,,,,,,,,,,
,,2018 - 2019,82,104.5,1.27,40,49.15,1.23,,,,,,,,,,,,
,,2019 - 2020,111,145,1.31,155,198.6,1.28,,,,,,,,,,,,
,,2020 - 2021,74,106,1.43,18,25,1.39,,,,,,,,,,,,
,,2021 - 2022,,,,39,51,1.31,,,,,,,,,,,,
,5. Sepahijala,2012 - 2013,,,,8,7,0.88,,,,,,,,,,,,
,,2013 - 2014,2,2,1,2,2,1,,,,,,,,,,,,
,,2014 - 2015,5,4,0.8,4,4,1,,,,,,,,,,,,
,,2015 - 2016,55,56,1.02,18,20,1.11,,,,,,,,,,,,
,,2016 - 2017,73,118,1.62,69,80,1.16,,,,,,,,,,,,
,,2017 - 2018,89,94,1.06,104,95,0.91,,,,,,,,,,,,
,,2018 - 2019,62,91.64,1.48,118,152.54,1.29,,,,,,,,,,,,
,,2019 - 2020,71,110,1.55,100,133.78,1.34,,,,,,,,,,,,
,,2020 - 2021,68,107,1.57,77,116,1.51,,,,,,,,,,,,
,,2021 - 2022,,,,55,76,1.38,,,,,,,,,,,,
,,2022 - 2023,25,39,1.56,9,13,1.44,,,,,,,,,,,,
,6. South tripura,2004 - 2005,48,42,0.88,78,76,0.97,,,,,,,,,,,,
,,2005 - 2006,74,64,0.86,98,99,1.01,,,,,,,,,,,,
,,2006 - 2007,44,40,0.91,55,55,1,,,,,,,,,,,,
,,2007 - 2008,38,36,0.95,80,71,0.89,,,,,,,,,,,,
