State,District,Year,Moong(Green Gram),,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Whole Year,,,Autumn,,,Winter,,
,,2012 - 2013,,,,"27,000.00","27,000.00",1,,,,,,,,,,,,
,,2013 - 2014,1,1,1,"23,737.00","15,904.00",0.67,,,,,,,,,,,,
,,2014 - 2015,57,34,0.6,"14,940.00","8,232.00",0.55,,,,,,,,,,,,
,,2015 - 2016,78,60,0.77,"25,154.00","10,162.00",0.4,,,,,,,,,,,,
,,2016 - 2017,18,16,0.89,"4,353.00","2,951.00",0.68,,,,,,,,,,,,
,,2017 - 2018,11,9,0.82,"2,063.00","1,362.00",0.66,,,,,,,,,,,,
,,2018 - 2019,10,9,0.9,"1,304.00",558,0.43,,,,,,,,,,,,
,,2019 - 2020,4,4,1,"2,880.00","1,319.00",0.46,,,,,,,,,,,,
,,2020 - 2021,8,8,1,"2,439.00",591,0.24,,,,,,,,,,,,
,,2021 - 2022,88,84,0.95,"1,277.00",553,0.43,,,,,,,,,,,,
,,2022 - 2023,,,,627,331,0.53,,,,,,,,,,,,
,15. Medchal,2016 - 2017,,,,20,14,0.7,,,,,,,,,,,,
,,2017 - 2018,,,,1,1,1,,,,,,,,,,,,
,,2019 - 2020,,,,8,6,0.75,,,,,,,,,,,,
,,2020 - 2021,,,,15,6,0.4,,,,,,,,,,,,
,,2021 - 2022,3,3,1,3,2,0.67,,,,,,,,,,,,
,16. Mulugu,2018 - 2019,683,482,0.71,51,32,0.63,,,,,,,,,,,,
,,2019 - 2020,784,693,0.88,39,31,0.79,,,,,,,,,,,,
,,2020 - 2021,638,484,0.76,19,8,0.42,,,,,,,,,,,,
,,2021 - 2022,366,238,0.65,15,9,0.6,,,,,,,,,,,,
,,2022 - 2023,253,168,0.66,1,1,1,,,,,,,,,,,,
,17. Nagarkurnool,2016 - 2017,12,11,0.92,117,75,0.64,,,,,,,,,,,,
,,2017 - 2018,29,24,0.83,28,18,0.64,,,,,,,,,,,,
,,2018 - 2019,2,2,1,37,23,0.62,,,,,,,,,,,,
,,2019 - 2020,56,53,0.95,44,35,0.8,,,,,,,,,,,,
,,2020 - 2021,304,288,0.95,90,37,0.41,,,,,,,,,,,,
,,2021 - 2022,180,172,0.96,21,13,0.62,,,,,,,,,,,,
,,2022 - 2023,43,50,1.16,15,10,0.67,,,,,,,,,,,,
,18. Nalgonda,2000 - 2001,,,,"51,862.00","17,996.00",0.35,,,,,,,,,,,,
,,2001 - 2002,,,,"40,574.00","14,728.00",0.36,,,,,,,,,,,,
,,2002 - 2003,126,32,0.25,"41,843.00","14,520.00",0.35,,,,,,,,,,,,
,,2003 - 2004,21,7,0.33,"83,607.00","48,408.00",0.58,,,,,,,,,,,,
,,2004 - 2005,,,,"59,290.00","31,661.00",0.53,,,,,,,,,,,,
,,2005 - 2006,,,,"42,788.00","22,592.00",0.53,,,,,,,,,,,,
,,2006 - 2007,507,437,0.86,"37,941.00","11,800.00",0.31,,,,,,,,,,,,
,,2007 - 2008,,,,"44,000.00","18,000.00",0.41,,,,,,,,,,,,
,,2008 - 2009,76,67,0.88,"30,100.00","13,756.00",0.46,,,,,,,,,,,,
,,2009 - 2010,377,174,0.46,"12,481.00",,0,,,,,,,,,,,,
,,2010 - 2011,233,129,0.55,"33,563.00","21,044.00",0.63,,,,,,,,,,,,
,,2011 - 2012,136,95,0.7,"24,166.00","10,150.00",0.42,,,,,,,,,,,,
,,2012 - 2013,,,,"36,000.00","28,000.00",0.78,,,,,,,,,,,,
,,2013 - 2014,107,100,0.93,"25,527.00","13,963.00",0.55,,,,,,,,,,,,
,,2014 - 2015,126,74,0.59,"8,844.00","2,574.00",0.29,,,,,,,,,,,,
,,2015 - 2016,261,202,0.77,"21,612.00","11,346.00",0.52,,,,,,,,,,,,
,,2016 - 2017,48,43,0.9,"4,638.00","1,906.00",0.41,,,,,,,,,,,,
,,2017 - 2018,,,,"1,256.00",643,0.51,,,,,,,,,,,,
,,2018 - 2019,12,11,0.92,464,112,0.24,,,,,,,,,,,,
,,2019 - 2020,56,53,0.95,211,62,0.29,,,,,,,,,,,,
,,2020 - 2021,259,245,0.95,301,124,0.41,,,,,,,,,,,,
,,2021 - 2022,901,863,0.96,131,38,0.29,,,,,,,,,,,,
,,2022 - 2023,508,765,1.51,44,39,0.89,,,,,,,,,,,,
,19. Narayanapet,2018 - 2019,,,,"3,871.00","2,098.00",0.54,,,,,,,,,,,,
,,2019 - 2020,7,7,1,"1,561.00",617,0.4,,,,,,,,,,,,
,,2020 - 2021,174,166,0.95,"1,856.00","1,091.00",0.59,,,,,,,,,,,,
,,2021 - 2022,303,290,0.96,"1,243.00",474,0.38,,,,,,,,,,,,
,,2022 - 2023,16,11,0.69,"1,288.00",774,0.6,,,,,,,,,,,,
,20. Nirmal,2016 - 2017,171,154,0.9,"1,974.00","1,275.00",0.65,,,,,,,,,,,,
,,2017 - 2018,130,108,0.83,"1,437.00",917,0.64,,,,,,,,,,,,
,,2018 - 2019,142,135,0.95,"1,060.00",788,0.74,,,,,,,,,,,,
,,2019 - 2020,59,56,0.95,922,744,0.81,,,,,,,,,,,,
,,2020 - 2021,259,246,0.95,462,97,0.21,,,,,,,,,,,,
,,2021 - 2022,284,272,0.96,99,52,0.53,,,,,,,,,,,,
,,2022 - 2023,35,39,1.11,70,30,0.43,,,,,,,,,,,,
,21. Nizamabad,2000 - 2001,490,164,0.33,"14,313.00","4,108.00",0.29,,,,,,,,,,,,
,,2001 - 2002,619,189,0.31,"14,177.00","3,147.00",0.22,,,,,,,,,,,,
,,2002 - 2003,948,242,0.26,"13,681.00","9,221.00",0.67,,,,,,,,,,,,
,,2003 - 2004,853,288,0.34,"15,237.00","7,451.00",0.49,,,,,,,,,,,,
,,2004 - 2005,"1,240.00",404,0.33,"16,679.00","5,404.00",0.32,,,,,,,,,,,,
,,2005 - 2006,981,525,0.54,"14,262.00","3,651.00",0.26,,,,,,,,,,,,
,,2006 - 2007,823,709,0.86,"14,541.00","2,734.00",0.19,,,,,,,,,,,,
,,2007 - 2008,,,,"21,000.00","6,000.00",0.29,,,,,,,,,,,,
,,2008 - 2009,199,176,0.88,"17,133.00","13,758.00",0.8,,,,,,,,,,,,
,,2009 - 2010,394,182,0.46,"19,684.00","1,496.00",0.08,,,,,,,,,,,,
,,2010 - 2011,435,241,0.55,"19,081.00","12,670.00",0.66,,,,,,,,,,,,
,,2011 - 2012,463,322,0.7,"13,405.00","9,410.00",0.7,,,,,,,,,,,,
,,2012 - 2013,"1,000.00","1,000.00",1,"11,000.00","10,000.00",0.91,,,,,,,,,,,,
,,2013 - 2014,556,517,0.93,"6,789.00","5,221.00",0.77,,,,,,,,,,,,
,,2014 - 2015,891,525,0.59,"5,761.00","1,895.00",0.33,,,,,,,,,,,,
,,2015 - 2016,924,714,0.77,"5,018.00","1,566.00",0.31,,,,,,,,,,,,
,,2016 - 2017,375,339,0.9,688,590,0.86,,,,,,,,,,,,
,,2017 - 2018,256,213,0.83,453,289,0.64,,,,,,,,,,,,
,,2018 - 2019,243,230,0.95,364,229,0.63,,,,,,,,,,,,
,,2019 - 2020,80,76,0.95,110,87,0.79,,,,,,,,,,,,
,,2020 - 2021,52,51,0.98,186,77,0.41,,,,,,,,,,,,
,,2021 - 2022,111,82,0.74,77,26,0.34,,,,,,,,,,,,
,,2022 - 2023,12,12,1,43,19,0.44,,,,,,,,,,,,
,22. Peddapalli,2016 - 2017,242,219,0.9,975,593,0.61,,,,,,,,,,,,
,,2017 - 2018,28,23,0.82,91,58,0.64,,,,,,,,,,,,
,,2018 - 2019,227,215,0.95,58,36,0.62,,,,,,,,,,,,
,,2019 - 2020,43,41,0.95,220,173,0.79,,,,,,,,,,,,
,,2020 - 2021,36,34,0.94,88,36,0.41,,,,,,,,,,,,
,,2021 - 2022,248,238,0.96,5,2,0.4,,,,,,,,,,,,
,,2022 - 2023,7,7,1,14,9,0.64,,,,,,,,,,,,
,23. Rajanna,2016 - 2017,312,282,0.9,"1,306.00",794,0.61,,,,,,,,,,,,
,,2017 - 2018,163,136,0.83,348,222,0.64,,,,,,,,,,,,
,,2018 - 2019,146,138,0.95,217,136,0.63,,,,,,,,,,,,
,,2019 - 2020,71,67,0.94,350,276,0.79,,,,,,,,,,,,
,,2020 - 2021,232,218,0.94,516,215,0.42,,,,,,,,,,,,
,,2021 - 2022,508,487,0.96,145,107,0.74,,,,,,,,,,,,
,,2022 - 2023,25,23,0.92,49,34,0.69,,,,,,,,,,,,
,24. Rangareddi,2000 - 2001,,,,"23,663.00","8,637.00",0.37,,,,,,,,,,,,
,,2001 - 2002,,,,"19,799.00","7,801.00",0.39,,,,,,,,,,,,
,,2002 - 2003,,,,"20,315.00","6,155.00",0.3,,,,,,,,,,,,
,,2003 - 2004,,,,"18,641.00","6,580.00",0.35,,,,,,,,,,,,
,,2004 - 2005,,,,"15,231.00","7,570.00",0.5,,,,,,,,,,,,
,,2005 - 2006,,,,"14,268.00","7,148.00",0.5,,,,,,,,,,,,
,,2006 - 2007,,,,"13,646.00","4,298.00",0.31,,,,,,,,,,,,
,,2007 - 2008,,,,"13,000.00","5,000.00",0.38,,,,,,,,,,,,
,,2008 - 2009,,,,"9,652.00","4,035.00",0.42,,,,,,,,,,,,
,,2009 - 2010,,,,"9,719.00",272,0.03,,,,,,,,,,,,
,,2010 - 2011,,,,"11,030.00","2,107.00",0.19,,,,,,,,,,,,
,,2011 - 2012,3,2,0.67,"6,616.00","2,752.00",0.42,,,,,,,,,,,,
,,2012 - 2013,,,,"6,000.00","4,000.00",0.67,,,,,,,,,,,,
,,2013 - 2014,,,,"6,378.00","5,574.00",0.87,,,,,,,,,,,,
,,2014 - 2015,,,,"3,965.00","2,569.00",0.65,,,,,,,,,,,,
,,2015 - 2016,20,15,0.75,"4,874.00","2,461.00",0.5,,,,,,,,,,,,
,,2016 - 2017,4,4,1,662,459,0.69,,,,,,,,,,,,
,,2017 - 2018,4,3,0.75,224,143,0.64,,,,,,,,,,,,
,,2018 - 2019,,,,91,57,0.63,,,,,,,,,,,,
,,2019 - 2020,,,,140,110,0.79,,,,,,,,,,,,
,,2020 - 2021,8,8,1,187,78,0.42,,,,,,,,,,,,
,,2021 - 2022,30,29,0.97,47,21,0.45,,,,,,,,,,,,
,,2022 - 2023,3,3,1,28,19,0.68,,,,,,,,,,,,
,25. Sangareddy,2016 - 2017,,,,"23,733.00","16,091.00",0.68,,,,,,,,,,,,
,,2017 - 2018,,,,"14,611.00","11,616.00",0.8,,,,,,,,,,,,
,,2018 - 2019,,,,"13,017.00","9,685.00",0.74,,,,,,,,,,,,
,,2019 - 2020,,,,"17,863.00","14,969.00",0.84,,,,,,,,,,,,
,,2020 - 2021,2,2,1,"15,422.00","8,459.00",0.55,,,,,,,,,,,,
,,2021 - 2022,26,25,0.96,"9,050.00","7,738.00",0.86,,,,,,,,,,,,
,,2022 - 2023,3,3,1,"6,830.00","6,202.00",0.91,,,,,,,,,,,,
,26. Siddipet,2016 - 2017,85,77,0.91,959,650,0.68,,,,,,,,,,,,
,,2017 - 2018,58,48,0.83,567,362,0.64,,,,,,,,,,,,
,,2018 - 2019,90,85,0.94,314,198,0.63,,,,,,,,,,,,
,,2019 - 2020,93,88,0.95,587,463,0.79,,,,,,,,,,,,
,,2020 - 2021,56,54,0.96,363,150,0.41,,,,,,,,,,,,
,,2021 - 2022,244,234,0.96,97,83,0.86,,,,,,,,,,,,
,,2022 - 2023,12,12,1,69,41,0.59,,,,,,,,,,,,
,27. Suryapet,2016 - 2017,62,56,0.9,"23,876.00","9,813.00",0.41,,,,,,,,,,,,
,,2017 - 2018,,,,"17,712.00","9,086.00",0.51,,,,,,,,,,,,
,,2018 - 2019,9,9,1,"9,589.00","4,334.00",0.45,,,,,,,,,,,,
,,2019 - 2020,82,78,0.95,"5,634.00","3,403.00",0.6,,,,,,,,,,,,
,,2020 - 2021,151,143,0.95,"5,200.00","1,016.00",0.2,,,,,,,,,,,,
,,2021 - 2022,168,161,0.96,"1,867.00","1,074.00",0.58,,,,,,,,,,,,
,,2022 - 2023,80,42,0.53,883,434,0.49,,,,,,,,,,,,
,28. Vikarabad,2016 - 2017,,,,"9,508.00","6,589.00",0.69,,,,,,,,,,,,
,,2017 - 2018,,,,"8,360.00","4,581.00",0.55,,,,,,,,,,,,
,,2018 - 2019,,,,"7,248.00","6,299.00",0.87,,,,,,,,,,,,
,,2019 - 2020,,,,"6,860.00","5,989.00",0.87,,,,,,,,,,,,
,,2020 - 2021,16,15,0.94,"9,650.00","5,127.00",0.53,,,,,,,,,,,,
,,2021 - 2022,53,51,0.96,"6,197.00","4,282.00",0.69,,,,,,,,,,,,
,,2022 - 2023,1,1,1,"6,953.00","3,824.00",0.55,,,,,,,,,,,,
,29. Wanaparthy,2016 - 2017,115,104,0.9,993,637,0.64,,,,,,,,,,,,
,,2017 - 2018,206,171,0.83,714,456,0.64,,,,,,,,,,,,
,,2018 - 2019,176,167,0.95,351,221,0.63,,,,,,,,,,,,
,,2019 - 2020,71,67,0.94,92,72,0.78,,,,,,,,,,,,
,,2020 - 2021,133,127,0.95,147,61,0.41,,,,,,,,,,,,
,,2021 - 2022,135,129,0.96,91,45,0.49,,,,,,,,,,,,
,,2022 - 2023,9,9,1,29,19,0.66,,,,,,,,,,,,
,30. Warangal,2000 - 2001,34,11,0.32,"31,330.00","10,308.00",0.33,,,,,,,,,,,,
,,2001 - 2002,51,16,0.31,"30,636.00","15,961.00",0.52,,,,,,,,,,,,
,,2002 - 2003,"2,014.00",514,0.26,"23,479.00","4,625.00",0.2,,,,,,,,,,,,
,,2003 - 2004,"1,760.00",595,0.34,"31,832.00","17,476.00",0.55,,,,,,,,,,,,
,,2004 - 2005,"1,396.00",455,0.33,"19,186.00","11,550.00",0.6,,,,,,,,,,,,
,,2005 - 2006,"1,554.00",831,0.53,"21,676.00","13,352.00",0.62,,,,,,,,,,,,
,,2006 - 2007,"3,473.00","2,994.00",0.86,"19,968.00","11,062.00",0.55,,,,,,,,,,,,
,,2007 - 2008,"3,000.00","3,000.00",1,"24,000.00","12,000.00",0.5,,,,,,,,,,,,
,,2008 - 2009,"2,031.00","1,797.00",0.88,"23,886.00","12,875.00",0.54,,,,,,,,,,,,
,,2009 - 2010,"3,142.00","1,452.00",0.46,"26,269.00","8,800.00",0.33,,,,,,,,,,,,
,,2010 - 2011,"3,249.00","1,800.00",0.55,"28,116.00","14,508.00",0.52,,,,,,,,,,,,
,,2011 - 2012,"2,554.00","1,775.00",0.69,"19,571.00","9,453.00",0.48,,,,,,,,,,,,
,,2012 - 2013,"2,000.00","2,000.00",1,"21,000.00","13,000.00",0.62,,,,,,,,,,,,
,,2013 - 2014,"2,240.00","2,083.00",0.93,"20,505.00","17,778.00",0.87,,,,,,,,,,,,
,,2014 - 2015,"3,290.00","1,938.00",0.59,"17,717.00","10,506.00",0.59,,,,,,,,,,,,
,,2015 - 2016,"1,950.00","1,507.00",0.77,"17,226.00","11,145.00",0.65,,,,,,,,,,,,
,,2016 - 2017,270,244,0.9,884,692,0.78,,,,,,,,,,,,
,,2017 - 2018,324,270,0.83,474,302,0.64,,,,,,,,,,,,
,,2018 - 2019,260,246,0.95,495,311,0.63,,,,,,,,,,,,
,,2019 - 2020,253,240,0.95,313,247,0.79,,,,,,,,,,,,
,,2020 - 2021,335,316,0.94,456,189,0.41,,,,,,,,,,,,
,,2021 - 2022,460,393,0.85,206,225,1.09,,,,,,,,,,,,
,,2022 - 2023,33,30,0.91,291,88,0.3,,,,,,,,,,,,
,31. Warangal urban,2016 - 2017,62,56,0.9,291,228,0.78,,,,,,,,,,,,
,,2017 - 2018,81,67,0.83,132,84,0.64,,,,,,,,,,,,
,,2018 - 2019,76,72,0.95,70,44,0.63,,,,,,,,,,,,
,,2019 - 2020,106,100,0.94,156,123,0.79,,,,,,,,,,,,
,,2020 - 2021,45,43,0.96,103,44,0.43,,,,,,,,,,,,
,,2021 - 2022,88,84,0.95,54,5,0.09,,,,,,,,,,,,
,,2022 - 2023,12,12,1,26,17,0.65,,,,,,,,,,,,
,32. Yadadri,2016 - 2017,3,3,1,961,395,0.41,,,,,,,,,,,,
,,2017 - 2018,68,57,0.84,330,211,0.64,,,,,,,,,,,,
,,2018 - 2019,57,54,0.95,397,250,0.63,,,,,,,,,,,,
,,2019 - 2020,19,18,0.95,435,343,0.79,,,,,,,,,,,,
,,2020 - 2021,26,25,0.96,411,171,0.42,,,,,,,,,,,,
,,2021 - 2022,174,167,0.96,60,48,0.8,,,,,,,,,,,,
,,2022 - 2023,1,1,1,36,22,0.61,,,,,,,,,,,,
26. Tripura,1. Dhalai,2004 - 2005,34,15,0.44,96,50,0.52,,,,,,,,,,,,
,,2005 - 2006,45,24,0.53,270,153,0.57,,,,,,,,,,,,
,,2006 - 2007,105,56,0.53,290,161,0.56,,,,,,,,,,,,
,,2007 - 2008,46,26,0.57,102,60,0.59,,,,,,,,,,,,
,,2008 - 2009,39,32,0.82,104,62,0.6,,,,,,,,,,,,
,,2009 - 2010,31,16,0.52,108,62,0.57,,,,,,,,,,,,
,,2010 - 2011,16,8,0.5,102,56,0.55,,,,,,,,,,,,
,,2011 - 2012,55,31,0.56,91,48,0.53,,,,,,,,,,,,
,,2012 - 2013,63,38,0.6,106,58,0.55,,,,,,,,,,,,
,,2013 - 2014,13,8,0.62,297,161,0.54,,,,,,,,,,,,
,,2014 - 2015,71,43,0.61,164,91,0.55,,,,,,,,,,,,
,,2015 - 2016,110,60,0.55,498,254,0.51,,,,,,,,,,,,
,,2016 - 2017,172,100,0.58,410,229,0.56,,,,,,,,,,,,
,,2017 - 2018,313,214,0.68,466,260,0.56,,,,,,,,,,,,
,,2018 - 2019,223,166.76,0.75,364,237.24,0.65,,,,,,,,,,,,
,,2019 - 2020,185,140,0.76,381,305.1,0.8,,,,,,,,,,,,
,,2020 - 2021,148,120,0.81,151,124,0.82,,,,,,,,,,,,
,,2021 - 2022,145,109,0.75,239,178,0.74,,,,,,,,,,,,
,,2022 - 2023,62,53,0.85,120,98,0.82,,,,,,,,,,,,
,2. Gomati,2012 - 2013,14,12,0.86,19,11,0.58,,,,,,,,,,,,
,,2013 - 2014,9,6,0.67,9,5,0.56,,,,,,,,,,,,
,,2014 - 2015,65,44,0.68,20,11,0.55,,,,,,,,,,,,
,,2015 - 2016,64,35,0.55,278,142,0.51,,,,,,,,,,,,
,,2016 - 2017,111,82,0.74,260,150,0.58,,,,,,,,,,,,
,,2017 - 2018,297,216,0.73,315,176,0.56,,,,,,,,,,,,
,,2018 - 2019,295,209.32,0.71,252,140.38,0.56,,,,,,,,,,,,
,,2019 - 2020,282,200,0.71,258,144.07,0.56,,,,,,,,,,,,
,,2020 - 2021,262,202,0.77,230,130,0.57,,,,,,,,,,,,
,,2021 - 2022,215,157,0.73,144,85,0.59,,,,,,,,,,,,
,,2022 - 2023,187,156,0.83,58,38,0.66,,,,,,,,,,,,
,3. Khowai,2012 - 2013,44,24,0.55,82,43,0.52,,,,,,,,,,,,
,,2013 - 2014,70,44,0.63,33,16,0.48,,,,,,,,,,,,
,,2014 - 2015,125,76,0.61,45,23,0.51,,,,,,,,,,,,
,,2015 - 2016,146,80,0.55,212,105,0.5,,,,,,,,,,,,
,,2016 - 2017,99,60,0.61,265,141,0.53,,,,,,,,,,,,
,,2017 - 2018,247,152,0.62,327,172,0.53,,,,,,,,,,,,
,,2018 - 2019,207,138,0.67,267,160.1,0.6,,,,,,,,,,,,
,,2019 - 2020,256,179,0.7,225,139.76,0.62,,,,,,,,,,,,
,,2020 - 2021,250,188,0.75,270,172,0.64,,,,,,,,,,,,
,,2021 - 2022,185,135,0.73,175,108,0.62,,,,,,,,,,,,
,,2022 - 2023,65,55,0.85,112,75,0.67,,,,,,,,,,,,
,4. North tripura,2004 - 2005,57,31,0.54,47,26,0.55,,,,,,,,,,,,
,,2005 - 2006,67,33,0.49,157,79,0.5,,,,,,,,,,,,
,,2006 - 2007,66,29,0.44,172,91,0.53,,,,,,,,,,,,
,,2007 - 2008,67,33,0.49,92,39,0.42,,,,,,,,,,,,
,,2008 - 2009,62,32,0.52,119,61,0.51,,,,,,,,,,,,
,,2009 - 2010,69,39,0.57,133,73,0.55,,,,,,,,,,,,
,,2010 - 2011,67,36,0.54,91,49,0.54,,,,,,,,,,,,
,,2011 - 2012,62,36,0.58,115,60,0.52,,,,,,,,,,,,
,,2012 - 2013,17,10,0.59,47,26,0.55,,,,,,,,,,,,
,,2013 - 2014,31,17,0.55,82,48,0.59,,,,,,,,,,,,
,,2014 - 2015,156,98,0.63,111,64,0.58,,,,,,,,,,,,
,,2015 - 2016,239,132,0.55,310,160,0.52,,,,,,,,,,,,
,,2016 - 2017,233,144,0.62,260,150,0.58,,,,,,,,,,,,
,,2017 - 2018,374,230,0.61,230,133,0.58,,,,,,,,,,,,
,,2018 - 2019,274,178.08,0.65,185,110.4,0.6,,,,,,,,,,,,
,,2019 - 2020,246,168,0.68,384,238.37,0.62,,,,,,,,,,,,
,,2020 - 2021,162,120,0.74,159,103,0.65,,,,,,,,,,,,
,,2021 - 2022,32,23,0.72,60,36,0.6,,,,,,,,,,,,
,,2022 - 2023,24,22,0.92,8,5,0.63,,,,,,,,,,,,
,5. Sepahijala,2012 - 2013,19,10,0.53,12,6,0.5,,,,,,,,,,,,
,,2013 - 2014,24,12,0.5,6,3,0.5,,,,,,,,,,,,
,,2014 - 2015,2,1,0.5,41,22,0.54,,,,,,,,,,,,
,,2015 - 2016,30,15,0.5,161,82,0.51,,,,,,,,,,,,
,,2016 - 2017,133,77,0.58,197,105,0.53,,,,,,,,,,,,
,,2017 - 2018,251,146,0.58,207,109,0.53,,,,,,,,,,,,
,,2018 - 2019,186,118.89,0.64,154,93.69,0.61,,,,,,,,,,,,
,,2019 - 2020,146,98,0.67,197,126.86,0.64,,,,,,,,,,,,
,,2020 - 2021,120,88,0.73,98,63,0.64,,,,,,,,,,,,
,,2021 - 2022,38,24,0.63,55,34,0.62,,,,,,,,,,,,
,,2022 - 2023,75,63,0.84,11,8,0.73,,,,,,,,,,,,
,6. South tripura,2004 - 2005,55,30,0.55,110,62,0.56,,,,,,,,,,,,
,,2005 - 2006,98,84,0.86,185,109,0.59,,,,,,,,,,,,
,,2006 - 2007,69,44,0.64,73,36,0.49,,,,,,,,,,,,
,,2007 - 2008,70,49,0.7,91,43,0.47,,,,,,,,,,,,
,,2008 - 2009,61,47,0.77,90,46,0.51,,,,,,,,,,,,
,,2009 - 2010,74,45,0.61,102,58,0.57,,,,,,,,,,,,
,,2010 - 2011,65,38,0.58,95,50,0.53,,,,,,,,,,,,
,,2011 - 2012,75,43,0.57,111,62,0.56,,,,,,,,,,,,
,,2012 - 2013,61,35,0.57,65,36,0.55,,,,,,,,,,,,
,,2013 - 2014,76,40,0.53,110,57,0.52,,,,,,,,,,,,
,,2014 - 2015,103,62,0.6,71,40,0.56,,,,,,,,,,,,
,,2015 - 2016,225,124,0.55,112,58,0.52,,,,,,,,,,,,
,,2016 - 2017,196,121,0.62,402,231,0.57,,,,,,,,,,,,
,,2017 - 2018,218,132,0.61,335,190,0.57,,,,,,,,,,,,
,,2018 - 2019,241,149.29,0.62,327,201.82,0.62,,,,,,,,,,,,
,,2019 - 2020,279,181,0.65,369,237.6,0.64,,,,,,,,,,,,
,,2020 - 2021,210,149,0.71,251,160,0.64,,,,,,,,,,,,
,,2021 - 2022,218,143,0.66,230,144,0.63,,,,,,,,,,,,
,,2022 - 2023,233,191,0.82,244,162,0.66,,,,,,,,,,,,
,7. Unakoti,2012 - 2013,48,26,0.54,44,21,0.48,,,,,,,,,,,,
,,2013 - 2014,39,21,0.54,54,27,0.5,,,,,,,,,,,,
,,2014 - 2015,67,38,0.57,83,44,0.53,,,,,,,,,,,,
,,2015 - 2016,14,7,0.5,331,163,0.49,,,,,,,,,,,,
,,2016 - 2017,86,49,0.57,201,105,0.52,,,,,,,,,,,,
,,2017 - 2018,229,130,0.57,248,125,0.5,,,,,,,,,,,,
,,2018 - 2019,228,147.74,0.65,228,137.45,0.6,,,,,,,,,,,,
,,2019 - 2020,83,56,0.67,113,70.77,0.63,,,,,,,,,,,,
,,2020 - 2021,66,48,0.73,96,61,0.64,,,,,,,,,,,,
,,2021 - 2022,230,152,0.66,,,,,,,,,,,,,,,
,,2022 - 2023,176,149,0.85,110,73,0.66,,,,,,,,,,,,
,8. West tripura,2004 - 2005,296,144,0.49,87,45,0.52,,,,,,,,,,,,
,,2005 - 2006,107,50,0.47,351,177,0.5,,,,,,,,,,,,
,,2006 - 2007,109,56,0.51,209,101,0.48,,,,,,,,,,,,
,,2007 - 2008,59,29,0.49,81,41,0.51,,,,,,,,,,,,
,,2008 - 2009,56,24,0.43,76,35,0.46,,,,,,,,,,,,
,,2009 - 2010,56,31,0.55,55,29,0.53,,,,,,,,,,,,
,,2010 - 2011,51,31,0.61,108,57,0.53,,,,,,,,,,,,
,,2011 - 2012,59,37,0.63,145,77,0.53,,,,,,,,,,,,
,,2012 - 2013,15,8,0.53,11,6,0.55,,,,,,,,,,,,
,,2013 - 2014,12,7,0.58,40,21,0.53,,,,,,,,,,,,
,,2014 - 2015,30,19,0.63,34,17,0.5,,,,,,,,,,,,
,,2015 - 2016,200,112,0.56,298,147,0.49,,,,,,,,,,,,
,,2016 - 2017,170,101,0.59,233,123,0.53,,,,,,,,,,,,
,,2017 - 2018,391,230,0.59,345,183,0.53,,,,,,,,,,,,
,,2018 - 2019,307,195.4,0.64,305,174.89,0.57,,,,,,,,,,,,
,,2019 - 2020,293,197.51,0.67,335,199.43,0.6,,,,,,,,,,,,
,,2020 - 2021,252,186,0.74,195,122,0.63,,,,,,,,,,,,
,,2021 - 2022,8,5,0.63,106,64,0.6,,,,,,,,,,,,
,,2022 - 2023,160,139,0.87,,,,,,,,,,,,,,,
27. Uttar Pradesh,1. Agra,2000 - 2001,223,60,0.27,86,26,0.3,,,,,,,,,,,,
,,2001 - 2002,122,34,0.28,65,18,0.28,,,,,,,,,,,,
,,2002 - 2003,,,,59,17,0.29,74,35,0.47,,,,,,,,,
,,2003 - 2004,,,,72,17,0.24,63,25,0.4,,,,,,,,,
,,2007 - 2008,,,,56,11,0.2,57,43,0.75,,,,,,,,,
,,2008 - 2009,,,,56,20,0.36,51,29,0.57,,,,,,,,,
,,2009 - 2010,,,,69,10,0.14,161,141,0.88,,,,,,,,,
,,2010 - 2011,,,,72,34,0.47,327,224,0.69,,,,,,,,,
,,2011 - 2012,,,,123,52,0.42,196,134,0.68,,,,,,,,,
,,2012 - 2013,,,,67,34,0.51,217,194,0.89,,,,,,,,,
,,2013 - 2014,,,,107,34,0.32,341,201,0.59,,,,,,,,,
,,2014 - 2015,,,,96,31,0.32,645,457,0.71,,,,,,,,,
,,2015 - 2016,,,,155,34,0.22,683,478,0.7,,,,,,,,,
,,2016 - 2017,,,,178,74,0.42,315,146,0.46,,,,,,,,,
,,2017 - 2018,,,,51,20,0.39,225,214,0.95,,,,,,,,,
,,2018 - 2019,,,,116,49,0.42,193,138,0.72,,,,,,,,,
,,2019 - 2020,,,,139,40,0.29,298,378,1.27,,,,,,,,,
,,2020 - 2021,,,,111,44,0.4,297,347,1.17,,,,,,,,,
,,2021 - 2022,,,,111,40,0.36,282,248,0.88,,,,,,,,,
,,2022 - 2023,,,,109,41,0.38,"2,174.00","1,365.00",0.63,,,,,,,,,
,2. Aligarh,2000 - 2001,"4,787.00","1,656.00",0.35,248,75,0.3,,,,,,,,,,,,
,,2001 - 2002,"4,475.00","1,624.00",0.36,284,78,0.27,,,,,,,,,,,,
,,2002 - 2003,,,,369,104,0.28,"3,043.00","1,187.00",0.39,,,,,,,,,
