state,district,year,urad_kharif_yield_tonne_per_hectare
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bargarh,2000 - 2001,0.24
,,2001 - 2002,0.21
,,2002 - 2003,0.26
,,2003 - 2004,0.25
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bhadrak,2000 - 2001,0.22
,,2001 - 2002,0.23
,,2002 - 2003,0.2
,,2003 - 2004,0.3
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Boudh,2000 - 2001,0.15
,,2001 - 2002,0.16
,,2002 - 2003,0.14
,,2003 - 2004,0.3
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Cuttack,2000 - 2001,0.35
,,2001 - 2002,0.47
,,2002 - 2003,0.4
,,2003 - 2004,0.38
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Deogarh,2000 - 2001,0.24
,,2001 - 2002,0.22
,,2002 - 2003,0.26
,,2003 - 2004,0.21
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dhenkanal,2000 - 2001,0.15
,,2001 - 2002,0.31
,,2002 - 2003,0.25
,,2003 - 2004,0.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gajapati,2000 - 2001,0.18
,,2001 - 2002,0.2
,,2002 - 2003,0.17
,,2003 - 2004,0.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ganjam,2000 - 2001,0.18
,,2001 - 2002,0.24
,,2002 - 2003,0.18
,,2003 - 2004,0.21
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jagatsinghapur,2000 - 2001,0.38
,,2001 - 2002,0.4
,,2002 - 2003,0.32
,,2003 - 2004,0.28
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jajapur,2000 - 2001,0.27
,,2001 - 2002,0.46
,,2002 - 2003,0.32
,,2003 - 2004,0.24
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jharsuguda,2000 - 2001,0.06
,,2001 - 2002,0.4
,,2002 - 2003,0.12
,,2003 - 2004,0.38
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kalahandi,2000 - 2001,0.13
,,2001 - 2002,0.22
,,2002 - 2003,0.1
,,2003 - 2004,0.23
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kandhamal,2000 - 2001,0.17
,,2001 - 2002,0.24
,,2002 - 2003,0.1
,,2003 - 2004,0.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendrapara,2000 - 2001,0.49
,,2001 - 2002,0.37
,,2002 - 2003,0.32
,,2003 - 2004,0.28
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendujhar,2000 - 2001,0.18
,,2001 - 2002,0.2
,,2002 - 2003,0.13
,,2003 - 2004,0.23
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Khordha,2000 - 2001,0.18
,,2001 - 2002,0.16
,,2002 - 2003,0.19
,,2003 - 2004,0.24
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Koraput,2000 - 2001,0.2
,,2001 - 2002,0.27
,,2002 - 2003,0.14
,,2003 - 2004,0.25
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malkangiri,2000 - 2001,0.14
,,2001 - 2002,0.28
,,2002 - 2003,0.13
,,2003 - 2004,0.28
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mayurbhanj,2000 - 2001,0.21
,,2001 - 2002,0.22
,,2002 - 2003,0.18
,,2003 - 2004,0.24
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nabarangpur,2000 - 2001,0.37
,,2001 - 2002,0.3
,,2002 - 2003,0.17
,,2003 - 2004,0.47
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nayagarh,2000 - 2001,0.17
,,2001 - 2002,0.23
,,2002 - 2003,0.17
,,2003 - 2004,0.23
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nuapada,2000 - 2001,0.12
,,2001 - 2002,0.14
,,2002 - 2003,0.06
,,2003 - 2004,0.11
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Puri,2000 - 2001,0.27
,,2001 - 2002,0.27
,,2002 - 2003,0.27
,,2003 - 2004,0.26
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rayagada,2000 - 2001,0.17
,,2001 - 2002,0.22
,,2002 - 2003,0.15
,,2003 - 2004,0.24
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sambalpur,2000 - 2001,0.18
,,2001 - 2002,0.26
,,2002 - 2003,0.56
,,2003 - 2004,0.22
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sonepur,2000 - 2001,0.09
,,2001 - 2002,0.04
,,2002 - 2003,0.05
,,2003 - 2004,0.15
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sundargarh,2000 - 2001,0.13
,,2001 - 2002,0.26
,,2002 - 2003,0.17
,,2003 - 2004,0.21
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Puducherry,Karaikal,2000 - 2001,1.0
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Mahe,2000 - 2001,0.6
,,2021 - 2022,
,Pondicherry,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,0.68
,,2008 - 2009,0.76
,,2009 - 2010,0.32
,,2010 - 2011,0.77
,,2011 - 2012,0.8
,,2012 - 2013,1.0
,,2013 - 2014,0.67
,,2014 - 2015,0.78
,,2015 - 2016,0.75
,,2016 - 2017,1.4
,,2017 - 2018,0.9
,,2018 - 2019,0.83
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Yanam,2000 - 2001,0.52
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,0.5
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Punjab,Amritsar,2002 - 2003,0.43
,,2003 - 2004,0.38
,,2004 - 2005,0.33
,,2005 - 2006,0.5
,,2006 - 2007,0.33
,,2007 - 2008,0.4
,,2008 - 2009,0.5
,,2009 - 2010,1.0
,,2010 - 2011,0.67
,,2011 - 2012,0.5
,,2012 - 2013,0.5
,,2013 - 2014,0.47
,,2014 - 2015,0.55
,,2015 - 2016,0.53
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,0.5
,Gurdaspur,2002 - 2003,0.55
,,2003 - 2004,0.42
,,2004 - 2005,0.55
,,2005 - 2006,0.5
,,2006 - 2007,0.45
,,2007 - 2008,0.45
,,2008 - 2009,0.44
,,2009 - 2010,0.44
,,2010 - 2011,0.5
,,2011 - 2012,0.28
,,2012 - 2013,0.33
,,2013 - 2014,0.53
,,2014 - 2015,0.53
,,2015 - 2016,0.87
,,2016 - 2017,0.5
,,2017 - 2018,1.0
,,2018 - 2019,0.67
,,2019 - 2020,0.67
,,2020 - 2021,0.5
,,2021 - 2022,0.5
,,2022 - 2023,1.0
,Hoshiarpur,2002 - 2003,0.33
,,2003 - 2004,0.4
,,2004 - 2005,0.25
,,2005 - 2006,0.33
,,2006 - 2007,0.33
,,2007 - 2008,0.4
,,2008 - 2009,0.5
,,2009 - 2010,0.5
,,2010 - 2011,0.5
,,2011 - 2012,0.67
,,2012 - 2013,0.67
,,2013 - 2014,0.3
,,2014 - 2015,0.3
,,2015 - 2016,0.5
,,2016 - 2017,0.5
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,0.44
,,2022 - 2023,1.0
,Jalandhar,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2014 - 2015,0.55
,Nawanshahr,2003 - 2004,1.0
,Pathankot,2012 - 2013,0.42
,,2013 - 2014,0.47
,,2014 - 2015,0.56
,,2015 - 2016,0.42
,,2016 - 2017,0.42
,,2018 - 2019,0.46
,,2019 - 2020,0.42
,,2020 - 2021,0.5
,,2021 - 2022,0.44
,,2022 - 2023,0.4
,Patiala,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2008 - 2009,0.0
,,2017 - 2018,0.45
,Rupnagar,2002 - 2003,0.25
,,2003 - 2004,0.29
,,2004 - 2005,0.67
,,2005 - 2006,0.67
,,2006 - 2007,0.5
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,0.0
,,2010 - 2011,1.0
,,2012 - 2013,0.0
,,2022 - 2023,0.0
,S.a.s nagar,2006 - 2007,0.5
,,2007 - 2008,0.67
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2011 - 2012,0.5
,,2012 - 2013,1.0
,,2013 - 2014,0.55
,,2014 - 2015,0.65
,,2015 - 2016,0.75
,,2016 - 2017,1.0
,,2017 - 2018,0.5
,,2018 - 2019,0.67
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,Tarn taran,2006 - 2007,0.0
,,2007 - 2008,0.0
,,2008 - 2009,0.0
,,2009 - 2010,0.0
Rajasthan,Ajmer,2000 - 2001,0.26
,,2001 - 2002,0.41
,,2002 - 2003,0.2
,,2003 - 2004,0.6
,,2004 - 2005,0.42
,,2005 - 2006,0.12
,,2006 - 2007,0.29
,,2007 - 2008,0.4
,,2008 - 2009,0.23
,,2009 - 2010,0.02
,,2010 - 2011,0.72
,,2011 - 2012,0.12
,,2012 - 2013,0.23
,,2013 - 2014,0.23
,,2014 - 2015,0.39
,,2015 - 2016,0.56
,,2016 - 2017,0.7
,,2017 - 2018,0.79
,,2018 - 2019,0.72
,,2019 - 2020,0.34
,,2020 - 2021,0.44
,,2021 - 2022,0.4
,,2022 - 2023,0.49
,Alwar,2000 - 2001,0.28
,,2001 - 2002,0.36
,,2002 - 2003,0.33
,,2003 - 2004,0.5
,,2004 - 2005,0.5
,,2005 - 2006,0.22
,,2006 - 2007,0.25
,,2007 - 2008,0.6
,,2008 - 2009,0.33
,,2009 - 2010,0.2
,,2010 - 2011,0.75
,,2011 - 2012,0.67
,,2012 - 2013,1.0
,,2013 - 2014,0.33
,,2014 - 2015,1.0
,,2017 - 2018,0.5
,,2018 - 2019,1.0
,Banswara,2000 - 2001,0.34
,,2001 - 2002,0.23
,,2002 - 2003,0.18
,,2003 - 2004,0.52
,,2004 - 2005,0.22
,,2005 - 2006,0.5
,,2006 - 2007,0.2
,,2007 - 2008,0.5
,,2008 - 2009,0.28
,,2009 - 2010,0.29
,,2010 - 2011,0.42
,,2011 - 2012,0.48
,,2012 - 2013,0.63
,,2013 - 2014,0.37
,,2014 - 2015,0.51
,,2015 - 2016,0.32
,,2016 - 2017,0.7
,,2017 - 2018,0.91
,,2018 - 2019,0.79
,,2019 - 2020,0.4
,,2020 - 2021,0.34
,,2021 - 2022,0.36
,,2022 - 2023,0.39
,Baran,2000 - 2001,0.29
,,2001 - 2002,0.36
,,2002 - 2003,0.0
,,2003 - 2004,0.71
,,2004 - 2005,0.38
,,2005 - 2006,0.3
,,2006 - 2007,0.55
,,2007 - 2008,0.44
,,2008 - 2009,0.52
,,2009 - 2010,0.93
,,2010 - 2011,0.63
,,2011 - 2012,0.72
,,2012 - 2013,0.5
,,2013 - 2014,0.35
,,2014 - 2015,0.49
,,2015 - 2016,0.32
,,2016 - 2017,0.76
,,2017 - 2018,0.88
,,2018 - 2019,0.47
,,2019 - 2020,0.14
,,2020 - 2021,0.37
,,2021 - 2022,0.19
,,2022 - 2023,0.37
,Barmer,2000 - 2001,0.0
,,2001 - 2002,0.36
,,2016 - 2017,0.67
,,2017 - 2018,0.62
,Bharatpur,2000 - 2001,0.29
,,2001 - 2002,0.36
,,2002 - 2003,0.19
,,2003 - 2004,0.52
,,2004 - 2005,0.37
,,2005 - 2006,0.24
,,2006 - 2007,0.3
,,2007 - 2008,0.53
,,2008 - 2009,0.29
,,2009 - 2010,0.26
,,2010 - 2011,0.74
,,2011 - 2012,0.52
,,2012 - 2013,0.58
,,2013 - 2014,0.36
,,2014 - 2015,0.56
,,2015 - 2016,0.39
,,2016 - 2017,0.65
,,2017 - 2018,0.62
,,2018 - 2019,0.5
,,2019 - 2020,0.24
,,2020 - 2021,0.39
,,2021 - 2022,0.38
,,2022 - 2023,0.42
,Bhilwara,2000 - 2001,0.32
,,2001 - 2002,0.47
,,2002 - 2003,0.05
,,2003 - 2004,0.64
,,2004 - 2005,0.39
,,2005 - 2006,0.04
,,2006 - 2007,0.39
,,2007 - 2008,0.43
,,2008 - 2009,0.24
,,2009 - 2010,0.12
,,2010 - 2011,0.85
,,2011 - 2012,0.5
,,2012 - 2013,0.55
,,2013 - 2014,0.34
,,2014 - 2015,0.47
,,2015 - 2016,0.19
,,2016 - 2017,0.49
,,2017 - 2018,0.22
,,2018 - 2019,0.49
,,2019 - 2020,0.2
,,2020 - 2021,0.11
,,2021 - 2022,0.27
,,2022 - 2023,0.38
,Bikaner,2000 - 2001,0.5
,,2002 - 2003,0.0
,,2003 - 2004,0.55
,,2005 - 2006,0.0
,,2007 - 2008,1.0
,,2011 - 2012,0.5
,,2016 - 2017,0.61
,,2017 - 2018,1.0
,Bundi,2000 - 2001,0.29
,,2001 - 2002,0.36
,,2002 - 2003,0.02
,,2003 - 2004,0.65
,,2004 - 2005,0.43
,,2005 - 2006,0.49
,,2006 - 2007,0.71
,,2007 - 2008,0.63
,,2008 - 2009,0.65
,,2009 - 2010,0.32
,,2010 - 2011,1.01
,,2011 - 2012,0.72
,,2012 - 2013,0.74
,,2013 - 2014,0.46
,,2014 - 2015,0.79
,,2015 - 2016,0.44
,,2016 - 2017,0.63
,,2017 - 2018,0.62
,,2018 - 2019,0.23
,,2019 - 2020,0.19
,,2020 - 2021,0.26
,,2021 - 2022,0.4
,,2022 - 2023,0.48
,Chittorgarh,2000 - 2001,0.27
,,2001 - 2002,0.48
,,2002 - 2003,0.34
,,2003 - 2004,0.39
,,2004 - 2005,0.32
,,2005 - 2006,0.17
,,2006 - 2007,0.13
,,2007 - 2008,0.49
,,2008 - 2009,0.1
,,2009 - 2010,0.45
,,2010 - 2011,0.5
,,2011 - 2012,0.34
,,2012 - 2013,0.62
,,2013 - 2014,0.24
,,2014 - 2015,0.69
,,2015 - 2016,0.23
,,2016 - 2017,0.32
,,2017 - 2018,0.5
,,2018 - 2019,0.53
,,2019 - 2020,0.13
,,2020 - 2021,0.6
,,2021 - 2022,0.22
,,2022 - 2023,0.42
,Churu,2001 - 2002,0.5
,,2006 - 2007,0.0
,,2011 - 2012,1.0
,,2013 - 2014,1.0
,,2015 - 2016,0.0
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2019 - 2020,0.25
,,2020 - 2021,0.33
,,2021 - 2022,0.5
,,2022 - 2023,0.0
,Dausa,2000 - 2001,0.29
,,2001 - 2002,0.35
,,2002 - 2003,0.17
,,2003 - 2004,0.5
,,2004 - 2005,0.38
,,2005 - 2006,0.25
,,2006 - 2007,0.33
,,2007 - 2008,0.56
,,2008 - 2009,0.33
,,2009 - 2010,0.33
,,2010 - 2011,0.8
,,2011 - 2012,0.5
,,2012 - 2013,0.59
,,2013 - 2014,0.33
,,2014 - 2015,0.33
,,2015 - 2016,0.36
,,2016 - 2017,0.64
,,2017 - 2018,0.61
,,2018 - 2019,0.5
,,2019 - 2020,0.25
,,2020 - 2021,0.39
,,2021 - 2022,0.5
,,2022 - 2023,0.38
,Dholpur,2000 - 2001,0.29
,,2001 - 2002,0.36
,,2002 - 2003,0.18
,,2003 - 2004,0.52
,,2004 - 2005,0.36
,,2005 - 2006,0.24
,,2006 - 2007,0.29
,,2007 - 2008,0.53
,,2008 - 2009,0.3
,,2009 - 2010,0.27
,,2010 - 2011,0.74
,,2011 - 2012,0.52
,,2012 - 2013,0.58
,,2013 - 2014,0.36
,,2014 - 2015,0.56
,,2015 - 2016,0.38
,,2016 - 2017,0.64
,,2017 - 2018,0.62
,,2018 - 2019,0.5
,,2019 - 2020,0.25
,,2020 - 2021,0.39
,,2021 - 2022,0.36
,,2022 - 2023,0.43
,Dungarpur,2000 - 2001,0.12
,,2001 - 2002,0.21
,,2002 - 2003,0.22
,,2003 - 2004,0.56
,,2004 - 2005,0.41
,,2005 - 2006,0.16
,,2006 - 2007,0.09
,,2007 - 2008,0.76
,,2008 - 2009,0.28
,,2009 - 2010,0.56
,,2010 - 2011,0.58
,,2011 - 2012,0.29
,,2012 - 2013,0.47
,,2013 - 2014,0.58
,,2014 - 2015,0.66
,,2015 - 2016,0.53
,,2016 - 2017,0.74
,,2017 - 2018,0.77
,,2018 - 2019,0.8
,,2019 - 2020,0.36
,,2020 - 2021,0.34
,,2021 - 2022,0.62
,,2022 - 2023,0.34
,Ganganagar,2000 - 2001,0.29
,,2001 - 2002,0.36
,,2002 - 2003,0.18
,,2003 - 2004,0.52
,,2004 - 2005,0.36
,,2005 - 2006,0.25
,,2006 - 2007,0.29
,,2007 - 2008,0.53
,,2008 - 2009,0.3
,,2009 - 2010,0.26
,,2010 - 2011,0.74
,,2011 - 2012,0.52
