state,district,year,sugarcane_whole_year_area_hectare,sugarcane_whole_year_production_tonne,sugarcane_whole_year_yield_tonne_per_hectare,sugarcane_autumn_area_hectare,sugarcane_autumn_production_tonne,sugarcane_autumn_yield_tonne_per_hectare,sugarcane_kharif_area_hectare,sugarcane_kharif_production_tonne,sugarcane_kharif_yield_tonne_per_hectare,sugarcane_winter_area_hectare,sugarcane_winter_production_tonne,sugarcane_winter_yield_tonne_per_hectare,sugarcane_rabi_area_hectare,sugarcane_rabi_production_tonne,sugarcane_rabi_yield_tonne_per_hectare,sugarcane_summer_area_hectare,sugarcane_summer_production_tonne,sugarcane_summer_yield_tonne_per_hectare
,,2007 - 2008,,,,,,,,,69.57,,,,,,,,,
,,2008 - 2009,,,,,,,,,63.5,,,,,,,,,
,,2009 - 2010,,,,,,,,,65.61,,,,,,,,,
,,2010 - 2011,,,,,,,,,66.0,,,,,,,,,
,,2011 - 2012,,,,,,,,,63.08,,,,,,,,,
,,2012 - 2013,,,,,,,,,68.08,,,,,,,,,
,,2013 - 2014,,,,,,,,,71.15,,,,,,,,,
,,2014 - 2015,,,,,,,,,78.49,,,,,,,,,
,,2015 - 2016,,,,,,,,,79.47,,,,,,,,,
,,2016 - 2017,,,,,,,,,83.23,,,,,,,,,
,,2017 - 2018,,,,,,,,,95.38,,,,,,,,,
,,2018 - 2019,,,,,,,,,92.71,,,,,,,,,
,,2019 - 2020,,,,,,,,,91.0,,,,,,,,,
,,2020 - 2021,,,,,,,,,91.18,,,,,,,,,
,,2021 - 2022,,,,,,,,,91.47,,,,,,,,,
,,2022 - 2023,,,,,,,,,91.5,,,,,,,,,
,Mirzapur,2000 - 2001,,,71.29,,,,,,,,,,,,,,,
,,2001 - 2002,,,51.95,,,,,,,,,,,,,,,
,,2002 - 2003,,,65.83,,,,,,,,,,,,,,,
,,2003 - 2004,,,49.88,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,43.04,,,,,,,,,
,,2005 - 2006,,,,,,,,,35.35,,,,,,,,,
,,2006 - 2007,,,,,,,,,43.3,,,,,,,,,
,,2007 - 2008,,,,,,,,,57.21,,,,,,,,,
,,2008 - 2009,,,,,,,678.0,,52.32,,,,,,,,,
,,2009 - 2010,,,,,,,,,51.04,,,,,,,,,
,,2010 - 2011,,,,,,,,,53.5,,,,,,,,,
,,2011 - 2012,,,,,,,,,55.65,,,,,,,,,
,,2012 - 2013,,,,,,,,,54.24,,,,,,,,,
,,2013 - 2014,,,,,,,,,63.75,,,,,,,,,
,,2014 - 2015,,,,,,,,,65.78,,,,,,,,,
,,2015 - 2016,,,,,,,,,67.03,,,,,,,,,
,,2016 - 2017,,,,,,,,,72.67,,,,,,,,,
,,2017 - 2018,,,,,,,,,79.24,,,,,,,,,
,,2018 - 2019,,,,,,,,,80.81,,,,,,,,,
,,2019 - 2020,,,,,,,,,81.31,,,,,,,,,
,Moradabad,2000 - 2001,,,52.32,,,,,,,,,,,,,,,
,,2001 - 2002,,,53.88,,,,,,,,,,,,,,,
,,2002 - 2003,,,52.36,,,,,,,,,,,,,,,
,,2003 - 2004,,,52.72,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,63.13,,,,,,,,,
,,2005 - 2006,,,,,,,,,59.69,,,,,,,,,
,,2006 - 2007,,,,,,,,,63.42,,,,,,,,,
,,2007 - 2008,,,,,,,,,56.44,,,,,,,,,
,,2008 - 2009,,,,,,,,,54.27,,,,,,,,,
,,2009 - 2010,,,,,,,,,56.17,,,,,,,,,
,,2010 - 2011,,,,,,,,,51.74,,,,,,,,,
,,2011 - 2012,,,,,,,,,56.1,,,,,,,,,
,,2012 - 2013,,,,,,,,,63.48,,,,,,,,,
,,2013 - 2014,,,,,,,,,64.06,,,,,,,,,
,,2014 - 2015,,,,,,,,,64.54,,,,,,,,,
,,2015 - 2016,,,,,,,,,64.52,,,,,,,,,
,,2016 - 2017,,,,,,,,,69.57,,,,,,,,,
,,2017 - 2018,,,,,,,,,78.08,,,,,,,,,
,,2018 - 2019,,,,,,,,,76.38,,,,,,,,,
,,2019 - 2020,,,,,,,,,77.31,,,,,,,,,
,,2020 - 2021,,,,,,,,,77.53,,,,,,,,,
,,2021 - 2022,,,,,,,,,77.83,,,,,,,,,
,,2022 - 2023,,,,,,,,,79.87,,,,,,,,,
,Muzaffarnagar,2000 - 2001,,,62.8,,,,,,,,,,,,,,,
,,2001 - 2002,,,64.52,,,,,,,,,,,,,,,
,,2002 - 2003,,,64.26,,,,,,,,,,,,,,,
,,2003 - 2004,,,67.98,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,70.73,,,,,,,,,
,,2005 - 2006,,,,,,,,,67.66,,,,,,,,,
,,2006 - 2007,,,,,,,,,69.16,,,,,,,,,
,,2007 - 2008,,,,,,,,,65.72,,,,,,,,,
,,2008 - 2009,,,,,,,,,59.54,,,,,,,,,
,,2009 - 2010,,,,,,,,,70.23,,,,,,,,,
,,2010 - 2011,,,,,,,,,62.08,,,,,,,,,
,,2011 - 2012,,,,,,,,,66.64,,,,,,,,,
,,2012 - 2013,,,,,,,,,71.42,,,,,,,,,
,,2013 - 2014,,,,,,,,,72.94,,,,,,,,,
,,2014 - 2015,,,,,,,,,71.88,,,,,,,,,
,,2015 - 2016,,,,,,,,,75.94,,,,,,,,,
,,2016 - 2017,,,,,,,,,82.86,,,,,,,,,
,,2017 - 2018,,,,,,,,,86.65,,,,,,,,,
,,2018 - 2019,,,,,,,,,86.41,,,,,,,,,
,,2019 - 2020,,,,,,,,,90.76,,,,,,,,,
,,2020 - 2021,,,,,,,,,92.32,,,,,,,,,
,,2021 - 2022,,,,,,,,,93.31,,,,,,,,,
,,2022 - 2023,,,,,,,,,94.89,,,,,,,,,
,Pilibhit,2000 - 2001,,,55.72,,,,,,,,,,,,,,,
,,2001 - 2002,,,61.09,,,,,,,,,,,,,,,
,,2002 - 2003,,,57.54,,,,,,,,,,,,,,,
,,2003 - 2004,,,48.92,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,62.09,,,,,,,,,
,,2005 - 2006,,,,,,,,,57.8,,,,,,,,,
,,2006 - 2007,,,,,,,,,63.05,,,,,,,,,
,,2007 - 2008,,,,,,,,,56.1,,,,,,,,,
,,2008 - 2009,,,,,,,,,52.06,,,,,,,,,
,,2009 - 2010,,,,,,,,,65.58,,,,,,,,,
,,2010 - 2011,,,,,,,,,60.1,,,,,,,,,
,,2011 - 2012,,,,,,,,,64.37,,,,,,,,,
,,2012 - 2013,,,,,,,,,65.66,,,,,,,,,
,,2013 - 2014,,,,,,,,,59.25,,,,,,,,,
,,2014 - 2015,,,,,,,,,69.44,,,,,,,,,
,,2015 - 2016,,,,,,,,,64.16,,,,,,,,,
,,2016 - 2017,,,,,,,,,70.13,,,,,,,,,
,,2017 - 2018,,,,,,,,,81.16,,,,,,,,,
,,2018 - 2019,,,,,,,,,77.37,,,,,,,,,
,,2019 - 2020,,,,,,,,,77.66,,,,,,,,,
,,2020 - 2021,,,,,,,,,79.92,,,,,,,,,
,,2021 - 2022,,,,,,,,,80.63,,,,,,,,,
,,2022 - 2023,,,,,,,,,83.0,,,,,,,,,
,Pratapgarh,2000 - 2001,,,47.62,,,,,,,,,,,,,,,
,,2001 - 2002,,,39.01,,,,,,,,,,,,,,,
,,2002 - 2003,,,43.02,,,,,,,,,,,,,,,
,,2003 - 2004,,,41.88,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,54.59,,,,,,,,,
,,2005 - 2006,,,,,,,827.0,,33.97,,,,,,,,,
,,2006 - 2007,,,,,,,,,45.16,,,,,,,,,
,,2007 - 2008,,,,,,,,,44.6,,,,,,,,,
,,2008 - 2009,,,,,,,,,55.27,,,,,,,,,
,,2009 - 2010,,,,,,,,,43.55,,,,,,,,,
,,2010 - 2011,,,,,,,946.0,,58.34,,,,,,,,,
,,2011 - 2012,,,,,,,,,55.87,,,,,,,,,
,,2012 - 2013,,,,,,,,,61.14,,,,,,,,,
,,2013 - 2014,,,,,,,,,68.23,,,,,,,,,
,,2014 - 2015,,,,,,,846.0,,65.78,,,,,,,,,
,,2015 - 2016,,,,,,,844.0,,67.03,,,,,,,,,
,,2016 - 2017,,,,,,,984.0,,72.67,,,,,,,,,
,,2017 - 2018,,,,,,,830.0,,36.73,,,,,,,,,
,,2018 - 2019,,,,,,,961.0,,38.4,,,,,,,,,
,,2019 - 2020,,,,,,,912.0,,81.31,,,,,,,,,
,Rae bareli,2000 - 2001,,,47.88,,,,,,,,,,,,,,,
,,2001 - 2002,,,48.66,,,,,,,,,,,,,,,
,,2002 - 2003,,,38.78,,,,,,,,,,,,,,,
,,2003 - 2004,,,37.64,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,48.37,,,,,,,,,
,,2005 - 2006,,,,,,,,,47.12,,,,,,,,,
,,2006 - 2007,,,,,,,,,36.4,,,,,,,,,
,,2007 - 2008,,,,,,,,,38.98,,,,,,,,,
,,2008 - 2009,,,,,,,,,34.52,,,,,,,,,
,,2009 - 2010,,,,,,,,,29.85,,,,,,,,,
,,2010 - 2011,,,,,,,,,44.23,,,,,,,,,
,,2011 - 2012,,,,,,,,,51.4,,,,,,,,,
,,2012 - 2013,,,,,,,,,51.53,,,,,,,,,
,,2013 - 2014,,,,,,,,,53.21,,,,,,,,,
,,2014 - 2015,,,,,,,,,54.34,,,,,,,,,
,,2015 - 2016,,,,,,,,,53.71,,,,,,,,,
,,2016 - 2017,,,,,,,,,56.1,,,,,,,,,
,,2017 - 2018,,,,,,,,,51.54,,,,,,,,,
,,2018 - 2019,,,,,,,,,58.38,,,,,,,,,
,,2019 - 2020,,,,,,,,,59.6,,,,,,,,,
,,2020 - 2021,,,,,,,,,64.48,,,,,,,,,
,,2021 - 2022,,,,,,,,,57.29,,,,,,,,,
,,2022 - 2023,,,,,,,,,62.22,,,,,,,,,
,Rampur,2000 - 2001,,,58.18,,,,,,,,,,,,,,,
,,2001 - 2002,,,60.22,,,,,,,,,,,,,,,
,,2002 - 2003,,,60.8,,,,,,,,,,,,,,,
,,2003 - 2004,,,57.06,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,65.37,,,,,,,,,
,,2005 - 2006,,,,,,,,,57.7,,,,,,,,,
,,2006 - 2007,,,,,,,,,61.05,,,,,,,,,
,,2007 - 2008,,,,,,,,,59.12,,,,,,,,,
,,2008 - 2009,,,,,,,,,50.78,,,,,,,,,
,,2009 - 2010,,,,,,,,,55.62,,,,,,,,,
,,2010 - 2011,,,,,,,,,52.83,,,,,,,,,
,,2011 - 2012,,,,,,,,,58.18,,,,,,,,,
,,2012 - 2013,,,,,,,,,58.8,,,,,,,,,
,,2013 - 2014,,,,,,,,,62.38,,,,,,,,,
,,2014 - 2015,,,,,,,,,62.34,,,,,,,,,
,,2015 - 2016,,,,,,,,,63.18,,,,,,,,,
,,2016 - 2017,,,,,,,,,69.64,,,,,,,,,
,,2017 - 2018,,,,,,,,,75.03,,,,,,,,,
,,2018 - 2019,,,,,,,,,79.1,,,,,,,,,
,,2019 - 2020,,,,,,,,,80.32,,,,,,,,,
,,2020 - 2021,,,,,,,,,80.34,,,,,,,,,
,,2021 - 2022,,,,,,,,,80.8,,,,,,,,,
,,2022 - 2023,,,,,,,,,80.45,,,,,,,,,
,Saharanpur,2000 - 2001,,,57.27,,,,,,,,,,,,,,,
,,2001 - 2002,,,55.86,,,,,,,,,,,,,,,
,,2002 - 2003,,,57.74,,,,,,,,,,,,,,,
,,2003 - 2004,,,61.3,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,63.6,,,,,,,,,
,,2005 - 2006,,,,,,,,,61.89,,,,,,,,,
,,2006 - 2007,,,,,,,,,63.16,,,,,,,,,
,,2007 - 2008,,,,,,,,,63.27,,,,,,,,,
,,2008 - 2009,,,,,,,,,54.7,,,,,,,,,
,,2009 - 2010,,,,,,,,,62.66,,,,,,,,,
,,2010 - 2011,,,,,,,,,60.87,,,,,,,,,
,,2011 - 2012,,,,,,,,,57.02,,,,,,,,,
,,2012 - 2013,,,,,,,,,62.29,,,,,,,,,
,,2013 - 2014,,,,,,,,,61.8,,,,,,,,,
,,2014 - 2015,,,,,,,,,65.86,,,,,,,,,
,,2015 - 2016,,,,,,,,,66.75,,,,,,,,,
,,2016 - 2017,,,,,,,,,70.19,,,,,,,,,
,,2017 - 2018,,,,,,,,,73.24,,,,,,,,,
,,2018 - 2019,,,,,,,,,77.47,,,,,,,,,
,,2019 - 2020,,,,,,,,,79.65,,,,,,,,,
,,2020 - 2021,,,,,,,,,82.11,,,,,,,,,
,,2021 - 2022,,,,,,,,,83.46,,,,,,,,,
,,2022 - 2023,,,,,,,,,84.48,,,,,,,,,
,Sambhal,2012 - 2013,,,,,,,,,59.56,,,,,,,,,
,,2013 - 2014,,,,,,,,,61.53,,,,,,,,,
,,2014 - 2015,,,,,,,,,63.4,,,,,,,,,
,,2015 - 2016,,,,,,,,,65.08,,,,,,,,,
,,2016 - 2017,,,,,,,,,71.34,,,,,,,,,
,,2017 - 2018,,,,,,,,,78.38,,,,,,,,,
,,2018 - 2019,,,,,,,,,78.31,,,,,,,,,
,,2019 - 2020,,,,,,,,,79.38,,,,,,,,,
,,2020 - 2021,,,,,,,,,80.26,,,,,,,,,
,,2021 - 2022,,,,,,,,,80.95,,,,,,,,,
,,2022 - 2023,,,,,,,,,83.96,,,,,,,,,
,Sant kabeer nagar,2000 - 2001,,,52.62,,,,,,,,,,,,,,,
,,2001 - 2002,,,60.67,,,,,,,,,,,,,,,
,,2002 - 2003,,,57.71,,,,,,,,,,,,,,,
,,2003 - 2004,,,49.14,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,55.51,,,,,,,,,
,,2005 - 2006,,,,,,,,,57.81,,,,,,,,,
,,2006 - 2007,,,,,,,,,53.12,,,,,,,,,
,,2007 - 2008,,,,,,,,,51.69,,,,,,,,,
,,2008 - 2009,,,,,,,,,46.34,,,,,,,,,
,,2009 - 2010,,,,,,,,,50.97,,,,,,,,,
,,2010 - 2011,,,,,,,,,52.51,,,,,,,,,
,,2011 - 2012,,,,,,,,,56.08,,,,,,,,,
,,2012 - 2013,,,,,,,,,60.34,,,,,,,,,
,,2013 - 2014,,,,,,,,,61.56,,,,,,,,,
,,2014 - 2015,,,,,,,,,62.72,,,,,,,,,
,,2015 - 2016,,,,,,,,,61.26,,,,,,,,,
,,2016 - 2017,,,,,,,,,65.35,,,,,,,,,
,,2017 - 2018,,,,,,,,,66.07,,,,,,,,,
,,2018 - 2019,,,,,,,,,69.17,,,,,,,,,
,,2019 - 2020,,,,,,,,,62.06,,,,,,,,,
,Sant ravidas nagar,2000 - 2001,,,36.03,,,,,,,,,,,,,,,
,,2001 - 2002,,,31.3,,,,,,,,,,,,,,,
,,2002 - 2003,,,34.84,,,,,,,,,,,,,,,
,,2003 - 2004,,,35.74,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,43.04,,,,,,,,,
,,2005 - 2006,,,,,,,,,35.35,,,,,,,,,
,,2006 - 2007,,,,,,,,,43.3,,,,,,,,,
,,2007 - 2008,,,,,,,977.0,,57.21,,,,,,,,,
,,2008 - 2009,,,,,,,785.0,,52.32,,,,,,,,,
,,2009 - 2010,,,,,,,938.0,,51.04,,,,,,,,,
,,2010 - 2011,,,,,,,,,53.5,,,,,,,,,
,,2011 - 2012,,,,,,,,,55.65,,,,,,,,,
,,2012 - 2013,,,,,,,,,54.24,,,,,,,,,
,,2013 - 2014,,,,,,,946.0,,63.75,,,,,,,,,
,,2014 - 2015,,,,,,,,,65.78,,,,,,,,,
,,2015 - 2016,,,,,,,,,67.03,,,,,,,,,
,,2016 - 2017,,,,,,,935.0,,72.67,,,,,,,,,
,,2017 - 2018,,,,,,,,,79.24,,,,,,,,,
,,2018 - 2019,,,,,,,,,80.81,,,,,,,,,
,,2019 - 2020,,,,,,,949.0,,81.31,,,,,,,,,
,Shahjahanpur,2000 - 2001,,,51.78,,,,,,,,,,,,,,,
,,2001 - 2002,,,51.45,,,,,,,,,,,,,,,
,,2002 - 2003,,,51.86,,,,,,,,,,,,,,,
,,2003 - 2004,,,51.65,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,59.86,,,,,,,,,
,,2005 - 2006,,,,,,,,,59.38,,,,,,,,,
,,2006 - 2007,,,,,,,,,56.91,,,,,,,,,
,,2007 - 2008,,,,,,,,,52.88,,,,,,,,,
,,2008 - 2009,,,,,,,,,52.76,,,,,,,,,
,,2009 - 2010,,,,,,,,,57.03,,,,,,,,,
,,2010 - 2011,,,,,,,,,56.32,,,,,,,,,
,,2011 - 2012,,,,,,,,,59.17,,,,,,,,,
,,2012 - 2013,,,,,,,,,61.4,,,,,,,,,
,,2013 - 2014,,,,,,,,,60.91,,,,,,,,,
,,2014 - 2015,,,,,,,,,67.56,,,,,,,,,
,,2015 - 2016,,,,,,,,,67.12,,,,,,,,,
,,2016 - 2017,,,,,,,,,74.59,,,,,,,,,
,,2017 - 2018,,,,,,,,,81.13,,,,,,,,,
,,2018 - 2019,,,,,,,,,80.04,,,,,,,,,
,,2019 - 2020,,,,,,,,,80.05,,,,,,,,,
,,2020 - 2021,,,,,,,,,78.83,,,,,,,,,
,,2021 - 2022,,,,,,,,,79.13,,,,,,,,,
,,2022 - 2023,,,,,,,,,80.31,,,,,,,,,
,Shamli,2012 - 2013,,,,,,,,,71.06,,,,,,,,,
,,2013 - 2014,,,,,,,,,76.63,,,,,,,,,
,,2014 - 2015,,,,,,,,,78.84,,,,,,,,,
,,2015 - 2016,,,,,,,,,80.78,,,,,,,,,
,,2016 - 2017,,,,,,,,,84.34,,,,,,,,,
,,2017 - 2018,,,,,,,,,92.92,,,,,,,,,
,,2018 - 2019,,,,,,,,,96.21,,,,,,,,,
,,2019 - 2020,,,,,,,,,99.06,,,,,,,,,
,,2020 - 2021,,,,,,,,,100.43,,,,,,,,,
,,2021 - 2022,,,,,,,,,101.42,,,,,,,,,
,,2022 - 2023,,,,,,,,,102.51,,,,,,,,,
,Shravasti,2000 - 2001,,,53.36,,,,,,,,,,,,,,,
,,2001 - 2002,,,52.28,,,,,,,,,,,,,,,
,,2002 - 2003,,,52.85,,,,,,,,,,,,,,,
,,2003 - 2004,,,50.73,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,51.75,,,,,,,,,
,,2005 - 2006,,,,,,,,,50.07,,,,,,,,,
,,2006 - 2007,,,,,,,,,59.12,,,,,,,,,
,,2007 - 2008,,,,,,,,,48.9,,,,,,,,,
,,2008 - 2009,,,,,,,,,40.81,,,,,,,,,
,,2009 - 2010,,,,,,,,,49.28,,,,,,,,,
,,2010 - 2011,,,,,,,,,52.65,,,,,,,,,
,,2011 - 2012,,,,,,,,,57.55,,,,,,,,,
,,2012 - 2013,,,,,,,,,55.35,,,,,,,,,
,,2013 - 2014,,,,,,,,,54.63,,,,,,,,,
,,2014 - 2015,,,,,,,,,52.86,,,,,,,,,
,,2015 - 2016,,,,,,,,,55.6,,,,,,,,,
,,2016 - 2017,,,,,,,,,59.31,,,,,,,,,
,,2017 - 2018,,,,,,,,,68.96,,,,,,,,,
,,2018 - 2019,,,,,,,,,72.51,,,,,,,,,
,,2019 - 2020,,,,,,,,,73.73,,,,,,,,,
,Siddharth nagar,2000 - 2001,,,47.05,,,,,,,,,,,,,,,
,,2001 - 2002,,,49.95,,,,,,,,,,,,,,,
,,2002 - 2003,,,44.26,,,,,,,,,,,,,,,
,,2003 - 2004,,,55.7,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,55.51,,,,,,,,,
,,2005 - 2006,,,,,,,,,57.81,,,,,,,,,
,,2006 - 2007,,,,,,,,,53.12,,,,,,,,,
,,2007 - 2008,,,,,,,,,51.69,,,,,,,,,
,,2008 - 2009,,,,,,,,,46.34,,,,,,,,,
,,2009 - 2010,,,,,,,,,50.97,,,,,,,,,
,,2010 - 2011,,,,,,,,,52.51,,,,,,,,,
,,2011 - 2012,,,,,,,,,56.08,,,,,,,,,
,,2012 - 2013,,,,,,,,,60.34,,,,,,,,,
,,2013 - 2014,,,,,,,,,61.56,,,,,,,,,
,,2014 - 2015,,,,,,,,,62.72,,,,,,,,,
,,2015 - 2016,,,,,,,,,61.26,,,,,,,,,
,,2016 - 2017,,,,,,,,,65.35,,,,,,,,,
,,2017 - 2018,,,,,,,,,66.07,,,,,,,,,
,,2018 - 2019,,,,,,,,,69.17,,,,,,,,,
,,2019 - 2020,,,,,,,,,62.06,,,,,,,,,
,,2020 - 2021,,,,,,,802.0,,66.08,,,,,,,,,
,,2021 - 2022,,,,,,,486.0,,65.84,,,,,,,,,
,,2022 - 2023,,,,,,,498.0,,68.27,,,,,,,,,
,Sitapur,2000 - 2001,,,52.76,,,,,,,,,,,,,,,
,,2001 - 2002,,,56.5,,,,,,,,,,,,,,,
,,2002 - 2003,,,49.78,,,,,,,,,,,,,,,
,,2003 - 2004,,,46.56,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,55.35,,,,,,,,,
,,2005 - 2006,,,,,,,,,53.79,,,,,,,,,
,,2006 - 2007,,,,,,,,,55.48,,,,,,,,,
,,2007 - 2008,,,,,,,,,52.1,,,,,,,,,
,,2008 - 2009,,,,,,,,,44.29,,,,,,,,,
,,2009 - 2010,,,,,,,,,54.3,,,,,,,,,
,,2010 - 2011,,,,,,,,,50.43,,,,,,,,,
,,2011 - 2012,,,,,,,,,56.5,,,,,,,,,
,,2012 - 2013,,,,,,,,,63.16,,,,,,,,,
,,2013 - 2014,,,,,,,,,64.68,,,,,,,,,
,,2014 - 2015,,,,,,,,,66.62,,,,,,,,,
,,2015 - 2016,,,,,,,,,66.55,,,,,,,,,
,,2016 - 2017,,,,,,,,,70.93,,,,,,,,,
,,2017 - 2018,,,,,,,,,75.52,,,,,,,,,
,,2018 - 2019,,,,,,,,,76.54,,,,,,,,,
,,2019 - 2020,,,,,,,,,76.6,,,,,,,,,
,,2020 - 2021,,,,,,,,,76.77,,,,,,,,,
,,2021 - 2022,,,,,,,,,77.85,,,,,,,,,
,,2022 - 2023,,,,,,,,,79.39,,,,,,,,,
,Sonbhadra,2000 - 2001,352.0,,57.42,,,,,,,,,,,,,,,
,,2001 - 2002,350.0,,43.97,,,,,,,,,,,,,,,
,,2002 - 2003,271.0,,53.59,,,,,,,,,,,,,,,
,,2003 - 2004,384.0,,35.74,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,235.0,,43.04,,,,,,,,,
,,2005 - 2006,,,,,,,414.0,,35.35,,,,,,,,,
,,2006 - 2007,,,,,,,186.0,,43.3,,,,,,,,,
,,2007 - 2008,,,,,,,174.0,,57.21,,,,,,,,,
,,2008 - 2009,,,,,,,88.0,,52.32,,,,,,,,,
,,2009 - 2010,,,,,,,199.0,,51.04,,,,,,,,,
,,2010 - 2011,,,,,,,174.0,,53.49,,,,,,,,,
,,2011 - 2012,,,,,,,206.0,,55.65,,,,,,,,,
,,2012 - 2013,,,,,,,185.0,,54.24,,,,,,,,,
,,2013 - 2014,,,,,,,230.0,,63.75,,,,,,,,,
,,2014 - 2015,,,,,,,219.0,,65.78,,,,,,,,,
,,2015 - 2016,,,,,,,217.0,,67.03,,,,,,,,,
,,2016 - 2017,,,,,,,160.0,,72.66,,,,,,,,,
,,2017 - 2018,,,,,,,64.0,,79.25,,,,,,,,,
,,2018 - 2019,,,,,,,200.0,,80.81,,,,,,,,,
,,2019 - 2020,,,,,,,238.0,,81.32,,,,,,,,,
,Sultanpur,2000 - 2001,,,46.4,,,,,,,,,,,,,,,
,,2001 - 2002,,,49.98,,,,,,,,,,,,,,,
,,2002 - 2003,,,42.71,,,,,,,,,,,,,,,
,,2003 - 2004,,,40.84,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,53.03,,,,,,,,,
,,2005 - 2006,,,,,,,,,58.3,,,,,,,,,
,,2006 - 2007,,,,,,,,,54.26,,,,,,,,,
,,2007 - 2008,,,,,,,,,50.69,,,,,,,,,
,,2008 - 2009,,,,,,,,,46.06,,,,,,,,,
,,2009 - 2010,,,,,,,,,50.64,,,,,,,,,
,,2010 - 2011,,,,,,,,,43.99,,,,,,,,,
,,2011 - 2012,,,,,,,,,59.86,,,,,,,,,
,,2012 - 2013,,,,,,,,,60.74,,,,,,,,,
,,2013 - 2014,,,,,,,,,54.57,,,,,,,,,
,,2014 - 2015,,,,,,,,,59.25,,,,,,,,,
,,2015 - 2016,,,,,,,,,54.36,,,,,,,,,
,,2016 - 2017,,,,,,,,,63.47,,,,,,,,,
,,2017 - 2018,,,,,,,,,63.42,,,,,,,,,
,,2018 - 2019,,,,,,,,,71.77,,,,,,,,,
,,2019 - 2020,,,,,,,,,67.32,,,,,,,,,
,,2020 - 2021,,,,,,,,,68.46,,,,,,,,,
,,2021 - 2022,,,,,,,,,25.27,,,,,,,,,
,,2022 - 2023,,,,,,,,,73.25,,,,,,,,,
,Unnao,2000 - 2001,,,37.43,,,,,,,,,,,,,,,
,,2001 - 2002,,,48.22,,,,,,,,,,,,,,,
,,2002 - 2003,,,60.75,,,,,,,,,,,,,,,
,,2003 - 2004,,,39.51,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,57.91,,,,,,,,,
,,2005 - 2006,,,,,,,779.0,,54.97,,,,,,,,,
,,2006 - 2007,,,,,,,,,57.05,,,,,,,,,
,,2007 - 2008,,,,,,,,,52.15,,,,,,,,,
,,2008 - 2009,,,,,,,,,47.61,,,,,,,,,
,,2009 - 2010,,,,,,,688.0,,57.17,,,,,,,,,
,,2010 - 2011,,,,,,,,,54.0,,,,,,,,,
,,2011 - 2012,,,,,,,,,59.71,,,,,,,,,
,,2012 - 2013,,,,,,,942.0,,61.33,,,,,,,,,
,,2013 - 2014,,,,,,,927.0,,62.71,,,,,,,,,
,,2014 - 2015,,,,,,,695.0,,65.91,,,,,,,,,
,,2015 - 2016,,,,,,,618.0,,65.98,,,,,,,,,
,,2016 - 2017,,,,,,,782.0,,71.35,,,,,,,,,
,,2017 - 2018,,,,,,,612.0,,78.09,,,,,,,,,
,,2018 - 2019,,,,,,,640.0,,82.16,,,,,,,,,
,,2019 - 2020,,,,,,,786.0,,82.43,,,,,,,,,
,Varanasi,2000 - 2001,,,32.45,,,,,,,,,,,,,,,
,,2001 - 2002,,,42.96,,,,,,,,,,,,,,,
,,2002 - 2003,,,42.05,,,,,,,,,,,,,,,
,,2003 - 2004,,,40.46,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,36.25,,,,,,,,,
,,2005 - 2006,,,,,,,,,44.07,,,,,,,,,
,,2006 - 2007,,,,,,,,,41.47,,,,,,,,,
,,2007 - 2008,,,,,,,,,44.06,,,,,,,,,
,,2008 - 2009,,,,,,,,,44.18,,,,,,,,,
,,2009 - 2010,,,,,,,,,47.21,,,,,,,,,
,,2010 - 2011,,,,,,,,,43.91,,,,,,,,,
,,2011 - 2012,,,,,,,,,49.77,,,,,,,,,
,,2012 - 2013,,,,,,,,,51.54,,,,,,,,,
,,2013 - 2014,,,,,,,,,60.74,,,,,,,,,
,,2014 - 2015,,,,,,,,,63.24,,,,,,,,,
,,2015 - 2016,,,,,,,,,63.41,,,,,,,,,
,,2016 - 2017,,,,,,,,,65.95,,,,,,,,,
,,2017 - 2018,,,,,,,,,66.87,,,,,,,,,
,,2018 - 2019,,,,,,,,,67.1,,,,,,,,,
,,2019 - 2020,,,,,,,,,50.32,,,,,,,,,
,,2020 - 2021,,,,,,,,,59.91,,,,,,,,,
,,2021 - 2022,,,,,,,,,66.48,,,,,,,,,
,,2022 - 2023,,,,,,,,,65.74,,,,,,,,,
