state,district,year,onion_kharif_area_hectare,onion_kharif_production_tonne,onion_kharif_yield_tonne_per_hectare,onion_rabi_area_hectare,onion_rabi_production_tonne,onion_rabi_yield_tonne_per_hectare,onion_whole_year_area_hectare,onion_whole_year_production_tonne,onion_whole_year_yield_tonne_per_hectare,onion_summer_area_hectare,onion_summer_production_tonne,onion_summer_yield_tonne_per_hectare
,,2016 - 2017,,,,,,,,,25.0,,,
,,2017 - 2018,,,,,,,,,25.0,,,
,,2018 - 2019,,,,,,,,,25.0,,,
,,2019 - 2020,,,,,,,,,25.0,,,
,Damoh,2000 - 2001,,,,,,,489.0,,14.79,,,
,,2001 - 2002,,,,,,,500.0,,21.24,,,
,,2002 - 2003,,,,,,,496.0,,20.4,,,
,,2003 - 2004,,,,,,,505.0,,19.96,,,
,,2004 - 2005,,,,,,,533.0,,23.24,,,
,,2005 - 2006,,,,,,,644.0,,20.29,,,
,,2006 - 2007,,,,,,,725.0,,17.31,,,
,,2007 - 2008,,,,,,,720.0,,17.15,,,
,,2008 - 2009,,,,,,,678.0,,20.78,,,
,,2009 - 2010,,,,,,,791.0,,22.34,,,
,,2010 - 2011,,,,,,,,,12.68,,,
,,2011 - 2012,,,,,,,947.0,,27.09,,,
,,2012 - 2013,,,,,,,,,26.9,,,
,,2013 - 2014,,,,,,,916.0,,21.37,,,
,,2015 - 2016,,,,,,,,,19.9,,,
,,2016 - 2017,,,,,,,,,20.0,,,
,,2017 - 2018,,,,,,,,,20.0,,,
,,2018 - 2019,,,,,,,,,20.0,,,
,,2019 - 2020,,,,,,,,,20.0,,,
,Datia,2000 - 2001,,,,,,,55.0,563.0,10.24,,,
,,2001 - 2002,,,,,,,80.0,856.0,10.7,,,
,,2002 - 2003,,,,,,,84.0,536.0,6.38,,,
,,2003 - 2004,,,,,,,56.0,505.0,9.02,,,
,,2004 - 2005,,,,,,,83.0,800.0,9.64,,,
,,2005 - 2006,,,,,,,116.0,,9.18,,,
,,2006 - 2007,,,,,,,33.0,266.0,8.06,,,
,,2007 - 2008,,,,,,,60.0,610.0,10.17,,,
,,2008 - 2009,,,,,,,42.0,279.0,6.64,,,
,,2009 - 2010,,,,,,,56.0,386.0,6.89,,,
,,2010 - 2011,,,,,,,121.0,802.0,6.63,,,
,,2011 - 2012,,,,,,,132.0,,9.21,,,
,,2012 - 2013,,,,,,,112.0,,11.95,,,
,,2013 - 2014,,,,,,,162.0,,7.56,,,
,,2015 - 2016,,,,,,,600.0,,25.0,,,
,,2016 - 2017,,,,,,,605.0,,25.0,,,
,,2017 - 2018,,,,,,,660.0,,25.0,,,
,,2018 - 2019,,,,,,,665.0,,25.0,,,
,,2019 - 2020,,,,,,,666.0,,25.0,,,
,Dewas,2000 - 2001,,,,,,,742.0,,9.63,,,
,,2001 - 2002,,,,,,,868.0,,12.15,,,
,,2002 - 2003,,,,,,,,,11.48,,,
,,2003 - 2004,,,,,,,,,12.31,,,
,,2004 - 2005,,,,,,,,,12.11,,,
,,2005 - 2006,,,,,,,,,10.72,,,
,,2006 - 2007,,,,,,,,,12.3,,,
,,2007 - 2008,,,,,,,,,10.06,,,
,,2008 - 2009,,,,,,,,,11.1,,,
,,2009 - 2010,,,,,,,,,11.5,,,
,,2010 - 2011,,,,,,,,,14.43,,,
,,2011 - 2012,,,,,,,,,14.45,,,
,,2012 - 2013,,,,,,,,,15.31,,,
,,2013 - 2014,,,,,,,,,17.15,,,
,,2015 - 2016,,,,,,,,,30.15,,,
,,2016 - 2017,,,,,,,,,38.23,,,
,,2017 - 2018,,,,,,,,,30.6,,,
,,2018 - 2019,,,,,,,,,30.61,,,
,,2019 - 2020,,,,,,,,,30.61,,,
,Dhar,2000 - 2001,,,,,,,423.0,,10.53,,,
,,2001 - 2002,,,,,,,442.0,,9.74,,,
,,2002 - 2003,,,,,,,640.0,,9.35,,,
,,2003 - 2004,,,,,,,757.0,,9.48,,,
,,2004 - 2005,,,,,,,771.0,,11.21,,,
,,2005 - 2006,,,,,,,671.0,,10.02,,,
,,2006 - 2007,,,,,,,816.0,,12.4,,,
,,2007 - 2008,,,,,,,,,10.73,,,
,,2008 - 2009,,,,,,,,,9.53,,,
,,2009 - 2010,,,,,,,,,10.16,,,
,,2010 - 2011,,,,,,,,,11.98,,,
,,2011 - 2012,,,,,,,,,13.16,,,
,,2012 - 2013,,,,,,,,,13.61,,,
,,2013 - 2014,,,,,,,,,11.57,,,
,,2015 - 2016,,,,,,,,,25.0,,,
,,2016 - 2017,,,,,,,,,25.3,,,
,,2017 - 2018,,,,,,,,,25.3,,,
,,2018 - 2019,,,,,,,,,25.68,,,
,,2019 - 2020,,,,,,,,,25.73,,,
,Dindori,2000 - 2001,,,,,,,22.0,384.0,17.45,,,
,,2001 - 2002,,,,,,,25.0,437.0,17.48,,,
,,2002 - 2003,,,,,,,31.0,447.0,14.42,,,
,,2003 - 2004,,,,,,,26.0,402.0,15.46,,,
,,2004 - 2005,,,,,,,24.0,383.0,15.96,,,
,,2005 - 2006,,,,,,,29.0,414.0,14.28,,,
,,2006 - 2007,,,,,,,35.0,439.0,12.54,,,
,,2007 - 2008,,,,,,,33.0,352.0,10.67,,,
,,2008 - 2009,,,,,,,29.0,302.0,10.41,,,
,,2009 - 2010,,,,,,,33.0,418.0,12.67,,,
,,2010 - 2011,,,,,,,42.0,576.0,13.71,,,
,,2011 - 2012,,,,,,,56.0,693.0,12.38,,,
,,2012 - 2013,,,,,,,62.0,804.0,12.97,,,
,,2013 - 2014,,,,,,,76.0,,17.42,,,
,,2015 - 2016,,,,,,,345.0,,19.0,,,
,,2016 - 2017,,,,,,,380.0,,19.0,,,
,,2017 - 2018,,,,,,,365.0,,19.8,,,
,,2018 - 2019,,,,,,,368.0,,19.5,,,
,,2019 - 2020,,,,,,,375.0,,19.5,,,
,Guna,2000 - 2001,,,,,,,219.0,,14.19,,,
,,2001 - 2002,,,,,,,214.0,,14.4,,,
,,2002 - 2003,,,,,,,151.0,,8.95,,,
,,2003 - 2004,,,,,,,88.0,,12.58,,,
,,2004 - 2005,,,,,,,118.0,,14.66,,,
,,2005 - 2006,,,,,,,109.0,,14.34,,,
,,2006 - 2007,,,,,,,100.0,,14.42,,,
,,2007 - 2008,,,,,,,105.0,,10.7,,,
,,2008 - 2009,,,,,,,78.0,,13.04,,,
,,2009 - 2010,,,,,,,98.0,,12.56,,,
,,2010 - 2011,,,,,,,186.0,,13.68,,,
,,2011 - 2012,,,,,,,167.0,,19.14,,,
,,2012 - 2013,,,,,,,223.0,,17.88,,,
,,2013 - 2014,,,,,,,257.0,,16.32,,,
,,2015 - 2016,,,,,,,507.0,,15.0,,,
,,2016 - 2017,,,,,,,522.0,,24.36,,,
,,2017 - 2018,,,,,,,540.0,,24.36,,,
,,2018 - 2019,,,,,,,953.0,,24.35,,,
,,2019 - 2020,,,,,,,,,25.0,,,
,Gwalior,2000 - 2001,,,,,,,112.0,,16.66,,,
,,2001 - 2002,,,,,,,116.0,,17.82,,,
,,2002 - 2003,,,,,,,86.0,,16.03,,,
,,2003 - 2004,,,,,,,72.0,763.0,10.6,,,
,,2004 - 2005,,,,,,,47.0,755.0,16.06,,,
,,2005 - 2006,,,,,,,24.0,353.0,14.71,,,
,,2006 - 2007,,,,,,,14.0,161.0,11.5,,,
,,2007 - 2008,,,,,,,69.0,640.0,9.28,,,
,,2008 - 2009,,,,,,,52.0,490.0,9.42,,,
,,2009 - 2010,,,,,,,93.0,,13.1,,,
,,2010 - 2011,,,,,,,101.0,,10.89,,,
,,2011 - 2012,,,,,,,86.0,,12.44,,,
,,2012 - 2013,,,,,,,69.0,961.0,13.93,,,
,,2013 - 2014,,,,,,,64.0,706.0,11.03,,,
,,2015 - 2016,,,,,,,784.0,,21.0,,,
,,2016 - 2017,,,,,,,905.0,,20.0,,,
,,2017 - 2018,,,,,,,932.0,,21.0,,,
,,2018 - 2019,,,,,,,936.0,,21.0,,,
,,2019 - 2020,,,,,,,950.0,,21.0,,,
,Harda,2000 - 2001,,,,,,,138.0,,17.98,,,
,,2001 - 2002,,,,,,,119.0,,14.76,,,
,,2002 - 2003,,,,,,,132.0,,13.41,,,
,,2003 - 2004,,,,,,,190.0,,12.79,,,
,,2004 - 2005,,,,,,,160.0,,14.61,,,
,,2005 - 2006,,,,,,,225.0,,22.83,,,
,,2006 - 2007,,,,,,,221.0,,22.96,,,
,,2007 - 2008,,,,,,,229.0,,18.48,,,
,,2008 - 2009,,,,,,,226.0,,15.0,,,
,,2009 - 2010,,,,,,,149.0,,15.3,,,
,,2010 - 2011,,,,,,,177.0,,21.14,,,
,,2011 - 2012,,,,,,,150.0,,26.51,,,
,,2012 - 2013,,,,,,,135.0,,25.34,,,
,,2013 - 2014,,,,,,,191.0,,17.31,,,
,,2015 - 2016,,,,,,,455.0,,22.0,,,
,,2016 - 2017,,,,,,,470.0,,22.24,,,
,,2017 - 2018,,,,,,,489.0,,22.25,,,
,,2018 - 2019,,,,,,,450.0,,22.25,,,
,,2019 - 2020,,,,,,,380.0,,22.25,,,
,Hoshangabad,2000 - 2001,,,,,,,401.0,,16.63,,,
,,2001 - 2002,,,,,,,521.0,,16.92,,,
,,2002 - 2003,,,,,,,425.0,,13.41,,,
,,2003 - 2004,,,,,,,474.0,,12.79,,,
,,2004 - 2005,,,,,,,463.0,,17.43,,,
,,2005 - 2006,,,,,,,644.0,,14.52,,,
,,2006 - 2007,,,,,,,537.0,,19.93,,,
,,2007 - 2008,,,,,,,539.0,,12.83,,,
,,2008 - 2009,,,,,,,519.0,,13.03,,,
,,2009 - 2010,,,,,,,527.0,,13.28,,,
,,2010 - 2011,,,,,,,503.0,,16.44,,,
,,2011 - 2012,,,,,,,472.0,,18.08,,,
,,2012 - 2013,,,,,,,457.0,,19.72,,,
,,2013 - 2014,,,,,,,361.0,,16.18,,,
,,2015 - 2016,,,,,,,644.0,,26.0,,,
,,2016 - 2017,,,,,,,652.0,,25.5,,,
,,2017 - 2018,,,,,,,459.5,,25.47,,,
,,2018 - 2019,,,,,,,253.0,,23.89,,,
,,2019 - 2020,,,,,,,253.0,,23.89,,,
,Indore,2000 - 2001,,,,,,,644.0,,14.21,,,
,,2001 - 2002,,,,,,,744.0,,12.19,,,
,,2002 - 2003,,,,,,,900.0,,11.71,,,
,,2003 - 2004,,,,,,,,,12.79,,,
,,2004 - 2005,,,,,,,,,12.77,,,
,,2005 - 2006,,,,,,,,,12.21,,,
,,2006 - 2007,,,,,,,,,16.37,,,
,,2007 - 2008,,,,,,,,,11.68,,,
,,2008 - 2009,,,,,,,,,12.58,,,
,,2009 - 2010,,,,,,,,,13.03,,,
,,2010 - 2011,,,,,,,,,14.94,,,
,,2011 - 2012,,,,,,,,,15.96,,,
,,2012 - 2013,,,,,,,,,15.85,,,
,,2013 - 2014,,,,,,,,,13.57,,,
,,2015 - 2016,,,,,,,,,29.87,,,
,,2016 - 2017,,,,,,,,,31.0,,,
,,2017 - 2018,,,,,,,,,32.0,,,
,,2018 - 2019,,,,,,,,,32.0,,,
,,2019 - 2020,,,,,,,,,32.0,,,
,Jabalpur,2000 - 2001,,,,,,,240.0,,25.02,,,
,,2001 - 2002,,,,,,,266.0,,25.35,,,
,,2002 - 2003,,,,,,,218.0,,24.96,,,
,,2003 - 2004,,,,,,,220.0,,26.5,,,
,,2004 - 2005,,,,,,,258.0,,30.86,,,
,,2005 - 2006,,,,,,,292.0,,32.79,,,
,,2006 - 2007,,,,,,,197.0,,35.1,,,
,,2007 - 2008,,,,,,,519.0,,24.59,,,
,,2008 - 2009,,,,,,,246.0,,22.8,,,
,,2009 - 2010,,,,,,,270.0,,23.95,,,
,,2010 - 2011,,,,,,,307.0,,31.56,,,
,,2011 - 2012,,,,,,,330.0,,38.06,,,
,,2012 - 2013,,,,,,,294.0,,39.7,,,
,,2013 - 2014,,,,,,,164.0,,30.87,,,
,,2015 - 2016,,,,,,,,,20.0,,,
,,2016 - 2017,,,,,,,,,20.36,,,
,,2017 - 2018,,,,,,,,,22.0,,,
,,2018 - 2019,,,,,,,,,22.0,,,
,,2019 - 2020,,,,,,,,,22.0,,,
,Jhabua,2000 - 2001,,,,,,,46.0,242.0,5.26,,,
,,2001 - 2002,,,,,,,135.0,,9.28,,,
,,2002 - 2003,,,,,,,195.0,,10.5,,,
,,2003 - 2004,,,,,,,280.0,,9.65,,,
,,2004 - 2005,,,,,,,307.0,,11.44,,,
,,2005 - 2006,,,,,,,279.0,,11.03,,,
,,2006 - 2007,,,,,,,268.0,,11.63,,,
,,2007 - 2008,,,,,,,303.0,,10.06,,,
,,2008 - 2009,,,,,,,177.0,,9.9,,,
,,2009 - 2010,,,,,,,242.0,,10.58,,,
,,2010 - 2011,,,,,,,241.0,,11.02,,,
,,2011 - 2012,,,,,,,278.0,,13.25,,,
,,2012 - 2013,,,,,,,302.0,,14.25,,,
,,2013 - 2014,,,,,,,339.0,,15.17,,,
,,2015 - 2016,,,,,,,834.0,,30.0,,,
,,2016 - 2017,,,,,,,690.0,,30.0,,,
,,2017 - 2018,,,,,,,830.0,,33.92,,,
,,2018 - 2019,,,,,,,731.0,,35.0,,,
,,2019 - 2020,,,,,,,750.0,,35.0,,,
,Katni,2000 - 2001,,,,,,,240.0,,16.78,,,
,,2001 - 2002,,,,,,,275.0,,18.39,,,
,,2002 - 2003,,,,,,,306.0,,24.97,,,
,,2003 - 2004,,,,,,,332.0,,15.39,,,
,,2004 - 2005,,,,,,,417.0,,19.58,,,
,,2005 - 2006,,,,,,,474.0,,15.79,,,
,,2006 - 2007,,,,,,,445.0,,27.39,,,
,,2007 - 2008,,,,,,,450.0,,10.19,,,
,,2008 - 2009,,,,,,,480.0,,12.75,,,
,,2009 - 2010,,,,,,,549.0,,13.96,,,
,,2010 - 2011,,,,,,,546.0,,12.45,,,
,,2011 - 2012,,,,,,,556.0,,17.18,,,
,,2012 - 2013,,,,,,,958.0,,19.26,,,
,,2013 - 2014,,,,,,,,,26.38,,,
,,2015 - 2016,,,,,,,,,18.19,,,
,,2016 - 2017,,,,,,,,,25.8,,,
,,2017 - 2018,,,,,,,,,25.8,,,
,,2018 - 2019,,,,,,,,,25.8,,,
,,2019 - 2020,,,,,,,,,25.81,,,
,Khandwa,2000 - 2001,,,,,,,,,19.09,,,
,,2001 - 2002,,,,,,,,,21.18,,,
,,2002 - 2003,,,,,,,,,24.73,,,
,,2003 - 2004,,,,,,,,,18.67,,,
,,2004 - 2005,,,,,,,,,24.78,,,
,,2005 - 2006,,,,,,,,,26.14,,,
,,2006 - 2007,,,,,,,,,30.68,,,
,,2007 - 2008,,,,,,,,,30.33,,,
,,2008 - 2009,,,,,,,,,30.78,,,
,,2009 - 2010,,,,,,,,,31.9,,,
,,2010 - 2011,,,,,,,,,29.11,,,
,,2011 - 2012,,,,,,,,,31.1,,,
,,2012 - 2013,,,,,,,,,30.88,,,
,,2013 - 2014,,,,,,,,,40.31,,,
,,2015 - 2016,,,,,,,,,24.0,,,
,,2016 - 2017,,,,,,,,,25.0,,,
,,2017 - 2018,,,,,,,,,25.0,,,
,,2018 - 2019,,,,,,,,,20.25,,,
,,2019 - 2020,,,,,,,,,20.25,,,
,Khargone,2000 - 2001,,,,,,,359.0,,7.96,,,
,,2001 - 2002,,,,,,,412.0,,8.56,,,
,,2002 - 2003,,,,,,,651.0,,8.79,,,
,,2003 - 2004,,,,,,,759.0,,7.3,,,
,,2004 - 2005,,,,,,,791.0,,8.19,,,
,,2005 - 2006,,,,,,,733.0,,7.1,,,
,,2006 - 2007,,,,,,,900.0,,8.36,,,
,,2007 - 2008,,,,,,,,,7.82,,,
,,2008 - 2009,,,,,,,510.0,,6.16,,,
,,2009 - 2010,,,,,,,,,6.38,,,
,,2010 - 2011,,,,,,,,,7.88,,,
,,2011 - 2012,,,,,,,887.0,,7.43,,,
,,2012 - 2013,,,,,,,,,10.45,,,
,,2013 - 2014,,,,,,,,,3.92,,,
,,2015 - 2016,,,,,,,,,24.0,,,
,,2016 - 2017,,,,,,,,,25.0,,,
,,2017 - 2018,,,,,,,,,25.0,,,
,,2018 - 2019,,,,,,,,,25.0,,,
,,2019 - 2020,,,,,,,,,25.0,,,
,Mandla,2000 - 2001,,,,,,,176.0,,14.7,,,
,,2001 - 2002,,,,,,,175.0,,14.7,,,
,,2002 - 2003,,,,,,,193.0,,14.13,,,
,,2003 - 2004,,,,,,,221.0,,15.22,,,
,,2004 - 2005,,,,,,,230.0,,17.73,,,
,,2005 - 2006,,,,,,,243.0,,14.17,,,
,,2006 - 2007,,,,,,,250.0,,13.08,,,
,,2007 - 2008,,,,,,,278.0,,11.32,,,
,,2008 - 2009,,,,,,,264.0,,12.31,,,
,,2009 - 2010,,,,,,,243.0,,11.69,,,
,,2010 - 2011,,,,,,,222.0,,14.19,,,
,,2011 - 2012,,,,,,,277.0,,12.77,,,
,,2012 - 2013,,,,,,,397.0,,13.33,,,
,,2013 - 2014,,,,,,,368.0,,18.29,,,
,,2015 - 2016,,,,,,,65.8,,22.73,,,
,,2016 - 2017,,,,,,,67.68,,22.6,,,
,,2017 - 2018,,,,,,,184.5,,22.66,,,
,,2018 - 2019,,,,,,,230.0,,22.84,,,
,,2019 - 2020,,,,,,,242.65,,22.94,,,
,Mandsaur,2000 - 2001,,,,,,,237.0,,9.69,,,
,,2001 - 2002,,,,,,,292.0,,9.86,,,
,,2002 - 2003,,,,,,,369.0,,7.58,,,
,,2003 - 2004,,,,,,,294.0,,9.16,,,
,,2004 - 2005,,,,,,,572.0,,10.5,,,
,,2005 - 2006,,,,,,,333.0,,9.88,,,
,,2006 - 2007,,,,,,,419.0,,11.79,,,
,,2007 - 2008,,,,,,,594.0,,9.91,,,
,,2008 - 2009,,,,,,,414.0,,8.87,,,
,,2009 - 2010,,,,,,,577.0,,9.96,,,
,,2010 - 2011,,,,,,,708.0,,11.26,,,
,,2011 - 2012,,,,,,,965.0,,19.18,,,
,,2012 - 2013,,,,,,,958.0,,21.12,,,
,,2013 - 2014,,,,,,,,,19.42,,,
,,2015 - 2016,,,,,,,,,20.0,,,
,,2016 - 2017,,,,,,,,,20.39,,,
,,2017 - 2018,,,,,,,,,20.0,,,
,,2018 - 2019,,,,,,,,,20.0,,,
,,2019 - 2020,,,,,,,,,20.0,,,
,Morena,2000 - 2001,,,,,,,65.0,560.0,8.62,,,
,,2001 - 2002,,,,,,,65.0,540.0,8.31,,,
,,2002 - 2003,,,,,,,43.0,257.0,5.98,,,
,,2003 - 2004,,,,,,,22.0,155.0,7.05,,,
,,2004 - 2005,,,,,,,14.0,129.0,9.21,,,
,,2005 - 2006,,,,,,,45.0,368.0,8.18,,,
,,2006 - 2007,,,,,,,42.0,334.0,7.95,,,
,,2007 - 2008,,,,,,,49.0,253.0,5.16,,,
,,2008 - 2009,,,,,,,49.0,257.0,5.24,,,
,,2009 - 2010,,,,,,,91.0,659.0,7.24,,,
,,2010 - 2011,,,,,,,117.0,743.0,6.35,,,
,,2011 - 2012,,,,,,,146.0,707.0,4.84,,,
,,2012 - 2013,,,,,,,81.0,612.0,7.56,,,
,,2013 - 2014,,,,,,,111.0,831.0,7.49,,,
,,2015 - 2016,,,,,,,302.0,,20.25,,,
,,2016 - 2017,,,,,,,310.0,,20.5,,,
,,2017 - 2018,,,,,,,320.0,,20.61,,,
,,2018 - 2019,,,,,,,330.0,,20.64,,,
,,2019 - 2020,,,,,,,333.0,,20.69,,,
,Narsinghpur,2000 - 2001,,,,,,,586.0,,20.27,,,
,,2001 - 2002,,,,,,,602.0,,20.29,,,
,,2002 - 2003,,,,,,,595.0,,18.69,,,
,,2003 - 2004,,,,,,,592.0,,17.99,,,
,,2004 - 2005,,,,,,,703.0,,20.95,,,
,,2005 - 2006,,,,,,,711.0,,21.7,,,
,,2006 - 2007,,,,,,,664.0,,21.83,,,
,,2007 - 2008,,,,,,,700.0,,18.89,,,
,,2008 - 2009,,,,,,,664.0,,18.9,,,
,,2009 - 2010,,,,,,,738.0,,19.49,,,
,,2010 - 2011,,,,,,,862.0,,23.18,,,
,,2011 - 2012,,,,,,,875.0,,26.52,,,
,,2012 - 2013,,,,,,,,,21.48,,,
,,2013 - 2014,,,,,,,,,26.99,,,
,,2015 - 2016,,,,,,,,,17.28,,,
,,2016 - 2017,,,,,,,,,19.64,,,
,,2017 - 2018,,,,,,,,,19.87,,,
,,2018 - 2019,,,,,,,,,19.37,,,
,,2019 - 2020,,,,,,,,,19.51,,,
,Neemuch,2000 - 2001,,,,,,,162.0,,12.15,,,
,,2001 - 2002,,,,,,,291.0,,12.33,,,
,,2002 - 2003,,,,,,,272.0,,11.21,,,
,,2003 - 2004,,,,,,,350.0,,10.64,,,
,,2004 - 2005,,,,,,,356.0,,13.25,,,
,,2005 - 2006,,,,,,,369.0,,11.12,,,
,,2006 - 2007,,,,,,,374.0,,13.26,,,
,,2007 - 2008,,,,,,,592.0,,11.14,,,
,,2008 - 2009,,,,,,,392.0,,9.98,,,
,,2009 - 2010,,,,,,,457.0,,11.21,,,
,,2010 - 2011,,,,,,,843.0,,10.11,,,
,,2011 - 2012,,,,,,,919.0,,14.33,,,
,,2012 - 2013,,,,,,,954.0,,23.78,,,
,,2013 - 2014,,,,,,,,,12.15,,,
,,2015 - 2016,,,,,,,,,20.02,,,
,,2016 - 2017,,,,,,,,,20.13,,,
,,2017 - 2018,,,,,,,,,20.0,,,
,,2018 - 2019,,,,,,,,,20.0,,,
,,2019 - 2020,,,,,,,,,20.0,,,
,Panna,2000 - 2001,,,,,,,338.0,,8.0,,,
,,2001 - 2002,,,,,,,343.0,,8.17,,,
,,2002 - 2003,,,,,,,371.0,,7.84,,,
,,2003 - 2004,,,,,,,342.0,,8.64,,,
,,2004 - 2005,,,,,,,355.0,,7.55,,,
,,2005 - 2006,,,,,,,459.0,,8.38,,,
,,2006 - 2007,,,,,,,359.0,,8.43,,,
,,2007 - 2008,,,,,,,283.0,,7.29,,,
,,2008 - 2009,,,,,,,490.0,,7.4,,,
,,2009 - 2010,,,,,,,604.0,,7.67,,,
,,2010 - 2011,,,,,,,627.0,,6.35,,,
,,2011 - 2012,,,,,,,838.0,,6.78,,,
,,2012 - 2013,,,,,,,839.0,,9.83,,,
,,2013 - 2014,,,,,,,817.0,,23.24,,,
,,2015 - 2016,,,,,,,,,17.51,,,
,,2016 - 2017,,,,,,,,,17.51,,,
,,2017 - 2018,,,,,,,,,17.51,,,
,,2018 - 2019,,,,,,,,,17.51,,,
,,2019 - 2020,,,,,,,,,17.51,,,
,Raisen,2000 - 2001,,,,,,,255.0,,12.06,,,
,,2001 - 2002,,,,,,,294.0,,12.07,,,
,,2002 - 2003,,,,,,,309.0,,11.6,,,
,,2003 - 2004,,,,,,,458.0,,11.84,,,
,,2004 - 2005,,,,,,,452.0,,13.79,,,
,,2005 - 2006,,,,,,,542.0,,13.33,,,
,,2006 - 2007,,,,,,,490.0,,15.64,,,
,,2007 - 2008,,,,,,,396.0,,11.6,,,
,,2008 - 2009,,,,,,,395.0,,11.78,,,
,,2009 - 2010,,,,,,,452.0,,14.23,,,
,,2010 - 2011,,,,,,,395.0,,14.23,,,
,,2011 - 2012,,,,,,,452.0,,20.74,,,
,,2012 - 2013,,,,,,,585.0,,16.01,,,
,,2013 - 2014,,,,,,,558.0,,16.03,,,
,,2015 - 2016,,,,,,,678.0,,24.26,,,
,,2016 - 2017,,,,,,,470.0,,26.17,,,
,,2017 - 2018,,,,,,,510.0,,24.71,,,
,,2018 - 2019,,,,,,,540.0,,24.6,,,
,,2019 - 2020,,,,,,,546.0,,24.5,,,
,Rajgarh,2000 - 2001,,,,,,,438.0,,10.29,,,
,,2001 - 2002,,,,,,,716.0,,8.5,,,
,,2002 - 2003,,,,,,,496.0,,8.32,,,
,,2003 - 2004,,,,,,,,,10.72,,,
,,2004 - 2005,,,,,,,,,13.0,,,
,,2005 - 2006,,,,,,,,,11.56,,,
,,2006 - 2007,,,,,,,,,12.12,,,
,,2007 - 2008,,,,,,,,,10.49,,,
,,2008 - 2009,,,,,,,,,10.93,,,
,,2009 - 2010,,,,,,,,,11.78,,,
,,2010 - 2011,,,,,,,,,13.82,,,
,,2011 - 2012,,,,,,,,,15.75,,,
,,2012 - 2013,,,,,,,,,19.54,,,
,,2013 - 2014,,,,,,,,,13.61,,,
,,2015 - 2016,,,,,,,,,15.49,,,
,,2016 - 2017,,,,,,,,,20.2,,,
,,2017 - 2018,,,,,,,,,20.2,,,
,,2018 - 2019,,,,,,,,,20.2,,,
,,2019 - 2020,,,,,,,,,20.2,,,
,Ratlam,2000 - 2001,,,,,,,538.0,,26.88,,,
,,2001 - 2002,,,,,,,522.0,,26.9,,,
,,2002 - 2003,,,,,,,482.0,,29.53,,,
,,2003 - 2004,,,,,,,789.0,,28.67,,,
,,2004 - 2005,,,,,,,692.0,,32.18,,,
,,2005 - 2006,,,,,,,704.0,,24.95,,,
,,2006 - 2007,,,,,,,943.0,,29.78,,,
,,2007 - 2008,,,,,,,,,25.4,,,
,,2008 - 2009,,,,,,,,,29.88,,,
,,2009 - 2010,,,,,,,,,30.97,,,
,,2010 - 2011,,,,,,,,,31.5,,,
,,2011 - 2012,,,,,,,,,48.78,,,
,,2012 - 2013,,,,,,,,,48.43,,,
,,2013 - 2014,,,,,,,,,25.3,,,
,,2015 - 2016,,,,,,,,,16.55,,,
,,2016 - 2017,,,,,,,,,19.74,,,
,,2017 - 2018,,,,,,,,,19.96,,,
,,2018 - 2019,,,,,,,,,25.0,,,
,,2019 - 2020,,,,,,,,,25.0,,,
,Rewa,2000 - 2001,,,,,,,643.0,,8.3,,,
,,2001 - 2002,,,,,,,754.0,,8.17,,,
,,2002 - 2003,,,,,,,752.0,,6.93,,,
,,2003 - 2004,,,,,,,807.0,,6.49,,,
,,2004 - 2005,,,,,,,880.0,,8.55,,,
,,2005 - 2006,,,,,,,,,12.07,,,
,,2006 - 2007,,,,,,,977.0,,11.92,,,
,,2007 - 2008,,,,,,,,,10.5,,,
,,2008 - 2009,,,,,,,,,9.52,,,
,,2009 - 2010,,,,,,,,,11.83,,,
,,2010 - 2011,,,,,,,,,10.85,,,
,,2011 - 2012,,,,,,,,,13.53,,,
,,2012 - 2013,,,,,,,,,16.88,,,
,,2013 - 2014,,,,,,,,,15.17,,,
,,2015 - 2016,,,,,,,,,25.93,,,
,,2016 - 2017,,,,,,,,,26.0,,,
,,2017 - 2018,,,,,,,,,26.0,,,
,,2018 - 2019,,,,,,,,,26.0,,,
,,2019 - 2020,,,,,,,,,26.0,,,
,Sagar,2000 - 2001,,,,,,,,,18.28,,,
,,2001 - 2002,,,,,,,,,15.25,,,
,,2002 - 2003,,,,,,,,,14.65,,,
,,2003 - 2004,,,,,,,,,16.72,,,
,,2004 - 2005,,,,,,,,,19.16,,,
,,2005 - 2006,,,,,,,,,14.42,,,
,,2006 - 2007,,,,,,,,,14.51,,,
,,2007 - 2008,,,,,,,,,12.55,,,
,,2008 - 2009,,,,,,,,,11.35,,,
,,2009 - 2010,,,,,,,,,13.2,,,
,,2010 - 2011,,,,,,,,,9.62,,,
,,2011 - 2012,,,,,,,,,18.28,,,
,,2012 - 2013,,,,,,,,,13.61,,,
,,2013 - 2014,,,,,,,,,17.85,,,
,,2015 - 2016,,,,,,,,,29.0,,,
,,2016 - 2017,,,,,,,,,25.0,,,
,,2017 - 2018,,,,,,,,,20.0,,,
,,2018 - 2019,,,,,,,,,20.0,,,
,,2019 - 2020,,,,,,,,,20.0,,,
,Satna,2000 - 2001,,,,,,,,,7.04,,,
,,2001 - 2002,,,,,,,,,6.91,,,
,,2002 - 2003,,,,,,,,,7.56,,,
,,2003 - 2004,,,,,,,,,7.2,,,
,,2004 - 2005,,,,,,,,,8.24,,,
,,2005 - 2006,,,,,,,,,6.94,,,
