state,district,year,bajra_kharif_yield_tonne_per_hectare
,,2002 - 2003,1.26
,,2003 - 2004,1.46
,,2004 - 2005,1.39
,,2005 - 2006,1.51
,,2006 - 2007,1.59
,,2007 - 2008,1.56
,,2008 - 2009,1.83
,,2009 - 2010,2.02
,,2010 - 2011,2.0
,,2011 - 2012,1.92
,,2012 - 2013,1.97
,,2013 - 2014,2.13
,,2014 - 2015,2.03
,,2015 - 2016,1.99
,,2016 - 2017,1.97
,,2017 - 2018,2.04
,,2018 - 2019,2.16
,,2019 - 2020,1.93
,,2020 - 2021,1.93
,,2021 - 2022,1.74
,,2022 - 2023,1.7
,Chandauli,2000 - 2001,1.05
,,2001 - 2002,1.29
,,2002 - 2003,1.71
,,2003 - 2004,0.98
,,2004 - 2005,1.09
,,2005 - 2006,1.33
,,2006 - 2007,1.58
,,2007 - 2008,1.44
,,2008 - 2009,1.21
,,2009 - 2010,0.87
,,2010 - 2011,1.31
,,2011 - 2012,1.54
,,2012 - 2013,1.25
,,2013 - 2014,1.02
,,2014 - 2015,1.57
,,2015 - 2016,1.29
,,2016 - 2017,0.77
,,2017 - 2018,1.15
,,2018 - 2019,1.14
,,2019 - 2020,0.9
,,2020 - 2021,1.39
,,2021 - 2022,1.09
,,2022 - 2023,0.73
,Chitrakoot,2000 - 2001,0.73
,,2001 - 2002,0.71
,,2002 - 2003,0.58
,,2003 - 2004,0.76
,,2004 - 2005,1.14
,,2005 - 2006,0.95
,,2006 - 2007,0.8
,,2007 - 2008,0.52
,,2008 - 2009,1.18
,,2009 - 2010,0.69
,,2010 - 2011,0.68
,,2011 - 2012,0.89
,,2012 - 2013,1.38
,,2013 - 2014,1.43
,,2014 - 2015,1.01
,,2015 - 2016,0.35
,,2016 - 2017,1.03
,,2017 - 2018,0.86
,,2018 - 2019,1.06
,,2019 - 2020,1.85
,,2020 - 2021,2.22
,,2021 - 2022,1.53
,,2022 - 2023,1.35
,Deoria,2000 - 2001,1.68
,,2001 - 2002,1.41
,,2002 - 2003,1.5
,,2003 - 2004,1.48
,,2004 - 2005,1.73
,,2005 - 2006,1.57
,,2006 - 2007,1.61
,,2007 - 2008,1.56
,,2008 - 2009,1.73
,,2009 - 2010,1.71
,,2010 - 2011,1.71
,,2011 - 2012,2.04
,,2012 - 2013,2.08
,,2013 - 2014,2.07
,,2014 - 2015,1.92
,,2015 - 2016,1.81
,,2016 - 2017,1.83
,,2017 - 2018,1.93
,,2018 - 2019,2.22
,,2019 - 2020,2.19
,,2020 - 2021,2.4
,,2021 - 2022,2.16
,,2022 - 2023,2.16
,Etah,2000 - 2001,1.74
,,2001 - 2002,1.48
,,2002 - 2003,1.46
,,2003 - 2004,1.22
,,2004 - 2005,1.63
,,2005 - 2006,1.65
,,2006 - 2007,1.81
,,2007 - 2008,1.92
,,2008 - 2009,1.83
,,2009 - 2010,2.03
,,2010 - 2011,1.92
,,2011 - 2012,2.73
,,2012 - 2013,2.8
,,2013 - 2014,2.98
,,2014 - 2015,3.12
,,2015 - 2016,2.59
,,2016 - 2017,2.3
,,2017 - 2018,2.44
,,2018 - 2019,2.58
,,2019 - 2020,2.76
,,2020 - 2021,2.72
,,2021 - 2022,2.55
,,2022 - 2023,2.54
,Etawah,2000 - 2001,1.46
,,2001 - 2002,1.32
,,2002 - 2003,1.37
,,2003 - 2004,0.88
,,2004 - 2005,1.93
,,2005 - 2006,1.73
,,2006 - 2007,1.72
,,2007 - 2008,1.84
,,2008 - 2009,2.17
,,2009 - 2010,2.0
,,2010 - 2011,2.05
,,2011 - 2012,2.01
,,2012 - 2013,2.39
,,2013 - 2014,2.48
,,2014 - 2015,1.96
,,2015 - 2016,2.31
,,2016 - 2017,2.33
,,2017 - 2018,2.21
,,2018 - 2019,2.79
,,2019 - 2020,2.53
,,2020 - 2021,2.6
,,2021 - 2022,2.58
,,2022 - 2023,2.49
,Faizabad,2000 - 2001,1.56
,,2001 - 2002,1.26
,,2002 - 2003,1.38
,,2003 - 2004,1.33
,,2004 - 2005,1.5
,,2005 - 2006,1.5
,,2006 - 2007,1.5
,,2008 - 2009,1.65
,,2009 - 2010,1.65
,,2012 - 2013,0.8
,,2013 - 2014,1.0
,,2014 - 2015,1.27
,,2015 - 2016,0.67
,,2016 - 2017,1.0
,,2017 - 2018,2.0
,,2018 - 2019,2.07
,,2019 - 2020,2.0
,,2020 - 2021,2.0
,,2021 - 2022,2.0
,,2022 - 2023,2.0
,Farrukhabad,2000 - 2001,1.24
,,2001 - 2002,1.06
,,2002 - 2003,1.18
,,2003 - 2004,0.9
,,2004 - 2005,1.63
,,2005 - 2006,1.09
,,2006 - 2007,1.24
,,2007 - 2008,1.31
,,2008 - 2009,2.11
,,2009 - 2010,2.04
,,2010 - 2011,1.51
,,2011 - 2012,1.21
,,2012 - 2013,1.53
,,2013 - 2014,1.31
,,2014 - 2015,1.54
,,2015 - 2016,1.59
,,2016 - 2017,2.15
,,2017 - 2018,1.58
,,2018 - 2019,2.12
,,2019 - 2020,2.58
,,2020 - 2021,1.95
,,2021 - 2022,1.69
,,2022 - 2023,1.77
,Fatehpur,2000 - 2001,0.84
,,2001 - 2002,0.77
,,2002 - 2003,0.82
,,2003 - 2004,1.0
,,2004 - 2005,1.19
,,2005 - 2006,1.17
,,2006 - 2007,1.17
,,2007 - 2008,1.3
,,2008 - 2009,1.03
,,2009 - 2010,0.93
,,2010 - 2011,1.01
,,2011 - 2012,1.02
,,2012 - 2013,1.28
,,2013 - 2014,0.96
,,2014 - 2015,0.76
,,2015 - 2016,0.82
,,2016 - 2017,0.96
,,2017 - 2018,1.19
,,2018 - 2019,1.11
,,2019 - 2020,1.96
,,2020 - 2021,1.71
,,2021 - 2022,1.24
,,2022 - 2023,1.21
,Firozabad,2000 - 2001,1.73
,,2001 - 2002,1.06
,,2002 - 2003,1.27
,,2003 - 2004,0.89
,,2004 - 2005,1.89
,,2005 - 2006,1.89
,,2006 - 2007,1.84
,,2007 - 2008,1.8
,,2008 - 2009,2.09
,,2009 - 2010,2.07
,,2010 - 2011,2.04
,,2011 - 2012,2.24
,,2012 - 2013,2.27
,,2013 - 2014,2.37
,,2014 - 2015,2.12
,,2015 - 2016,2.1
,,2016 - 2017,2.33
,,2017 - 2018,2.35
,,2018 - 2019,2.25
,,2019 - 2020,2.35
,,2020 - 2021,2.73
,,2021 - 2022,2.34
,,2022 - 2023,2.53
,Gautam buddha nagar,2000 - 2001,1.48
,,2001 - 2002,1.56
,,2002 - 2003,1.26
,,2003 - 2004,1.43
,,2004 - 2005,1.67
,,2005 - 2006,1.21
,,2006 - 2007,0.99
,,2007 - 2008,1.4
,,2008 - 2009,1.73
,,2009 - 2010,1.56
,,2010 - 2011,1.02
,,2011 - 2012,1.42
,,2012 - 2013,2.33
,,2013 - 2014,1.35
,,2014 - 2015,2.01
,,2016 - 2017,1.17
,,2017 - 2018,1.0
,,2018 - 2019,1.36
,,2019 - 2020,1.56
,,2020 - 2021,1.43
,,2021 - 2022,1.73
,,2022 - 2023,1.18
,Ghaziabad,2000 - 2001,1.28
,,2001 - 2002,0.99
,,2002 - 2003,1.26
,,2003 - 2004,1.43
,,2004 - 2005,1.48
,,2005 - 2006,1.44
,,2006 - 2007,1.24
,,2007 - 2008,1.51
,,2008 - 2009,1.78
,,2009 - 2010,1.92
,,2010 - 2011,1.78
,,2011 - 2012,1.87
,,2012 - 2013,2.32
,,2013 - 2014,1.35
,,2015 - 2016,2.0
,,2016 - 2017,1.17
,,2017 - 2018,1.95
,,2019 - 2020,1.89
,,2021 - 2022,1.74
,,2022 - 2023,1.6
,Ghazipur,2000 - 2001,1.23
,,2001 - 2002,0.97
,,2002 - 2003,1.05
,,2003 - 2004,0.95
,,2004 - 2005,1.47
,,2005 - 2006,1.37
,,2006 - 2007,1.42
,,2007 - 2008,1.42
,,2008 - 2009,1.41
,,2009 - 2010,1.6
,,2010 - 2011,1.41
,,2011 - 2012,1.53
,,2012 - 2013,1.51
,,2013 - 2014,0.73
,,2014 - 2015,1.79
,,2015 - 2016,1.73
,,2016 - 2017,0.68
,,2017 - 2018,1.05
,,2018 - 2019,1.79
,,2019 - 2020,1.34
,,2020 - 2021,1.59
,,2021 - 2022,1.06
,,2022 - 2023,1.5
,Gonda,2000 - 2001,1.74
,,2001 - 2002,1.6
,,2002 - 2003,1.55
,,2003 - 2004,1.48
,,2004 - 2005,1.86
,,2005 - 2006,1.54
,,2006 - 2007,1.76
,,2007 - 2008,1.57
,,2008 - 2009,2.0
,,2009 - 2010,1.5
,Gorakhpur,2000 - 2001,1.68
,,2001 - 2002,1.4
,,2002 - 2003,1.5
,,2003 - 2004,1.48
,,2004 - 2005,1.73
,,2005 - 2006,1.57
,,2006 - 2007,1.61
,,2007 - 2008,1.56
,,2008 - 2009,1.74
,,2009 - 2010,1.73
,,2010 - 2011,1.71
,,2011 - 2012,2.05
,,2012 - 2013,2.0
,,2013 - 2014,2.0
,,2014 - 2015,2.0
,,2015 - 2016,1.78
,,2016 - 2017,1.88
,,2017 - 2018,1.89
,,2018 - 2019,2.14
,,2019 - 2020,2.13
,,2020 - 2021,2.43
,,2021 - 2022,2.13
,,2022 - 2023,2.11
,Hamirpur,2000 - 2001,0.84
,,2001 - 2002,0.73
,,2002 - 2003,0.44
,,2003 - 2004,0.85
,,2004 - 2005,1.14
,,2006 - 2007,0.87
,,2007 - 2008,1.38
,,2008 - 2009,1.32
,,2009 - 2010,0.68
,,2010 - 2011,0.58
,,2011 - 2012,0.84
,,2012 - 2013,1.7
,,2013 - 2014,1.72
,,2014 - 2015,0.73
,,2015 - 2016,0.34
,,2016 - 2017,0.79
,,2017 - 2018,1.04
,,2018 - 2019,0.49
,,2019 - 2020,1.85
,,2020 - 2021,2.23
,,2021 - 2022,1.53
,,2022 - 2023,1.49
,Hapur,2012 - 2013,2.31
,,2013 - 2014,1.0
,,2015 - 2016,2.0
,,2016 - 2017,1.0
,,2018 - 2019,1.0
,,2019 - 2020,2.0
,,2020 - 2021,2.0
,,2021 - 2022,2.0
,,2022 - 2023,1.67
,Hardoi,2000 - 2001,0.78
,,2001 - 2002,0.83
,,2002 - 2003,0.84
,,2003 - 2004,0.68
,,2004 - 2005,1.07
,,2005 - 2006,0.92
,,2006 - 2007,1.51
,,2007 - 2008,1.07
,,2008 - 2009,1.2
,,2009 - 2010,1.15
,,2010 - 2011,1.26
,,2011 - 2012,0.98
,,2012 - 2013,1.2
,,2013 - 2014,1.19
,,2014 - 2015,0.99
,,2015 - 2016,1.42
,,2016 - 2017,1.35
,,2017 - 2018,1.29
,,2018 - 2019,1.34
,,2019 - 2020,2.01
,,2020 - 2021,1.54
,,2021 - 2022,1.33
,,2022 - 2023,1.64
,Hathras,2000 - 2001,1.77
,,2001 - 2002,0.91
,,2002 - 2003,1.87
,,2003 - 2004,1.74
,,2004 - 2005,1.7
,,2005 - 2006,1.64
,,2006 - 2007,1.61
,,2007 - 2008,1.74
,,2008 - 2009,1.48
,,2009 - 2010,1.78
,,2010 - 2011,1.77
,,2011 - 2012,1.82
,,2012 - 2013,1.9
,,2013 - 2014,1.82
,,2014 - 2015,2.2
,,2015 - 2016,1.93
,,2016 - 2017,1.85
,,2017 - 2018,2.34
,,2018 - 2019,2.38
,,2019 - 2020,2.33
,,2020 - 2021,2.77
,,2021 - 2022,2.4
,,2022 - 2023,2.33
,Jalaun,2000 - 2001,1.03
,,2001 - 2002,0.9
,,2002 - 2003,0.99
,,2003 - 2004,0.46
,,2004 - 2005,0.81
,,2005 - 2006,1.07
,,2006 - 2007,1.83
,,2007 - 2008,0.53
,,2008 - 2009,0.61
,,2009 - 2010,0.88
,,2010 - 2011,0.85
,,2011 - 2012,0.96
,,2012 - 2013,1.78
,,2013 - 2014,0.67
,,2014 - 2015,0.82
,,2015 - 2016,0.88
,,2016 - 2017,1.15
,,2017 - 2018,1.62
,,2018 - 2019,1.53
,,2019 - 2020,1.89
,,2020 - 2021,1.85
,,2021 - 2022,1.72
,,2022 - 2023,1.24
,Jaunpur,2000 - 2001,1.54
,,2001 - 2002,0.65
,,2002 - 2003,1.14
,,2003 - 2004,0.77
,,2004 - 2005,1.07
,,2005 - 2006,1.27
,,2006 - 2007,1.17
,,2007 - 2008,1.07
,,2008 - 2009,0.96
,,2009 - 2010,1.4
,,2010 - 2011,1.37
,,2011 - 2012,1.57
,,2012 - 2013,1.41
,,2013 - 2014,0.87
,,2014 - 2015,1.24
,,2015 - 2016,1.12
,,2016 - 2017,1.16
,,2017 - 2018,1.17
,,2018 - 2019,1.26
,,2019 - 2020,1.56
,,2020 - 2021,1.54
,,2021 - 2022,1.25
,,2022 - 2023,1.41
,Jhansi,2000 - 2001,1.07
,,2001 - 2002,0.88
,,2002 - 2003,0.94
,,2003 - 2004,0.4
,,2004 - 2005,0.88
,,2005 - 2006,1.05
,,2006 - 2007,1.82
,,2007 - 2008,0.52
,,2008 - 2009,0.61
,,2009 - 2010,0.85
,,2010 - 2011,0.86
,,2011 - 2012,0.97
,,2012 - 2013,1.86
,,2013 - 2014,0.5
,,2014 - 2015,0.8
,,2015 - 2016,0.89
,,2016 - 2017,1.15
,,2017 - 2018,1.75
,,2018 - 2019,1.43
,,2019 - 2020,1.87
,,2020 - 2021,0.69
,,2021 - 2022,1.71
,,2022 - 2023,1.43
,Kannauj,2000 - 2001,1.24
,,2001 - 2002,1.06
,,2002 - 2003,1.14
,,2003 - 2004,0.63
,,2004 - 2005,0.62
,,2005 - 2006,1.56
,,2006 - 2007,1.65
,,2007 - 2008,1.83
,,2008 - 2009,2.19
,,2009 - 2010,2.0
,,2010 - 2011,2.01
,,2011 - 2012,1.79
,,2012 - 2013,2.29
,,2013 - 2014,1.76
,,2014 - 2015,1.09
,,2015 - 2016,1.5
,,2016 - 2017,1.39
,,2017 - 2018,1.76
,,2018 - 2019,1.68
,,2019 - 2020,2.06
,,2020 - 2021,2.22
,,2021 - 2022,1.58
,,2022 - 2023,1.64
,Kanpur dehat,2003 - 2004,1.06
,,2004 - 2005,1.3
,,2005 - 2006,1.3
,,2006 - 2007,1.58
,,2007 - 2008,1.86
,,2008 - 2009,2.08
,,2009 - 2010,1.38
,,2010 - 2011,1.95
,,2011 - 2012,2.04
,,2012 - 2013,2.43
,,2013 - 2014,2.48
,,2014 - 2015,2.13
,,2015 - 2016,1.66
,,2016 - 2017,2.48
,,2017 - 2018,1.85
,,2018 - 2019,3.04
,,2019 - 2020,2.57
,,2020 - 2021,2.48
,,2021 - 2022,2.4
,,2022 - 2023,2.45
,Kanpur nagar,2000 - 2001,1.29
,,2001 - 2002,1.29
,,2002 - 2003,1.19
,,2003 - 2004,1.19
,,2004 - 2005,1.62
,,2005 - 2006,1.56
,,2006 - 2007,1.65
,,2007 - 2008,1.83
,,2008 - 2009,2.19
,,2009 - 2010,2.0
,,2010 - 2011,2.01
,,2011 - 2012,1.79
,,2012 - 2013,1.33
,,2013 - 2014,1.76
,,2014 - 2015,1.24
,,2015 - 2016,1.05
,,2016 - 2017,1.61
,,2017 - 2018,1.76
,,2018 - 2019,2.83
,,2019 - 2020,1.75
,,2020 - 2021,1.8
,,2021 - 2022,1.42
,,2022 - 2023,1.67
,Kasganj,2009 - 2010,2.05
,,2010 - 2011,1.9
,,2011 - 2012,2.64
,,2012 - 2013,2.87
,,2013 - 2014,3.12
,,2014 - 2015,3.33
,,2015 - 2016,2.41
,,2016 - 2017,2.24
,,2017 - 2018,2.27
,,2018 - 2019,2.49
,,2019 - 2020,3.1
,,2020 - 2021,3.17
,,2021 - 2022,2.36
,,2022 - 2023,2.66
,Kaushambi,2000 - 2001,0.75
,,2001 - 2002,1.06
,,2002 - 2003,1.05
,,2003 - 2004,1.19
,,2004 - 2005,1.36
,,2005 - 2006,1.11
,,2006 - 2007,1.16
,,2007 - 2008,1.2
,,2008 - 2009,1.27
,,2009 - 2010,1.06
,,2010 - 2011,1.17
,,2011 - 2012,1.7
,,2012 - 2013,1.29
,,2013 - 2014,0.96
,,2014 - 2015,0.94
,,2015 - 2016,0.91
,,2016 - 2017,0.99
,,2017 - 2018,1.18
,,2018 - 2019,1.55
,,2019 - 2020,1.15
,,2020 - 2021,1.46
,,2021 - 2022,1.85
,,2022 - 2023,1.3
,Kheri,2000 - 2001,0.79
,,2001 - 2002,0.83
,,2002 - 2003,0.73
,,2003 - 2004,0.79
,,2004 - 2005,1.05
,,2005 - 2006,0.81
,,2006 - 2007,1.47
,,2007 - 2008,0.87
,,2008 - 2009,1.05
,,2009 - 2010,0.81
,,2010 - 2011,1.17
,,2011 - 2012,1.09
,,2012 - 2013,0.86
,,2013 - 2014,0.8
,,2014 - 2015,1.07
,,2015 - 2016,1.17
,,2016 - 2017,1.42
,,2017 - 2018,1.13
,,2018 - 2019,0.9
,,2019 - 2020,1.6
,,2020 - 2021,1.3
,,2021 - 2022,1.28
,,2022 - 2023,1.37
,Kushi nagar,2000 - 2001,1.68
,,2001 - 2002,1.41
,,2002 - 2003,1.5
,,2003 - 2004,1.48
,,2004 - 2005,1.73
,,2005 - 2006,1.57
,,2006 - 2007,1.61
,,2007 - 2008,1.56
,,2008 - 2009,1.73
,,2009 - 2010,1.71
,,2010 - 2011,1.71
,,2011 - 2012,2.04
,,2012 - 2013,2.08
,,2013 - 2014,2.07
,,2014 - 2015,1.91
,,2015 - 2016,1.81
,,2016 - 2017,1.83
,,2017 - 2018,1.93
,,2018 - 2019,2.21
,,2019 - 2020,2.19
,,2020 - 2021,2.45
,,2021 - 2022,2.16
,,2022 - 2023,2.16
,Lalitpur,2001 - 2002,0.88
,,2002 - 2003,1.0
,,2003 - 2004,0.0
,Lucknow,2000 - 2001,0.78
,,2001 - 2002,0.83
,,2002 - 2003,0.73
,,2003 - 2004,0.8
,,2004 - 2005,1.05
,,2005 - 2006,0.81
,,2006 - 2007,1.47
,,2007 - 2008,2.38
,,2008 - 2009,1.05
,,2009 - 2010,0.81
,,2010 - 2011,1.17
,,2011 - 2012,1.08
,,2012 - 2013,0.86
,,2013 - 2014,0.8
,,2014 - 2015,1.07
,,2015 - 2016,1.17
,,2016 - 2017,1.42
,,2017 - 2018,1.13
,,2018 - 2019,0.9
,,2019 - 2020,1.6
,,2020 - 2021,2.43
,,2021 - 2022,1.4
,,2022 - 2023,1.38
,Maharajganj,2000 - 2001,1.5
,,2001 - 2002,1.5
,,2002 - 2003,1.67
,,2003 - 2004,1.0
,,2005 - 2006,1.5
,,2006 - 2007,1.62
,,2007 - 2008,1.5
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2011 - 2012,2.04
,Mahoba,2000 - 2001,0.75
,,2001 - 2002,1.0
,,2002 - 2003,0.0
,,2003 - 2004,1.0
,,2004 - 2005,1.13
,,2006 - 2007,0.85
,,2007 - 2008,1.0
,,2008 - 2009,1.33
,,2009 - 2010,0.68
,,2010 - 2011,0.58
,,2012 - 2013,1.5
,,2014 - 2015,1.0
,,2018 - 2019,0.48
,,2019 - 2020,1.86
,,2020 - 2021,2.25
,,2021 - 2022,1.67
,,2022 - 2023,1.5
,Mainpuri,2000 - 2001,1.57
,,2001 - 2002,1.44
,,2002 - 2003,1.26
,,2003 - 2004,0.96
,,2004 - 2005,1.85
,,2005 - 2006,1.64
,,2006 - 2007,1.94
,,2007 - 2008,1.75
,,2008 - 2009,1.93
,,2009 - 2010,1.8
,,2010 - 2011,1.84
,,2011 - 2012,2.32
,,2012 - 2013,2.37
,,2013 - 2014,2.28
,,2014 - 2015,2.38
,,2015 - 2016,2.51
,,2016 - 2017,2.66
,,2017 - 2018,2.56
,,2018 - 2019,2.62
,,2019 - 2020,3.03
,,2020 - 2021,2.79
,,2021 - 2022,2.42
,,2022 - 2023,2.34
,Mathura,2000 - 2001,1.32
,,2001 - 2002,0.86
,,2002 - 2003,1.05
,,2003 - 2004,1.23
,,2004 - 2005,1.36
,,2005 - 2006,1.34
,,2006 - 2007,0.93
,,2007 - 2008,1.37
,,2008 - 2009,1.38
,,2009 - 2010,1.06
,,2010 - 2011,1.24
,,2011 - 2012,1.36
,,2012 - 2013,1.35
,,2013 - 2014,1.54
,,2014 - 2015,1.31
,,2015 - 2016,1.46
,,2016 - 2017,1.4
,,2017 - 2018,1.72
,,2018 - 2019,1.98
,,2019 - 2020,2.29
,,2020 - 2021,2.64
,,2021 - 2022,2.37
,,2022 - 2023,2.17
,Mau,2000 - 2001,0.79
,,2001 - 2002,1.19
,,2002 - 2003,1.34
,,2003 - 2004,1.35
,,2004 - 2005,1.62
,,2005 - 2006,1.51
,,2006 - 2007,1.55
,,2007 - 2008,1.56
,,2008 - 2009,1.67
,,2009 - 2010,1.7
,,2010 - 2011,0.97
,,2011 - 2012,1.48
,,2012 - 2013,1.93
,,2013 - 2014,1.28
,,2014 - 2015,1.99
,,2015 - 2016,1.78
,,2016 - 2017,1.9
,,2017 - 2018,1.94
,,2018 - 2019,2.09
,,2019 - 2020,2.17
,,2020 - 2021,2.52
,,2021 - 2022,2.15
,,2022 - 2023,2.16
,Meerut,2000 - 2001,1.28
,,2001 - 2002,1.0
,,2002 - 2003,1.28
,,2003 - 2004,1.43
,,2004 - 2005,1.48
,,2005 - 2006,1.43
,,2006 - 2007,1.23
,,2007 - 2008,1.51
,,2008 - 2009,1.81
,,2009 - 2010,1.92
,,2010 - 2011,1.8
,,2011 - 2012,1.86
,,2012 - 2013,2.33
,,2013 - 2014,1.35
,,2014 - 2015,2.04
,,2015 - 2016,2.0
,,2016 - 2017,1.17
,,2017 - 2018,1.94
,,2018 - 2019,1.21
,,2020 - 2021,1.88
,,2021 - 2022,1.75
,,2022 - 2023,1.59
,Mirzapur,2000 - 2001,1.33
,,2001 - 2002,1.16
,,2002 - 2003,1.02
,,2003 - 2004,1.22
,,2004 - 2005,0.88
,,2005 - 2006,1.21
,,2006 - 2007,0.94
,,2007 - 2008,0.97
,,2008 - 2009,0.98
,,2009 - 2010,1.26
,,2010 - 2011,1.39
,,2011 - 2012,1.81
,,2012 - 2013,1.36
,,2013 - 2014,1.21
,,2014 - 2015,1.3
,,2015 - 2016,1.06
,,2016 - 2017,1.25
,,2017 - 2018,1.18
,,2018 - 2019,1.51
,,2019 - 2020,1.34
,,2020 - 2021,1.3
,,2021 - 2022,1.16
,,2022 - 2023,1.38
,Moradabad,2000 - 2001,1.2
,,2001 - 2002,1.04
,,2002 - 2003,0.97
,,2003 - 2004,1.3
,,2004 - 2005,0.89
,,2005 - 2006,0.97
,,2006 - 2007,0.98
,,2007 - 2008,1.23
,,2008 - 2009,1.07
,,2009 - 2010,1.26
,,2010 - 2011,1.13
,,2011 - 2012,1.17
,,2012 - 2013,1.04
,,2013 - 2014,1.32
,,2014 - 2015,1.39
,,2015 - 2016,1.84
,,2016 - 2017,1.29
,,2017 - 2018,1.51
,,2018 - 2019,0.75
,,2019 - 2020,1.64
,,2020 - 2021,1.87
,,2021 - 2022,1.88
,,2022 - 2023,1.67
,Muzaffarnagar,2000 - 2001,1.48
,,2001 - 2002,1.15
,,2002 - 2003,1.25
,,2015 - 2016,2.0
,Pilibhit,2000 - 2001,1.44
,,2001 - 2002,0.38
,,2002 - 2003,1.23
,,2003 - 2004,8.0
,,2004 - 2005,1.4
,,2005 - 2006,1.5
,,2006 - 2007,1.38
,,2007 - 2008,1.46
,,2009 - 2010,2.0
,,2011 - 2012,1.67
,Pratapgarh,2000 - 2001,1.03
,,2001 - 2002,1.16
,,2002 - 2003,0.94
,,2003 - 2004,1.23
,,2004 - 2005,0.97
,,2005 - 2006,0.96
,,2006 - 2007,0.88
,,2007 - 2008,0.72
,,2008 - 2009,0.82
,,2009 - 2010,0.63
,,2010 - 2011,0.76
,,2011 - 2012,0.74
,,2012 - 2013,0.77
,,2013 - 2014,0.82
,,2014 - 2015,0.78
,,2015 - 2016,0.72
,,2016 - 2017,0.83
,,2017 - 2018,0.78
,,2018 - 2019,1.4
,,2019 - 2020,1.23
,,2020 - 2021,1.1
,,2021 - 2022,1.93
,,2022 - 2023,1.29
,Rae bareli,2000 - 2001,0.78
,,2001 - 2002,0.83
,,2002 - 2003,0.68
,,2003 - 2004,0.8
,,2004 - 2005,1.05
,,2005 - 2006,0.81
,,2006 - 2007,1.47
,,2007 - 2008,0.87
,,2008 - 2009,1.05
,,2009 - 2010,0.81
,,2010 - 2011,1.17
,,2011 - 2012,1.08
,,2012 - 2013,0.86
,,2013 - 2014,0.8
,,2014 - 2015,1.07
,,2015 - 2016,1.17
,,2016 - 2017,1.42
,,2017 - 2018,1.13
,,2018 - 2019,0.91
,,2019 - 2020,1.6
,,2020 - 2021,1.32
,,2021 - 2022,1.28
,,2022 - 2023,1.44
,Rampur,2000 - 2001,0.9
,,2001 - 2002,1.34
,,2002 - 2003,0.79
,,2003 - 2004,1.02
,,2004 - 2005,1.0
,,2005 - 2006,1.06
,,2006 - 2007,1.47
,,2007 - 2008,1.83
,,2008 - 2009,1.42
,,2009 - 2010,1.15
,,2010 - 2011,0.59
,,2011 - 2012,1.07
,,2012 - 2013,0.45
,,2013 - 2014,0.6
,,2014 - 2015,0.98
,,2015 - 2016,1.09
,,2016 - 2017,1.25
,,2017 - 2018,1.0
,,2018 - 2019,1.16
,,2019 - 2020,1.67
,,2020 - 2021,0.98
,,2021 - 2022,1.25
,,2022 - 2023,1.16
,Saharanpur,2000 - 2001,1.47
,,2001 - 2002,1.13
,,2002 - 2003,1.28
,,2003 - 2004,1.33
,,2004 - 2005,1.5
,,2005 - 2006,1.45
,,2007 - 2008,1.57
,,2011 - 2012,1.85
,,2012 - 2013,2.0
,,2013 - 2014,2.0
,,2014 - 2015,2.0
,,2016 - 2017,2.0
,,2019 - 2020,2.0
,,2020 - 2021,2.5
,,2021 - 2022,2.0
,,2022 - 2023,2.0
,Sambhal,2012 - 2013,1.25
,,2013 - 2014,1.39
,,2014 - 2015,1.5
,,2015 - 2016,1.44
,,2016 - 2017,1.53
,,2017 - 2018,1.39
,,2018 - 2019,1.54
,,2019 - 2020,1.39
,,2020 - 2021,2.03
,,2021 - 2022,1.85
,,2022 - 2023,1.75
,Sant kabeer nagar,2000 - 2001,1.86
,,2001 - 2002,1.75
,,2002 - 2003,1.7
,,2003 - 2004,1.71
,,2004 - 2005,1.87
,,2006 - 2007,1.65
,,2007 - 2008,1.56
,,2009 - 2010,1.85
,,2010 - 2011,1.88
,,2011 - 2012,2.07
,,2012 - 2013,2.4
,,2013 - 2014,1.91
,,2014 - 2015,1.91
,,2015 - 2016,1.75
,,2016 - 2017,1.69
,,2017 - 2018,2.0
,,2018 - 2019,2.09
,,2019 - 2020,2.31
,,2020 - 2021,2.73
,,2021 - 2022,2.14
,,2022 - 2023,2.15
,Sant ravidas nagar,2000 - 2001,1.07
,,2001 - 2002,1.56
,,2002 - 2003,1.74
,,2003 - 2004,1.02
,,2004 - 2005,1.02
,,2005 - 2006,0.99
,,2006 - 2007,0.91
,,2007 - 2008,0.84
,,2008 - 2009,0.88
,,2009 - 2010,1.13
,,2010 - 2011,1.09
,,2011 - 2012,1.81
,,2012 - 2013,1.21
,,2013 - 2014,1.34
,,2014 - 2015,1.17
,,2015 - 2016,1.12
,,2016 - 2017,1.13
,,2017 - 2018,1.35
,,2018 - 2019,0.75
,,2019 - 2020,1.09
,,2020 - 2021,1.04
,,2021 - 2022,0.91
,,2022 - 2023,1.27
,Shahjahanpur,2000 - 2001,1.44
,,2001 - 2002,0.33
,,2002 - 2003,0.75
,,2003 - 2004,1.17
,,2004 - 2005,0.92
,,2005 - 2006,0.85
,,2006 - 2007,1.13
,,2007 - 2008,1.17
,,2008 - 2009,1.31
,,2009 - 2010,1.31
,,2010 - 2011,0.12
,,2011 - 2012,1.24
,,2012 - 2013,0.96
,,2013 - 2014,1.25
,,2014 - 2015,1.63
,,2015 - 2016,1.54
