state,district,year,maize_rabi_yield_tonne_per_hectare
,,2018 - 2019,
,,2019 - 2020,
,Kupwara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Poonch,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Pulwama,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Rajauri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Ramban,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Reasi,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Samba,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Shopian,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Srinagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Udhampur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
Jharkhand,Bokaro,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chatra,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.63
,,2018 - 2019,1.81
,,2019 - 2020,1.78
,,2020 - 2021,2.15
,,2021 - 2022,1.96
,,2022 - 2023,1.81
,Deoghar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.8
,,2018 - 2019,2.5
,,2019 - 2020,2.6
,,2020 - 2021,2.3
,,2021 - 2022,2.9
,,2022 - 2023,1.8
,Dhanbad,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,0.0
,Dumka,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.5
,,2018 - 2019,2.15
,,2019 - 2020,2.15
,,2020 - 2021,2.15
,,2021 - 2022,2.16
,,2022 - 2023,2.0
,East singhbum,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.35
,,2018 - 2019,1.5
,,2019 - 2020,1.5
,,2020 - 2021,1.7
,,2021 - 2022,1.9
,,2022 - 2023,1.95
,Garhwa,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.2
,,2018 - 2019,0.93
,,2019 - 2020,0.88
,,2020 - 2021,2.07
,,2021 - 2022,2.07
,,2022 - 2023,1.2
,Giridih,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.4
,,2018 - 2019,1.4
,,2019 - 2020,1.4
,,2020 - 2021,1.52
,,2021 - 2022,1.52
,,2022 - 2023,1.42
,Godda,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.74
,,2018 - 2019,1.81
,,2019 - 2020,2.38
,,2020 - 2021,1.9
,,2021 - 2022,2.43
,,2022 - 2023,1.74
,Gumla,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.0
,,2018 - 2019,2.0
,,2019 - 2020,2.0
,,2020 - 2021,2.49
,,2021 - 2022,2.63
,,2022 - 2023,2.0
,Hazaribagh,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,1.5
,,2019 - 2020,1.5
,,2020 - 2021,
,,2021 - 2022,2.07
,,2022 - 2023,0.69
,Jamtara,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.0
,,2018 - 2019,1.5
,,2019 - 2020,2.56
,,2020 - 2021,3.1
,,2021 - 2022,3.12
,,2022 - 2023,1.76
,Khunti,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.1
,,2018 - 2019,
,,2019 - 2020,2.81
,,2020 - 2021,2.8
,,2021 - 2022,2.8
,,2022 - 2023,1.75
,Koderma,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.9
,,2018 - 2019,2.17
,,2019 - 2020,1.9
,,2020 - 2021,1.9
,,2021 - 2022,
,,2022 - 2023,1.2
,Latehar,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,0.0
,Lohardaga,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,1.5
,,2019 - 2020,3.05
,,2020 - 2021,3.05
,,2021 - 2022,3.05
,,2022 - 2023,0.0
,Pakur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.25
,,2018 - 2019,2.1
,,2019 - 2020,2.1
,,2020 - 2021,2.1
,,2021 - 2022,2.1
,,2022 - 2023,1.91
,Palamu,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.6
,,2018 - 2019,2.0
,,2019 - 2020,1.56
,,2020 - 2021,1.52
,,2021 - 2022,1.58
,,2022 - 2023,1.58
,Ramgarh,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,1.54
,,2019 - 2020,1.43
,,2020 - 2021,
,,2021 - 2022,2.15
,,2022 - 2023,0.0
,Ranchi,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.6
,,2018 - 2019,2.7
,,2019 - 2020,2.5
,,2020 - 2021,2.8
,,2021 - 2022,2.8
,,2022 - 2023,2.6
,Sahebganj,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,0.86
,,2018 - 2019,0.86
,,2019 - 2020,0.86
,,2020 - 2021,0.86
,,2021 - 2022,0.86
,,2022 - 2023,0.86
,Saraikela kharsawan,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.8
,,2018 - 2019,1.8
,,2019 - 2020,1.8
,,2020 - 2021,1.8
,,2021 - 2022,1.8
,,2022 - 2023,1.8
,Simdega,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.1
,,2018 - 2019,3.11
,,2019 - 2020,2.8
,,2020 - 2021,2.8
,,2021 - 2022,2.8
,,2022 - 2023,2.6
,West singhbhum,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2017 - 2018,2.15
,,2018 - 2019,
,,2019 - 2020,2.13
,,2020 - 2021,2.17
,,2021 - 2022,1.15
,,2022 - 2023,2.15
Karnataka,Bagalkot,2000 - 2001,2.72
,,2001 - 2002,2.81
,,2002 - 2003,3.43
,,2003 - 2004,2.74
,,2004 - 2005,3.49
,,2005 - 2006,4.2
,,2006 - 2007,3.52
,,2007 - 2008,4.18
,,2008 - 2009,3.58
,,2009 - 2010,3.16
,,2010 - 2011,2.6
,,2011 - 2012,3.09
,,2012 - 2013,2.59
,,2013 - 2014,3.3
,,2014 - 2015,3.91
,,2015 - 2016,3.26
,,2016 - 2017,3.96
,,2017 - 2018,4.19
,,2018 - 2019,3.62
,,2019 - 2020,4.02
,,2020 - 2021,3.88
,,2021 - 2022,3.73
,,2022 - 2023,3.92
,Bangalore rural,2000 - 2001,2.52
,,2001 - 2002,2.46
,,2002 - 2003,2.56
,,2003 - 2004,2.3
,,2004 - 2005,3.04
,,2005 - 2006,3.58
,,2006 - 2007,3.15
,,2007 - 2008,3.57
,,2008 - 2009,3.15
,,2009 - 2010,2.65
,,2010 - 2011,2.94
,,2011 - 2012,3.23
,,2012 - 2013,3.02
,,2013 - 2014,3.06
,,2014 - 2015,3.38
,,2015 - 2016,2.49
,,2016 - 2017,3.01
,,2017 - 2018,3.71
,,2018 - 2019,3.4
,,2019 - 2020,3.46
,,2020 - 2021,3.69
,,2021 - 2022,3.63
,,2022 - 2023,3.5
,Belgaum,2000 - 2001,2.27
,,2001 - 2002,2.19
,,2002 - 2003,2.23
,,2003 - 2004,1.7
,,2004 - 2005,3.08
,,2005 - 2006,3.51
,,2006 - 2007,3.05
,,2007 - 2008,3.33
,,2008 - 2009,3.16
,,2009 - 2010,2.55
,,2010 - 2011,2.91
,,2011 - 2012,3.21
,,2012 - 2013,2.94
,,2013 - 2014,3.18
,,2014 - 2015,3.48
,,2015 - 2016,2.24
,,2016 - 2017,3.55
,,2017 - 2018,3.89
,,2018 - 2019,4.06
,,2019 - 2020,3.82
,,2020 - 2021,4.31
,,2021 - 2022,4.39
,,2022 - 2023,4.23
,Bellary,2000 - 2001,2.37
,,2001 - 2002,2.32
,,2002 - 2003,2.52
,,2003 - 2004,2.12
,,2004 - 2005,2.39
,,2005 - 2006,3.49
,,2006 - 2007,2.61
,,2007 - 2008,3.17
,,2008 - 2009,2.19
,,2009 - 2010,2.24
,,2010 - 2011,2.5
,,2011 - 2012,3.3
,,2012 - 2013,3.0
,,2013 - 2014,2.86
,,2014 - 2015,2.73
,,2015 - 2016,2.78
,,2016 - 2017,1.08
,,2017 - 2018,3.83
,,2018 - 2019,3.04
,,2019 - 2020,3.95
,,2020 - 2021,4.03
,,2021 - 2022,3.99
,,2022 - 2023,4.03
,Bengaluru urban,2000 - 2001,2.52
,,2001 - 2002,2.48
,,2002 - 2003,2.56
,,2003 - 2004,2.29
,,2004 - 2005,3.0
,,2005 - 2006,3.59
,,2006 - 2007,3.17
,,2007 - 2008,3.57
,,2008 - 2009,3.15
,,2009 - 2010,2.63
,,2010 - 2011,2.95
,,2011 - 2012,3.23
,,2012 - 2013,3.03
,,2013 - 2014,3.06
,,2014 - 2015,3.38
,,2015 - 2016,2.48
,,2016 - 2017,3.01
,,2017 - 2018,3.72
,,2018 - 2019,3.4
,,2019 - 2020,3.47
,,2020 - 2021,3.68
,,2021 - 2022,3.6
,,2022 - 2023,3.53
,Bidar,2000 - 2001,2.33
,,2001 - 2002,1.89
,,2002 - 2003,1.63
,,2003 - 2004,1.22
,,2004 - 2005,2.25
,,2005 - 2006,3.1
,,2006 - 2007,2.24
,,2007 - 2008,2.81
,,2008 - 2009,2.12
,,2009 - 2010,1.92
,,2010 - 2011,2.12
,,2011 - 2012,2.59
,,2012 - 2013,3.03
,,2013 - 2014,3.06
,,2014 - 2015,3.38
,,2015 - 2016,2.49
,,2016 - 2017,3.01
,,2017 - 2018,3.72
,,2018 - 2019,3.39
,,2019 - 2020,3.46
,,2020 - 2021,3.69
,,2021 - 2022,3.62
,,2022 - 2023,3.49
,Bijapur,2000 - 2001,2.74
,,2001 - 2002,2.17
,,2002 - 2003,2.41
,,2003 - 2004,1.96
,,2004 - 2005,1.37
,,2005 - 2006,2.06
,,2006 - 2007,2.51
,,2007 - 2008,2.92
,,2008 - 2009,2.18
,,2009 - 2010,1.81
,,2010 - 2011,2.51
,,2011 - 2012,3.47
,,2012 - 2013,3.36
,,2013 - 2014,3.21
,,2014 - 2015,3.01
,,2015 - 2016,1.74
,,2016 - 2017,3.22
,,2017 - 2018,3.25
,,2018 - 2019,1.91
,,2019 - 2020,2.45
,,2020 - 2021,3.01
,,2021 - 2022,3.01
,,2022 - 2023,3.26
,Chamarajanagar,2000 - 2001,2.74
,,2001 - 2002,2.23
,,2002 - 2003,2.56
,,2003 - 2004,1.04
,,2004 - 2005,2.92
,,2005 - 2006,2.36
,,2006 - 2007,2.24
,,2007 - 2008,2.97
,,2008 - 2009,3.64
,,2009 - 2010,2.42
,,2010 - 2011,3.98
,,2011 - 2012,2.98
,,2012 - 2013,3.89
,,2013 - 2014,2.86
,,2014 - 2015,2.67
,,2015 - 2016,3.18
,,2016 - 2017,2.27
,,2017 - 2018,4.4
,,2018 - 2019,3.85
,,2019 - 2020,4.26
,,2020 - 2021,3.7
,,2021 - 2022,3.51
,,2022 - 2023,3.85
,Chikballapur,2007 - 2008,3.5
,,2008 - 2009,3.14
,,2009 - 2010,2.8
,,2010 - 2011,2.38
,,2011 - 2012,3.09
,,2012 - 2013,3.73
,,2013 - 2014,3.33
,,2014 - 2015,3.09
,,2015 - 2016,3.14
,,2016 - 2017,5.71
,,2017 - 2018,4.94
,,2018 - 2019,3.61
,,2019 - 2020,4.67
,,2020 - 2021,4.54
,,2021 - 2022,4.74
,,2022 - 2023,5.73
,Chikmagalur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.46
,,2020 - 2021,3.69
,,2021 - 2022,3.63
,,2022 - 2023,3.49
,Chitradurga,2000 - 2001,2.52
,,2001 - 2002,2.44
,,2002 - 2003,2.56
,,2003 - 2004,2.01
,,2004 - 2005,2.89
,,2005 - 2006,3.53
,,2006 - 2007,3.0
,,2007 - 2008,3.45
,,2008 - 2009,2.24
,,2009 - 2010,2.11
,,2010 - 2011,2.32
,,2011 - 2012,2.52
,,2012 - 2013,2.75
,,2013 - 2014,2.47
,,2014 - 2015,2.21
,,2015 - 2016,2.65
,,2016 - 2017,1.82
,,2017 - 2018,3.74
,,2018 - 2019,2.63
,,2019 - 2020,3.6
,,2020 - 2021,3.83
,,2021 - 2022,3.81
,,2022 - 2023,4.01
,Dakshin kannad,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2020 - 2021,
,Davangere,2000 - 2001,2.11
,,2001 - 2002,2.08
,,2002 - 2003,2.53
,,2003 - 2004,2.19
,,2004 - 2005,3.05
,,2005 - 2006,3.58
,,2006 - 2007,2.45
,,2007 - 2008,2.13
,,2008 - 2009,2.61
,,2009 - 2010,2.54
,,2010 - 2011,3.38
,,2011 - 2012,3.59
,,2012 - 2013,3.12
,,2013 - 2014,2.0
,,2014 - 2015,3.78
,,2015 - 2016,2.96
,,2016 - 2017,2.08
,,2017 - 2018,3.06
,,2018 - 2019,2.49
,,2019 - 2020,3.16
,,2020 - 2021,3.1
,,2021 - 2022,3.3
,,2022 - 2023,3.33
,Dharwad,2000 - 2001,2.38
,,2001 - 2002,2.36
,,2002 - 2003,2.51
,,2003 - 2004,2.28
,,2004 - 2005,3.04
,,2005 - 2006,3.3
,,2006 - 2007,2.91
,,2007 - 2008,2.77
,,2008 - 2009,2.93
,,2009 - 2010,3.02
,,2010 - 2011,3.71
,,2011 - 2012,2.72
,,2012 - 2013,3.14
,,2013 - 2014,2.29
,,2014 - 2015,2.22
,,2015 - 2016,1.79
,,2016 - 2017,3.48
,,2017 - 2018,3.3
,,2018 - 2019,3.31
,,2019 - 2020,3.64
,,2020 - 2021,3.47
,,2021 - 2022,3.83
,,2022 - 2023,4.37
,Gadag,2000 - 2001,2.5
,,2001 - 2002,2.46
,,2002 - 2003,1.39
,,2003 - 2004,2.23
,,2004 - 2005,3.05
,,2005 - 2006,5.29
,,2006 - 2007,2.22
,,2007 - 2008,0.89
,,2008 - 2009,2.31
,,2009 - 2010,0.92
,,2010 - 2011,3.1
,,2011 - 2012,1.91
,,2012 - 2013,2.31
,,2013 - 2014,2.14
,,2014 - 2015,1.98
,,2015 - 2016,1.65
,,2016 - 2017,1.03
,,2017 - 2018,2.25
,,2018 - 2019,1.95
,,2019 - 2020,2.47
,,2020 - 2021,1.63
,,2021 - 2022,2.61
,,2022 - 2023,2.42
,Gulbarga,2000 - 2001,2.52
,,2001 - 2002,2.33
,,2002 - 2003,2.56
,,2003 - 2004,2.3
,,2004 - 2005,3.05
,,2005 - 2006,3.56
,,2006 - 2007,3.12
,,2007 - 2008,3.46
,,2008 - 2009,3.01
,,2009 - 2010,1.76
,,2010 - 2011,0.34
,,2011 - 2012,0.73
,,2012 - 2013,2.02
,,2013 - 2014,2.96
,,2014 - 2015,0.64
,,2015 - 2016,0.94
,,2016 - 2017,2.62
,,2017 - 2018,4.06
,,2018 - 2019,3.38
,,2019 - 2020,3.46
,,2020 - 2021,3.69
,,2021 - 2022,3.64
,,2022 - 2023,3.49
,Hassan,2000 - 2001,1.99
,,2001 - 2002,1.94
,,2002 - 2003,2.47
,,2003 - 2004,1.31
,,2004 - 2005,3.0
,,2005 - 2006,2.93
,,2006 - 2007,3.32
,,2007 - 2008,3.25
,,2008 - 2009,3.03
,,2009 - 2010,3.15
,,2010 - 2011,3.19
,,2011 - 2012,2.84
,,2012 - 2013,2.86
,,2013 - 2014,2.89
,,2014 - 2015,3.12
,,2015 - 2016,3.12
,,2016 - 2017,0.67
,,2017 - 2018,4.35
,,2018 - 2019,2.26
,,2019 - 2020,2.73
,,2020 - 2021,2.99
,,2021 - 2022,2.3
,,2022 - 2023,3.26
,Haveri,2000 - 2001,2.33
,,2001 - 2002,2.34
,,2002 - 2003,2.56
,,2003 - 2004,2.19
,,2004 - 2005,3.04
,,2005 - 2006,2.29
,,2006 - 2007,1.74
,,2007 - 2008,2.93
,,2008 - 2009,2.95
,,2009 - 2010,2.93
,,2010 - 2011,3.18
,,2011 - 2012,3.5
,,2012 - 2013,3.59
,,2013 - 2014,3.8
,,2014 - 2015,3.62
,,2015 - 2016,2.95
,,2016 - 2017,3.28
,,2017 - 2018,3.13
,,2018 - 2019,2.9
,,2019 - 2020,2.77
,,2020 - 2021,3.51
,,2021 - 2022,3.14
,,2022 - 2023,2.78
,Kodagu,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,3.0
,,2005 - 2006,
,,2006 - 2007,3.16
,,2007 - 2008,3.58
,,2008 - 2009,3.15
,,2009 - 2010,2.63
,,2010 - 2011,2.94
,,2011 - 2012,3.23
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,3.4
,,2015 - 2016,2.5
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,3.69
,,2021 - 2022,
,,2022 - 2023,
,Kolar,2000 - 2001,
,,2001 - 2002,2.46
,,2002 - 2003,2.56
,,2003 - 2004,2.3
,,2004 - 2005,3.05
,,2005 - 2006,3.57
,,2006 - 2007,2.2
,,2007 - 2008,
,,2008 - 2009,3.15
,,2009 - 2010,2.64
,,2010 - 2011,2.95
,,2011 - 2012,3.23
,,2012 - 2013,3.03
,,2013 - 2014,3.06
,,2014 - 2015,3.37
,,2015 - 2016,2.47
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.46
,,2020 - 2021,3.69
,,2021 - 2022,3.63
,,2022 - 2023,3.49
,Koppal,2000 - 2001,2.52
,,2001 - 2002,2.46
,,2002 - 2003,2.56
,,2003 - 2004,2.19
,,2004 - 2005,3.03
,,2005 - 2006,3.57
,,2006 - 2007,2.65
,,2007 - 2008,3.21
,,2008 - 2009,2.69
,,2009 - 2010,2.28
,,2010 - 2011,3.08
,,2011 - 2012,2.66
,,2012 - 2013,3.1
,,2013 - 2014,2.56
,,2014 - 2015,3.09
,,2015 - 2016,1.69
,,2016 - 2017,1.38
,,2017 - 2018,2.88
,,2018 - 2019,2.22
,,2019 - 2020,2.5
,,2020 - 2021,3.08
,,2021 - 2022,2.63
,,2022 - 2023,2.9
,Mandya,2000 - 2001,
,,2002 - 2003,2.56
,,2003 - 2004,1.84
,,2004 - 2005,3.04
,,2005 - 2006,3.56
,,2006 - 2007,2.13
,,2007 - 2008,3.58
,,2008 - 2009,
,,2009 - 2010,2.32
,,2010 - 2011,2.95
,,2011 - 2012,3.23
,,2012 - 2013,3.03
,,2013 - 2014,3.06
,,2014 - 2015,3.38
,,2015 - 2016,2.48
,,2016 - 2017,3.01
,,2017 - 2018,3.71
,,2018 - 2019,3.39
,,2019 - 2020,3.46
