state,district,year,gram_rabi_yield_tonne_per_hectare
,,2018 - 2019,1.1
,,2019 - 2020,1.1
,,2020 - 2021,1.1
,,2022 - 2023,1.2
,South west garo hills,2013 - 2014,1.13
,,2014 - 2015,1.16
,,2015 - 2016,1.2
,,2016 - 2017,1.21
,,2017 - 2018,1.21
,,2018 - 2019,1.21
,,2019 - 2020,1.21
,,2020 - 2021,1.21
,,2022 - 2023,1.21
,West garo hills,2000 - 2001,0.64
,,2001 - 2002,0.63
,,2002 - 2003,0.63
,,2003 - 2004,0.65
,,2004 - 2005,0.66
,,2005 - 2006,0.66
,,2006 - 2007,0.66
,,2007 - 2008,0.65
,,2008 - 2009,0.66
,,2009 - 2010,0.66
,,2010 - 2011,0.66
,,2011 - 2012,0.66
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.02
,,2015 - 2016,1.05
,,2016 - 2017,1.05
,,2017 - 2018,1.05
,,2018 - 2019,1.05
,,2019 - 2020,1.06
,,2020 - 2021,1.06
,,2022 - 2023,1.06
Mizoram,Aizawl,2003 - 2004,
,Kolasib,2003 - 2004,0.67
,Lunglei,2003 - 2004,2.0
,Mamit,2003 - 2004,0.86
Nagaland,Chumoukedima,2022 - 2023,0.88
,Dimapur,2000 - 2001,1.1
,,2001 - 2002,1.0
,,2002 - 2003,1.1
,,2003 - 2004,1.34
,,2004 - 2005,1.05
,,2005 - 2006,1.33
,,2006 - 2007,1.5
,,2008 - 2009,0.71
,,2009 - 2010,0.63
,,2010 - 2011,0.78
,,2011 - 2012,0.8
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2015 - 2016,1.0
,,2016 - 2017,0.8
,,2017 - 2018,0.82
,,2018 - 2019,0.9
,,2019 - 2020,0.9
,,2020 - 2021,0.9
,,2021 - 2022,0.92
,,2022 - 2023,0.8
,Kiphire,2009 - 2010,1.0
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.67
,,2013 - 2014,0.67
,,2015 - 2016,0.67
,,2016 - 2017,0.67
,,2017 - 2018,0.75
,,2018 - 2019,0.75
,,2019 - 2020,0.75
,,2020 - 2021,0.75
,,2021 - 2022,0.85
,,2022 - 2023,0.81
,Kohima,2000 - 2001,0.78
,,2001 - 2002,1.11
,,2002 - 2003,0.7
,,2003 - 2004,1.33
,,2004 - 2005,0.92
,,2005 - 2006,1.14
,,2006 - 2007,1.33
,,2009 - 2010,0.67
,,2010 - 2011,0.71
,,2011 - 2012,0.75
,,2012 - 2013,0.75
,,2013 - 2014,0.67
,,2015 - 2016,0.71
,,2016 - 2017,0.83
,,2017 - 2018,0.83
,,2018 - 2019,0.83
,,2019 - 2020,0.83
,,2020 - 2021,0.83
,,2021 - 2022,0.81
,,2022 - 2023,0.85
,Longleng,2009 - 2010,1.0
,,2010 - 2011,0.75
,,2011 - 2012,0.75
,,2012 - 2013,0.75
,,2013 - 2014,0.75
,,2015 - 2016,0.75
,,2016 - 2017,0.75
,,2017 - 2018,0.75
,,2018 - 2019,0.75
,,2019 - 2020,0.75
,,2020 - 2021,0.75
,,2021 - 2022,0.8
,,2022 - 2023,0.79
,Mokokchung,2000 - 2001,0.67
,,2001 - 2002,1.0
,,2002 - 2003,0.73
,,2003 - 2004,1.45
,,2004 - 2005,1.0
,,2005 - 2006,0.75
,,2006 - 2007,1.33
,,2008 - 2009,0.67
,,2009 - 2010,0.67
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.71
,,2013 - 2014,0.71
,,2015 - 2016,0.71
,,2016 - 2017,0.86
,,2017 - 2018,0.86
,,2018 - 2019,0.86
,,2019 - 2020,0.86
,,2020 - 2021,0.86
,,2021 - 2022,0.73
,,2022 - 2023,0.8
,Mon,2000 - 2001,0.88
,,2001 - 2002,1.11
,,2002 - 2003,0.67
,,2003 - 2004,1.53
,,2008 - 2009,0.67
,,2009 - 2010,0.8
,,2010 - 2011,0.71
,,2011 - 2012,0.71
,,2012 - 2013,0.86
,,2013 - 2014,0.86
,,2015 - 2016,0.86
,,2016 - 2017,0.86
,,2017 - 2018,0.86
,,2018 - 2019,0.86
,,2019 - 2020,0.86
,,2020 - 2021,0.86
,,2021 - 2022,0.84
,,2022 - 2023,0.87
,Noklak,2021 - 2022,0.8
,,2022 - 2023,0.79
,Nuiland,2022 - 2023,0.88
,Peren,2009 - 2010,0.6
,,2010 - 2011,0.57
,,2011 - 2012,0.57
,,2012 - 2013,0.86
,,2013 - 2014,0.86
,,2015 - 2016,0.88
,,2016 - 2017,0.88
,,2017 - 2018,0.89
,,2018 - 2019,0.78
,,2019 - 2020,0.78
,,2020 - 2021,0.78
,,2021 - 2022,0.77
,,2022 - 2023,0.84
,Phek,2000 - 2001,0.73
,,2001 - 2002,1.0
,,2002 - 2003,0.67
,,2003 - 2004,1.0
,,2004 - 2005,0.13
,,2005 - 2006,0.88
,,2006 - 2007,1.29
,,2008 - 2009,0.83
,,2009 - 2010,0.71
,,2010 - 2011,0.63
,,2011 - 2012,0.63
,,2012 - 2013,0.88
,,2013 - 2014,0.88
,,2015 - 2016,0.88
,,2016 - 2017,0.88
,,2017 - 2018,0.88
,,2018 - 2019,0.88
,,2019 - 2020,0.88
,,2020 - 2021,0.88
,,2021 - 2022,0.82
,,2022 - 2023,0.83
,Shamator,2022 - 2023,0.83
,Tseminyu,2022 - 2023,0.8
,Tuensang,2000 - 2001,0.7
,,2001 - 2002,1.0
,,2002 - 2003,0.67
,,2003 - 2004,1.44
,,2004 - 2005,0.67
,,2005 - 2006,1.14
,,2006 - 2007,1.17
,,2008 - 2009,0.75
,,2009 - 2010,0.8
,,2010 - 2011,0.86
,,2011 - 2012,0.86
,,2012 - 2013,0.86
,,2013 - 2014,0.86
,,2015 - 2016,0.86
,,2016 - 2017,0.86
,,2017 - 2018,0.86
,,2018 - 2019,0.86
,,2019 - 2020,0.86
,,2020 - 2021,0.86
,,2021 - 2022,0.83
,,2022 - 2023,0.83
,Wokha,2000 - 2001,0.69
,,2001 - 2002,0.94
,,2002 - 2003,0.63
,,2003 - 2004,1.48
,,2004 - 2005,1.08
,,2005 - 2006,1.0
,,2006 - 2007,1.25
,,2009 - 2010,0.67
,,2010 - 2011,0.75
,,2011 - 2012,0.78
,,2012 - 2013,0.89
,,2013 - 2014,0.89
,,2015 - 2016,0.89
,,2016 - 2017,0.78
,,2017 - 2018,0.89
,,2018 - 2019,0.88
,,2019 - 2020,0.88
,,2020 - 2021,0.88
,,2021 - 2022,0.83
,,2022 - 2023,0.81
,Zunheboto,2000 - 2001,0.73
,,2001 - 2002,0.9
,,2002 - 2003,0.56
,,2003 - 2004,1.21
,,2004 - 2005,0.67
,,2005 - 2006,0.5
,,2006 - 2007,1.25
,,2008 - 2009,1.5
,,2009 - 2010,0.6
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.83
,,2013 - 2014,0.83
,,2015 - 2016,0.83
,,2016 - 2017,0.83
,,2017 - 2018,0.83
,,2018 - 2019,0.83
,,2019 - 2020,0.83
,,2020 - 2021,0.83
,,2021 - 2022,0.85
,,2022 - 2023,0.8
Odisha,Anugul,2000 - 2001,0.46
,,2002 - 2003,0.52
,,2003 - 2004,0.45
,,2004 - 2005,1.17
,,2019 - 2020,0.78
,Balangir,2000 - 2001,0.37
,,2001 - 2002,0.47
,,2002 - 2003,0.41
,,2003 - 2004,0.44
,,2004 - 2005,0.44
,,2019 - 2020,0.79
,Baleshwar,2000 - 2001,0.5
,,2001 - 2002,0.63
,,2002 - 2003,0.71
,,2003 - 2004,0.73
,,2004 - 2005,0.73
,,2019 - 2020,0.78
,Bargarh,2000 - 2001,0.44
,,2001 - 2002,0.47
,,2002 - 2003,0.47
,,2003 - 2004,0.43
,,2004 - 2005,0.43
,,2019 - 2020,0.71
,Bhadrak,2000 - 2001,0.67
,,2001 - 2002,0.5
,,2002 - 2003,0.5
,,2003 - 2004,0.5
,,2004 - 2005,0.45
,Boudh,2000 - 2001,0.38
,,2001 - 2002,0.36
,,2002 - 2003,0.39
,,2003 - 2004,0.5
,,2004 - 2005,0.71
,,2019 - 2020,0.79
,Cuttack,2000 - 2001,0.58
,,2001 - 2002,0.45
,,2002 - 2003,0.44
,,2003 - 2004,0.51
,,2004 - 2005,0.51
,,2019 - 2020,0.77
,Deogarh,2000 - 2001,0.44
,,2001 - 2002,0.47
,,2002 - 2003,0.44
,,2003 - 2004,0.44
,,2004 - 2005,0.45
,,2019 - 2020,0.7
,Dhenkanal,2000 - 2001,0.42
,,2002 - 2003,0.36
,,2003 - 2004,0.38
,,2004 - 2005,0.4
,,2019 - 2020,0.81
,Gajapati,2000 - 2001,0.63
,,2001 - 2002,0.67
,,2002 - 2003,0.71
,,2003 - 2004,0.71
,,2004 - 2005,0.68
,Ganjam,2000 - 2001,0.64
,,2001 - 2002,0.67
,,2002 - 2003,0.57
,,2003 - 2004,0.65
,,2004 - 2005,0.63
,,2019 - 2020,0.81
,Jagatsinghapur,2000 - 2001,0.67
,,2001 - 2002,0.8
,,2002 - 2003,0.8
,,2003 - 2004,0.67
,,2004 - 2005,0.84
,,2019 - 2020,1.0
,Jajapur,2000 - 2001,0.31
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.38
,,2004 - 2005,0.4
,,2019 - 2020,0.8
,Jharsuguda,2000 - 2001,0.4
,,2001 - 2002,0.47
,,2002 - 2003,0.44
,,2003 - 2004,0.41
,,2004 - 2005,0.43
,,2019 - 2020,0.82
,Kalahandi,2000 - 2001,0.87
,,2001 - 2002,0.88
,,2002 - 2003,0.95
,,2003 - 2004,0.95
,,2004 - 2005,0.7
,,2019 - 2020,0.79
,Kandhamal,2000 - 2001,0.5
,,2001 - 2002,0.33
,,2002 - 2003,0.33
,,2003 - 2004,0.25
,,2004 - 2005,0.33
,,2019 - 2020,0.76
,Kendrapara,2000 - 2001,0.86
,,2001 - 2002,0.56
,,2002 - 2003,0.88
,,2003 - 2004,0.83
,,2004 - 2005,0.84
,,2019 - 2020,1.0
,Kendujhar,2000 - 2001,0.91
,,2001 - 2002,0.89
,,2002 - 2003,0.94
,,2003 - 2004,0.94
,,2004 - 2005,0.95
,,2019 - 2020,0.81
,Khordha,2000 - 2001,0.63
,,2001 - 2002,0.4
,,2002 - 2003,0.5
,,2003 - 2004,0.4
,,2004 - 2005,0.33
,,2019 - 2020,0.74
,Koraput,2000 - 2001,0.32
,,2001 - 2002,0.31
,,2002 - 2003,0.28
,,2003 - 2004,0.25
,,2004 - 2005,0.27
,,2019 - 2020,0.7
,Malkangiri,2000 - 2001,0.4
,,2001 - 2002,0.25
,,2002 - 2003,0.25
,,2003 - 2004,0.25
,,2004 - 2005,0.27
,,2019 - 2020,0.81
,Mayurbhanj,2000 - 2001,0.63
,,2001 - 2002,0.62
,,2002 - 2003,0.65
,,2003 - 2004,0.73
,,2004 - 2005,0.75
,,2019 - 2020,0.75
,Nabarangpur,2000 - 2001,0.44
,,2001 - 2002,0.46
,,2002 - 2003,0.14
,,2003 - 2004,0.33
,,2004 - 2005,0.44
,,2019 - 2020,0.75
,Nayagarh,2000 - 2001,0.8
,,2001 - 2002,0.56
,,2002 - 2003,0.3
,,2003 - 2004,0.38
,,2004 - 2005,0.34
,,2019 - 2020,0.8
,Nuapada,2000 - 2001,0.34
,,2001 - 2002,0.38
,,2002 - 2003,0.15
,,2003 - 2004,0.32
,,2004 - 2005,0.41
,,2019 - 2020,0.79
,Puri,2000 - 2001,0.5
,,2001 - 2002,0.67
,,2004 - 2005,0.38
,,2019 - 2020,1.0
,Rayagada,2000 - 2001,0.44
,,2001 - 2002,0.44
,,2002 - 2003,0.36
,,2003 - 2004,0.42
,,2004 - 2005,0.4
,,2019 - 2020,0.79
,Sambalpur,2000 - 2001,0.5
,,2001 - 2002,0.44
,,2002 - 2003,0.41
,,2003 - 2004,0.47
,,2004 - 2005,0.47
,,2019 - 2020,0.79
,Sonepur,2000 - 2001,0.4
,,2001 - 2002,0.38
,,2002 - 2003,0.36
,,2003 - 2004,0.32
,,2004 - 2005,0.31
,,2019 - 2020,0.76
,Sundargarh,2000 - 2001,0.41
,,2001 - 2002,0.46
,,2002 - 2003,0.5
,,2003 - 2004,0.61
,,2004 - 2005,0.62
,,2019 - 2020,0.78
Punjab,Amritsar,2000 - 2001,1.0
,,2001 - 2002,0.8
,,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2004 - 2005,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.2
,Barnala,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2013 - 2014,1.2
,,2014 - 2015,1.0
,,2018 - 2019,1.0
,,2020 - 2021,2.0
,,2021 - 2022,1.0
,,2022 - 2023,2.0
,Bathinda,2000 - 2001,0.55
,,2001 - 2002,0.57
,,2002 - 2003,1.14
,,2003 - 2004,0.89
,,2004 - 2005,0.83
,,2005 - 2006,1.0
,,2006 - 2007,1.33
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.33
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.15
,,2014 - 2015,1.05
,,2015 - 2016,0.95
,,2016 - 2017,1.5
,,2017 - 2018,1.0
,,2018 - 2019,1.5
,,2019 - 2020,1.5
,,2020 - 2021,1.0
,,2021 - 2022,2.0
,,2022 - 2023,1.0
,Faridkot,2000 - 2001,0.67
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,,2003 - 2004,1.5
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,Fatehgarh sahib,2000 - 2001,1.0
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,Fazilka,2012 - 2013,1.46
,,2013 - 2014,1.27
,,2014 - 2015,1.07
,,2015 - 2016,1.36
,,2016 - 2017,1.33
,,2017 - 2018,1.09
,,2018 - 2019,1.36
,,2019 - 2020,1.18
,,2020 - 2021,1.4
,,2021 - 2022,1.27
,,2022 - 2023,0.91
,Firozepur,2000 - 2001,1.16
,,2001 - 2002,0.75
,,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2004 - 2005,0.92
,,2005 - 2006,1.08
,,2006 - 2007,1.0
,,2007 - 2008,1.08
,,2008 - 2009,1.15
,,2009 - 2010,1.15
,,2010 - 2011,1.36
,,2011 - 2012,1.3
,Gurdaspur,2000 - 2001,1.0
,,2001 - 2002,0.75
,,2002 - 2003,1.25
,,2003 - 2004,0.75
,,2004 - 2005,0.25
,,2005 - 2006,0.5
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2022 - 2023,1.0
,Hoshiarpur,2000 - 2001,0.5
,,2001 - 2002,0.67
,,2002 - 2003,0.8
,,2003 - 2004,0.5
,,2004 - 2005,0.75
,,2005 - 2006,0.67
,,2006 - 2007,0.67
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,0.75
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2015 - 2016,1.25
,,2016 - 2017,1.0
,,2018 - 2019,1.0
,,2020 - 2021,1.0
,,2021 - 2022,2.0
,,2022 - 2023,1.0
,Jalandhar,2000 - 2001,1.0
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,Kapurthala,2000 - 2001,1.0
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,Ludhiana,2000 - 2001,1.0
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2004 - 2005,1.0
,Mansa,2000 - 2001,0.86
,,2001 - 2002,0.6
,,2002 - 2003,1.0
,,2003 - 2004,0.57
,,2004 - 2005,0.75
,,2005 - 2006,0.67
,,2006 - 2007,1.25
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.5
,,2010 - 2011,1.0
,,2011 - 2012,2.0
,,2012 - 2013,1.0
,,2014 - 2015,1.3
,,2015 - 2016,1.3
,,2016 - 2017,2.0
,,2017 - 2018,2.0
,,2018 - 2019,2.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,2.0
,Moga,2000 - 2001,1.25
,,2001 - 2002,1.2
,,2002 - 2003,0.8
,,2003 - 2004,1.5
,,2004 - 2005,0.5
,,2005 - 2006,0.5
,,2006 - 2007,0.5
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.2
,,2014 - 2015,1.1
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,Muktsar,2000 - 2001,1.0
,,2001 - 2002,1.0
,,2002 - 2003,0.6
,,2003 - 2004,0.67
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,2.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.3
,,2014 - 2015,1.1
,,2015 - 2016,1.3
,,2016 - 2017,2.0
,,2017 - 2018,1.0
,Nawanshahr,2004 - 2005,1.0
,Pathankot,2012 - 2013,1.0
,,2015 - 2016,1.3
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2020 - 2021,1.0
,Patiala,2000 - 2001,1.0
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2014 - 2015,1.1
,Rupnagar,2000 - 2001,0.5
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,,2003 - 2004,0.5
,,2004 - 2005,0.33
,,2005 - 2006,0.5
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2012 - 2013,2.0
,,2014 - 2015,1.4
,,2015 - 2016,1.3
,,2022 - 2023,1.0
,S.a.s nagar,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2011 - 2012,1.0
,,2014 - 2015,0.8
,,2015 - 2016,1.3
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,Sangrur,2000 - 2001,1.25
,,2001 - 2002,1.38
,,2002 - 2003,0.88
,,2003 - 2004,1.17
,,2004 - 2005,1.5
,,2005 - 2006,0.75
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.5
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.25
,,2016 - 2017,1.0
,,2017 - 2018,2.0
,,2018 - 2019,1.0
,,2020 - 2021,2.0
,Tarn taran,2012 - 2013,1.0
Rajasthan,Ajmer,2000 - 2001,0.29
,,2001 - 2002,0.61
,,2002 - 2003,0.44
,,2003 - 2004,0.47
,,2004 - 2005,0.76
,,2005 - 2006,0.23
,,2006 - 2007,0.61
,,2007 - 2008,0.63
,,2008 - 2009,0.45
,,2009 - 2010,0.41
,,2010 - 2011,0.83
,,2011 - 2012,0.76
,,2012 - 2013,1.19
,,2013 - 2014,1.07
,,2014 - 2015,0.46
,,2015 - 2016,0.83
,,2016 - 2017,0.84
,,2017 - 2018,0.93
,,2018 - 2019,0.94
,,2019 - 2020,1.41
,,2020 - 2021,1.21
,,2021 - 2022,1.08
,,2022 - 2023,0.99
,Alwar,2000 - 2001,0.84
,,2001 - 2002,0.91
,,2002 - 2003,0.49
,,2003 - 2004,0.86
,,2004 - 2005,1.04
,,2005 - 2006,0.89
,,2006 - 2007,1.17
,,2007 - 2008,1.09
,,2008 - 2009,1.29
,,2009 - 2010,1.09
,,2010 - 2011,1.51
,,2011 - 2012,1.3
,,2012 - 2013,1.29
,,2013 - 2014,1.4
,,2014 - 2015,0.95
,,2015 - 2016,0.75
,,2016 - 2017,1.47
,,2017 - 2018,1.95
,,2018 - 2019,1.41
,,2019 - 2020,1.41
,,2020 - 2021,1.35
,,2021 - 2022,1.61
,,2022 - 2023,1.64
,Banswara,2000 - 2001,0.6
,,2001 - 2002,1.11
,,2002 - 2003,0.62
,,2003 - 2004,1.13
,,2004 - 2005,1.01
,,2005 - 2006,0.8
,,2006 - 2007,0.99
,,2007 - 2008,1.11
,,2008 - 2009,0.75
,,2009 - 2010,1.21
,,2010 - 2011,0.78
,,2011 - 2012,0.98
,,2012 - 2013,1.04
,,2013 - 2014,0.99
,,2014 - 2015,0.99
,,2015 - 2016,1.07
,,2016 - 2017,1.09
,,2017 - 2018,0.98
,,2018 - 2019,1.14
,,2019 - 2020,1.13
,,2020 - 2021,1.28
,,2021 - 2022,1.18
,,2022 - 2023,1.12
,Baran,2000 - 2001,0.93
,,2001 - 2002,1.19
,,2002 - 2003,2.35
,,2003 - 2004,1.25
,,2004 - 2005,1.06
,,2005 - 2006,0.92
,,2006 - 2007,1.31
,,2007 - 2008,1.11
,,2008 - 2009,1.1
,,2009 - 2010,1.03
,,2010 - 2011,1.58
,,2011 - 2012,1.29
,,2012 - 2013,1.45
,,2013 - 2014,0.96
,,2014 - 2015,1.04
,,2015 - 2016,1.36
,,2016 - 2017,1.77
,,2017 - 2018,1.84
,,2018 - 2019,2.05
,,2019 - 2020,1.89
,,2020 - 2021,1.94
,,2021 - 2022,1.96
,,2022 - 2023,1.7
,Barmer,2000 - 2001,0.61
,,2001 - 2002,0.76
,,2002 - 2003,1.0
,,2003 - 2004,0.63
,,2004 - 2005,0.75
,,2005 - 2006,0.47
,,2006 - 2007,0.86
,,2007 - 2008,0.47
,,2008 - 2009,0.51
,,2010 - 2011,0.9
,,2011 - 2012,0.8
,,2012 - 2013,0.54
,,2013 - 2014,0.85
,,2014 - 2015,0.73
,,2015 - 2016,0.89
,,2016 - 2017,0.91
,,2017 - 2018,1.07
,,2018 - 2019,1.15
,,2019 - 2020,0.56
,,2020 - 2021,1.31
,,2021 - 2022,0.78
,,2022 - 2023,1.14
,Bharatpur,2000 - 2001,0.89
,,2001 - 2002,1.16
,,2002 - 2003,0.56
,,2003 - 2004,1.12
,,2004 - 2005,1.17
,,2005 - 2006,0.99
,,2006 - 2007,1.05
,,2007 - 2008,0.79
,,2008 - 2009,1.33
,,2009 - 2010,1.2
,,2010 - 2011,1.75
,,2011 - 2012,1.43
,,2012 - 2013,1.69
,,2013 - 2014,1.43
,,2014 - 2015,1.26
,,2015 - 2016,0.72
,,2016 - 2017,1.18
,,2017 - 2018,0.82
,,2018 - 2019,1.49
,,2019 - 2020,0.89
,,2020 - 2021,1.26
,,2021 - 2022,1.36
,,2022 - 2023,1.36
,Bhilwara,2000 - 2001,0.79
,,2001 - 2002,1.04
,,2002 - 2003,0.63
,,2003 - 2004,0.68
,,2004 - 2005,1.1
,,2005 - 2006,0.81
,,2006 - 2007,0.93
,,2007 - 2008,0.7
,,2008 - 2009,0.67
,,2009 - 2010,0.5
,,2010 - 2011,0.87
,,2011 - 2012,0.79
,,2012 - 2013,1.22
,,2013 - 2014,1.25
,,2014 - 2015,0.73
,,2015 - 2016,0.86
,,2016 - 2017,1.12
,,2017 - 2018,1.13
,,2018 - 2019,1.18
,,2019 - 2020,1.64
,,2020 - 2021,1.62
,,2021 - 2022,1.5
,,2022 - 2023,1.27
,Bikaner,2000 - 2001,0.38
,,2001 - 2002,0.6
,,2002 - 2003,0.75
,,2003 - 2004,0.76
,,2004 - 2005,0.91
,,2005 - 2006,0.52
,,2006 - 2007,1.06
,,2007 - 2008,0.35
,,2008 - 2009,0.87
,,2009 - 2010,0.49
,,2010 - 2011,0.89
,,2011 - 2012,0.72
,,2012 - 2013,0.82
,,2013 - 2014,0.77
,,2014 - 2015,0.77
,,2015 - 2016,0.92
,,2016 - 2017,0.85
,,2017 - 2018,0.92
,,2018 - 2019,1.0
,,2019 - 2020,0.95
,,2020 - 2021,0.78
,,2021 - 2022,0.78
,,2022 - 2023,0.81
,Bundi,2000 - 2001,0.9
,,2001 - 2002,0.79
,,2002 - 2003,0.66
,,2003 - 2004,0.71
,,2004 - 2005,1.09
,,2005 - 2006,1.17
,,2006 - 2007,1.09
,,2007 - 2008,1.14
,,2008 - 2009,1.14
,,2009 - 2010,0.74
,,2010 - 2011,1.18
,,2011 - 2012,1.25
,,2012 - 2013,1.25
,,2013 - 2014,1.26
,,2014 - 2015,0.34
,,2015 - 2016,1.13
,,2016 - 2017,1.51
,,2017 - 2018,1.28
,,2018 - 2019,1.44
,,2019 - 2020,1.86
,,2020 - 2021,1.81
,,2021 - 2022,1.53
,,2022 - 2023,1.72
,Chittorgarh,2000 - 2001,0.41
,,2001 - 2002,0.71
,,2002 - 2003,0.87
,,2003 - 2004,0.81
,,2004 - 2005,1.07
,,2005 - 2006,0.67
,,2006 - 2007,0.95
,,2007 - 2008,0.74
,,2008 - 2009,0.88
,,2009 - 2010,0.95
,,2010 - 2011,0.99
,,2011 - 2012,0.96
,,2012 - 2013,1.14
,,2013 - 2014,1.37
,,2014 - 2015,1.02
,,2015 - 2016,1.11
,,2016 - 2017,1.51
,,2017 - 2018,1.47
,,2018 - 2019,1.72
,,2019 - 2020,2.13
,,2020 - 2021,1.81
,,2021 - 2022,1.77
,,2022 - 2023,1.12
,Churu,2000 - 2001,0.03
,,2001 - 2002,0.2
,,2002 - 2003,0.11
,,2003 - 2004,0.31
,,2004 - 2005,0.38
,,2005 - 2006,0.04
,,2006 - 2007,0.59
,,2007 - 2008,0.09
,,2008 - 2009,0.5
,,2009 - 2010,0.19
,,2010 - 2011,0.62
,,2011 - 2012,0.13
,,2012 - 2013,0.7
,,2013 - 2014,0.25
,,2014 - 2015,0.31
,,2015 - 2016,0.37
,,2016 - 2017,0.35
,,2017 - 2018,0.38
,,2018 - 2019,0.42
,,2019 - 2020,0.16
,,2020 - 2021,0.16
,,2021 - 2022,0.92
,,2022 - 2023,0.17
,Dausa,2000 - 2001,0.97
,,2001 - 2002,0.79
,,2002 - 2003,0.85
,,2003 - 2004,1.04
,,2004 - 2005,1.07
,,2005 - 2006,0.75
,,2006 - 2007,0.88
,,2007 - 2008,0.99
,,2008 - 2009,1.14
,,2009 - 2010,0.8
,,2010 - 2011,1.18
,,2011 - 2012,1.09
,,2012 - 2013,1.36
,,2013 - 2014,1.57
,,2014 - 2015,1.28
,,2015 - 2016,1.15
,,2016 - 2017,1.49
,,2017 - 2018,1.43
,,2018 - 2019,1.61
,,2019 - 2020,1.4
,,2020 - 2021,1.32
,,2021 - 2022,1.67
,,2022 - 2023,1.55
,Dholpur,2000 - 2001,0.59
,,2001 - 2002,0.76
,,2002 - 2003,0.76
,,2003 - 2004,0.63
,,2004 - 2005,1.1
,,2005 - 2006,1.04
,,2006 - 2007,1.4
,,2007 - 2008,0.98
,,2008 - 2009,1.18
,,2009 - 2010,1.45
,,2010 - 2011,0.9
,,2011 - 2012,1.03
,,2012 - 2013,1.4
,,2013 - 2014,1.64
,,2014 - 2015,0.97
,,2015 - 2016,0.97
,,2016 - 2017,0.91
,,2017 - 2018,1.07
,,2018 - 2019,1.15
,,2019 - 2020,1.08
,,2020 - 2021,1.04
,,2021 - 2022,1.17
,,2022 - 2023,0.93
,Dungarpur,2000 - 2001,0.81
,,2001 - 2002,1.16
,,2002 - 2003,0.83
,,2003 - 2004,1.02
,,2004 - 2005,0.85
,,2005 - 2006,0.65
,,2006 - 2007,0.91
,,2007 - 2008,1.17
,,2008 - 2009,0.58
,,2009 - 2010,1.04
,,2010 - 2011,0.93
,,2011 - 2012,1.26
,,2012 - 2013,0.9
